ss,task,seed,K,ok,mean_cand,regret_B5,regret_B10,regret_B25,err
6767,31,1,13,1,13.0,0.17500000000000016,0.16666666666666685,0.15833333333333344,
6767,31,1,20,1,20.0,0.17500000000000016,0.17500000000000016,0.13333333333333341,
6767,31,1,35,1,35.0,0.17500000000000016,0.17500000000000016,0.15000000000000013,
6767,31,1,50,1,50.0,0.17500000000000016,0.17500000000000016,0.11666666666666681,
6767,31,2,1,1,1.0,0.2166666666666669,0.2166666666666669,0.2166666666666669,
6767,31,2,5,1,5.0,0.2166666666666669,0.2166666666666669,0.13333333333333341,
6767,31,2,3,1,3.0,0.2166666666666669,0.2166666666666669,0.15833333333333344,
6767,31,2,2,1,2.0,0.2166666666666669,0.2166666666666669,0.16666666666666685,
6767,31,2,8,1,8.0,0.2166666666666669,0.20000000000000018,0.05833333333333335,
6767,31,2,13,1,13.0,0.2166666666666669,0.2166666666666669,0.11666666666666681,
6767,31,2,20,1,20.0,0.2166666666666669,0.2166666666666669,0.10833333333333339,
6767,31,2,35,1,35.0,0.2166666666666669,0.2166666666666669,0.13333333333333341,
6767,31,2,50,1,50.0,0.2166666666666669,0.2166666666666669,0.14166666666666683,
6767,31,3,1,1,1.0,0.37500000000000033,0.30833333333333357,0.16666666666666685,
6767,31,3,2,1,2.0,0.37500000000000033,0.20000000000000018,0.09166666666666679,
6767,31,3,3,1,3.0,0.37500000000000033,0.20833333333333348,0.11666666666666681,
6767,31,3,5,1,5.0,0.37500000000000033,0.37500000000000033,0.10833333333333339,
6767,31,3,8,1,8.0,0.37500000000000033,0.15833333333333344,0.15000000000000013,
6767,31,3,13,1,13.0,0.37500000000000033,0.2583333333333335,0.19166666666666687,
6767,31,3,20,1,20.0,0.37500000000000033,0.13333333333333341,0.13333333333333341,
6767,31,3,35,1,35.0,0.37500000000000033,0.37500000000000033,0.13333333333333341,
6767,31,3,50,1,50.0,0.37500000000000033,0.17500000000000016,0.10000000000000009,
