ss,task,seed,K,ok,mean_cand,regret_B5,regret_B10,regret_B25,err
5965,9914,0,50,1,50.0,0.08246239804444688,0.046394452620288185,0.046394452620288185,
5965,9914,0,35,1,35.0,0.08246239804444688,0.046394452620288185,0.046394452620288185,
5965,9914,1,1,1,1.0,0.0360679454241587,0.0360679454241587,0.0360679454241587,
5965,9914,1,2,1,2.0,0.0360679454241587,0.0360679454241587,0.0360679454241587,
5965,9914,1,3,1,3.0,0.0360679454241587,0.0154648175400951,0.0154648175400951,
5965,9914,1,5,1,5.0,0.0360679454241587,0.0360679454241587,0.0360679454241587,
5965,9914,1,8,1,8.0,0.0360679454241587,0.0360679454241587,0.0360679454241587,
5965,9914,1,13,1,13.0,0.0360679454241587,0.0360679454241587,0.0360679454241587,
5965,9914,1,20,1,20.0,0.0360679454241587,0.0360679454241587,0.030929635080193085,
5965,9914,1,35,1,35.0,0.0360679454241587,0.0360679454241587,0.0360679454241587,
5965,9914,2,1,1,1.0,0.11339203312463997,0.04123119902222483,0.0360679454241587,
5965,9914,1,50,1,50.0,0.0360679454241587,0.025766381482126954,0.025766381482126954,
5965,9914,2,2,1,2.0,0.11339203312463997,0.061859270160383284,0.046394452620288185,
5965,9914,2,3,1,3.0,0.11339203312463997,0.04123119902222483,0.04123119902222483,
5965,9914,2,5,1,5.0,0.11339203312463997,0.051532762964256684,0.051532762964256684,
5965,9914,2,8,1,8.0,0.11339203312463997,0.051532762964256684,0.025766381482126954,
5965,9914,2,13,1,13.0,0.11339203312463997,0.061859270160383284,0.0360679454241587,
5965,9914,2,20,1,20.0,0.11339203312463997,0.05669601656231993,0.030929635080193085,
5965,9914,2,35,1,35.0,0.11339203312463997,0.030929635080193085,0.030929635080193085,
5965,9914,3,1,1,1.0,0.3247362250879251,0.0360679454241587,0.030929635080193085,
5965,9914,2,50,1,50.0,0.11339203312463997,0.05669601656231993,0.051532762964256684,
5965,9914,3,2,1,2.0,0.3247362250879251,0.0360679454241587,0.0360679454241587,
5965,9914,3,3,1,3.0,0.3247362250879251,0.051532762964256684,0.04123119902222483,
5965,9914,3,5,1,5.0,0.3247362250879251,0.0360679454241587,0.030929635080193085,
5965,9914,3,8,1,8.0,0.3247362250879251,0.0360679454241587,0.0360679454241587,
5965,9914,3,13,1,13.0,0.3247362250879251,0.030929635080193085,0.030929635080193085,
5965,9914,3,20,1,20.0,0.3247362250879251,0.07216083410241514,0.051532762964256684,
5965,9914,3,35,1,35.0,0.3247362250879251,0.07216083410241514,0.0360679454241587,
5965,9914,3,50,1,50.0,0.3247362250879251,0.061859270160383284,0.051532762964256684,
5965,9914,4,1,1,1.0,0.051532762964256684,0.051532762964256684,0.051532762964256684,
5965,9914,4,2,1,2.0,0.051532762964256684,0.0360679454241587,0.0360679454241587,
5965,9914,4,3,1,3.0,0.051532762964256684,0.051532762964256684,0.0360679454241587,
5965,9914,4,5,1,5.0,0.051532762964256684,0.04123119902222483,0.0360679454241587,
5965,9914,4,8,1,8.0,0.051532762964256684,0.051532762964256684,0.0360679454241587,
5965,9914,4,13,1,13.0,0.051532762964256684,0.051532762964256684,0.030929635080193085,
5965,9914,4,20,1,20.0,0.051532762964256684,0.051532762964256684,0.04123119902222483,
5965,9914,4,35,1,35.0,0.051532762964256684,0.04123119902222483,0.025766381482126954,
5965,9914,4,50,1,50.0,0.051532762964256684,0.0360679454241587,0.0360679454241587,
5965,3903,0,2,1,2.0,0.0909076556308126,0.0909076556308126,0.0909076556308126,
5965,3903,0,1,1,1.0,0.0909076556308126,0.0909076556308126,0.07069893746348976,
5965,3903,0,3,1,3.0,0.0909076556308126,0.0909076556308126,0.07069893746348976,
5965,3903,0,5,1,5.0,0.0909076556308126,0.0909076556308126,0.050490219296168704,
5965,3903,0,8,1,8.0,0.0909076556308126,0.050490219296168704,0.050490219296168704,
5965,3903,0,13,1,13.0,0.0909076556308126,0.0909076556308126,0.07069893746348976,
5965,3903,0,20,1,20.0,0.0909076556308126,0.0909076556308126,0.0909076556308126,
5965,3903,0,35,1,35.0,0.0909076556308126,0.050490219296168704,0.03029728918991459,
5965,3903,0,50,1,50.0,0.0909076556308126,0.0909076556308126,0.07069893746348976,
5965,3903,1,1,1,1.0,0.11110058573706671,0.11110058573706671,0.08080329654715201,
5965,3903,1,2,1,2.0,0.11110058573706671,0.10099622665340446,0.10099622665340446,
5965,3903,1,3,1,3.0,0.11110058573706671,0.10099622665340446,0.08080329654715201,
5965,3903,1,5,1,5.0,0.11110058573706671,0.08080329654715201,0.07069893746348976,
5965,3903,1,13,1,13.0,0.11110058573706671,0.07069893746348976,0.050490219296168704,
5965,3903,1,8,1,8.0,0.11110058573706671,0.06059457837982929,0.03029728918991459,
5965,3903,1,20,1,20.0,0.11110058573706671,0.06059457837982929,0.050490219296168704,
5965,3903,1,50,1,50.0,0.11110058573706671,0.11110058573706671,0.0909076556308126,
5965,3903,2,1,1,1.0,0.1515022340106419,0.11110058573706671,0.08080329654715201,
5965,3903,2,2,1,2.0,0.1515022340106419,0.08080329654715201,0.08080329654715201,
5965,3903,2,13,1,13.0,0.1515022340106419,0.11110058573706671,0.0909076556308126,
5965,3903,2,20,1,20.0,0.1515022340106419,0.11110058573706671,0.08080329654715201,
5965,3903,2,5,1,5.0,0.1515022340106419,0.1515022340106419,0.07069893746348976,
5965,3903,2,50,1,50.0,0.1515022340106419,0.13130930390438778,0.04040164827357695,
5965,3903,2,8,1,8.0,0.1515022340106419,0.14141366298804825,0.050490219296168704,
5965,3903,3,1,1,1.0,0.10099622665340446,0.08080329654715201,0.08080329654715201,
5965,3903,2,35,1,35.0,0.1515022340106419,0.11110058573706671,0.10099622665340446,
5965,3903,3,2,1,2.0,0.10099622665340446,0.10099622665340446,0.06059457837982929,
5965,3903,3,3,1,3.0,0.10099622665340446,0.10099622665340446,0.06059457837982929,
5965,3903,2,3,1,3.0,0.1515022340106419,0.0909076556308126,0.0909076556308126,
5965,3903,3,5,1,5.0,0.10099622665340446,0.0909076556308126,0.07069893746348976,
5965,3903,3,8,1,8.0,0.10099622665340446,0.0909076556308126,0.06059457837982929,
5965,3903,3,13,1,13.0,0.10099622665340446,0.10099622665340446,0.050490219296168704,
5965,3903,3,20,1,20.0,0.10099622665340446,0.03029728918991459,0.03029728918991459,
5965,3903,3,35,1,35.0,0.10099622665340446,0.0909076556308126,0.0909076556308126,
5965,3903,3,50,1,50.0,0.10099622665340446,0.10099622665340446,0.06059457837982929,
5965,3903,4,1,1,1.0,0.06059457837982929,0.06059457837982929,0.06059457837982929,
5965,3903,4,2,1,2.0,0.06059457837982929,0.050490219296168704,0.03029728918991459,
5965,3903,4,3,1,3.0,0.06059457837982929,0.0,0.0,
5965,3903,4,5,1,5.0,0.06059457837982929,0.06059457837982929,0.06059457837982929,
5965,3903,1,35,1,35.0,0.11110058573706671,0.07069893746348976,0.07069893746348976,
5965,3903,4,8,1,8.0,0.06059457837982929,0.06059457837982929,0.04040164827357695,
5965,3903,4,13,1,13.0,0.06059457837982929,0.050490219296168704,0.020192930106254114,
5965,3903,4,20,1,20.0,0.06059457837982929,0.06059457837982929,0.03029728918991459,
5965,3903,4,35,1,35.0,0.06059457837982929,0.06059457837982929,0.04040164827357695,
5965,3903,4,50,1,50.0,0.06059457837982929,0.06059457837982929,0.050490219296168704,
5965,10101,0,1,1,1.0,0.2571407200025644,0.2142803714349828,0.11428357714542181,
5965,10101,0,2,1,2.0,0.2571407200025644,0.11428357714542181,0.08571001143370116,
5965,10101,0,3,1,3.0,0.2571407200025644,0.11428357714542181,0.11428357714542181,
5965,10101,0,5,1,5.0,0.2571407200025644,0.11428357714542181,0.11428357714542181,
5965,10101,0,8,1,8.0,0.2571407200025644,0.11428357714542181,0.11428357714542181,
5965,10101,0,13,1,13.0,0.2571407200025644,0.19999358857912308,0.09999679428956088,
5965,10101,0,20,1,20.0,0.2571407200025644,0.22856715429084373,0.08571001143370116,
5965,10101,1,2,1,2.0,0.1571439257130034,0.14285714285714257,0.11428357714542181,
5965,10101,0,35,1,35.0,0.2571407200025644,0.22856715429084373,0.12857036000128275,
5965,10101,1,3,1,3.0,0.1571439257130034,0.14285714285714257,0.12857036000128275,
5965,10101,1,1,1,1.0,0.1571439257130034,0.12857036000128275,0.12857036000128275,
5965,10101,0,50,1,50.0,0.2571407200025644,0.22856715429084373,0.17143070856886433,
5965,10101,1,5,1,5.0,0.1571439257130034,0.1571439257130034,0.11428357714542181,
5965,10101,1,8,1,8.0,0.1571439257130034,0.14285714285714257,0.09999679428956088,
5965,10101,1,13,1,13.0,0.1571439257130034,0.1571439257130034,0.07142322857784023,
5965,10101,1,20,1,20.0,0.1571439257130034,0.1571439257130034,0.08571001143370116,
5965,10101,1,35,1,35.0,0.1571439257130034,0.11428357714542181,0.09999679428956088,
5965,10101,1,50,1,50.0,0.1571439257130034,0.14285714285714257,0.08571001143370116,
5965,10101,2,1,1,1.0,0.08571001143370116,0.08571001143370116,0.08571001143370116,
5965,10101,2,2,1,2.0,0.08571001143370116,0.08571001143370116,0.08571001143370116,
5965,10101,2,3,1,3.0,0.08571001143370116,0.08571001143370116,0.08571001143370116,
5965,10101,2,8,1,8.0,0.08571001143370116,0.08571001143370116,0.07142322857784023,
5965,10101,2,5,1,5.0,0.08571001143370116,0.08571001143370116,0.08571001143370116,
5965,10101,2,13,1,13.0,0.08571001143370116,0.07142322857784023,0.07142322857784023,
5965,10101,2,20,1,20.0,0.08571001143370116,0.08571001143370116,0.08571001143370116,
5965,10101,2,35,1,35.0,0.08571001143370116,0.07142322857784023,0.07142322857784023,
5965,10101,2,50,1,50.0,0.08571001143370116,0.08571001143370116,0.08571001143370116,
5965,10101,3,1,1,1.0,0.12857036000128275,0.12857036000128275,0.11428357714542181,
5965,10101,3,3,1,3.0,0.12857036000128275,0.11428357714542181,0.11428357714542181,
5965,10101,3,5,1,5.0,0.12857036000128275,0.12857036000128275,0.042860348567581585,
5965,10101,3,2,1,2.0,0.12857036000128275,0.12857036000128275,0.11428357714542181,
5965,10101,3,8,1,8.0,0.12857036000128275,0.12857036000128275,0.11428357714542181,
5965,10101,3,13,1,13.0,0.12857036000128275,0.12857036000128275,0.08571001143370116,
5965,10101,3,20,1,20.0,0.12857036000128275,0.12857036000128275,0.08571001143370116,
5965,10101,3,35,1,35.0,0.12857036000128275,0.12857036000128275,0.11428357714542181,
5965,10101,3,50,1,50.0,0.12857036000128275,0.12857036000128275,0.08571001143370116,
5965,10101,4,1,1,1.0,0.22856715429084373,0.18571749142472527,0.11428357714542181,
5965,10101,4,2,1,2.0,0.22856715429084373,0.12857036000128275,0.08571001143370116,
5965,10101,4,5,1,5.0,0.22856715429084373,0.18571749142472527,0.11428357714542181,
5965,10101,4,3,1,3.0,0.22856715429084373,0.22856715429084373,0.12857036000128275,
5965,10101,4,8,1,8.0,0.22856715429084373,0.11428357714542181,0.09999679428956088,
5965,10101,4,13,1,13.0,0.22856715429084373,0.14285714285714257,0.12857036000128275,
5965,10101,4,20,1,20.0,0.22856715429084373,0.11428357714542181,0.08571001143370116,
5965,10101,4,35,1,35.0,0.22856715429084373,0.1571439257130034,0.09999679428956088,
5965,10101,4,50,1,50.0,0.22856715429084373,0.12857036000128275,0.11428357714542181,
5965,9889,0,1,1,1.0,0.08291545481897367,0.03109016146825838,0.03109016146825838,
5965,9889,0,2,1,2.0,0.08291545481897367,0.03109016146825838,0.015545080734127859,
5965,9889,0,3,1,3.0,0.08291545481897367,0.03109016146825838,0.03109016146825838,
5965,9889,0,8,1,8.0,0.08291545481897367,0.03109016146825838,0.03109016146825838,
5965,9889,0,13,1,13.0,0.08291545481897367,0.03109016146825838,0.015545080734127859,
5965,9889,0,5,1,5.0,0.08291545481897367,0.03109016146825838,0.03109016146825838,
5965,9889,0,20,1,20.0,0.08291545481897367,0.03109016146825838,0.010355029585798703,
5965,9889,0,35,1,35.0,0.08291545481897367,0.08291545481897367,0.02590011031992656,
5965,9889,0,50,1,50.0,0.08291545481897367,0.03109016146825838,0.03109016146825838,
5965,9889,1,1,1,1.0,0.036280212616587426,0.02590011031992656,0.02073513188245968,
5965,9889,1,2,1,2.0,0.036280212616587426,0.02590011031992656,0.02590011031992656,
5965,9889,1,3,1,3.0,0.036280212616587426,0.036280212616587426,0.02590011031992656,
5965,9889,1,5,1,5.0,0.036280212616587426,0.02590011031992656,0.015545080734127859,
5965,9889,1,13,1,13.0,0.036280212616587426,0.036280212616587426,0.02073513188245968,
5965,9889,1,8,1,8.0,0.036280212616587426,0.036280212616587426,0.036280212616587426,
5965,9889,1,35,1,35.0,0.036280212616587426,0.02590011031992656,0.02590011031992656,
5965,9889,1,50,1,50.0,0.036280212616587426,0.036280212616587426,0.02073513188245968,
5965,9889,1,20,1,20.0,0.036280212616587426,0.036280212616587426,0.02073513188245968,
5965,9889,2,1,1,1.0,0.03109016146825838,0.03109016146825838,0.03109016146825838,
5965,9889,2,2,1,2.0,0.03109016146825838,0.03109016146825838,0.02590011031992656,
5965,9889,2,3,1,3.0,0.03109016146825838,0.03109016146825838,0.03109016146825838,
5965,9889,2,5,1,5.0,0.03109016146825838,0.02590011031992656,0.02073513188245968,
5965,9889,2,20,1,20.0,0.03109016146825838,0.02590011031992656,0.02590011031992656,
5965,9889,2,8,1,8.0,0.03109016146825838,0.03109016146825838,0.02073513188245968,
5965,9889,2,13,1,13.0,0.03109016146825838,0.03109016146825838,0.03109016146825838,
5965,9889,2,35,1,35.0,0.03109016146825838,0.03109016146825838,0.03109016146825838,
5965,9889,2,50,1,50.0,0.03109016146825838,0.015545080734127859,0.015545080734127859,
5965,9889,3,1,1,1.0,0.08291545481897367,0.036280212616587426,0.036280212616587426,
5965,9889,3,2,1,2.0,0.08291545481897367,0.06218032293651399,0.036280212616587426,
5965,9889,3,3,1,3.0,0.08291545481897367,0.08291545481897367,0.051825293350715285,
5965,9889,3,5,1,5.0,0.08291545481897367,0.06737037408484592,0.036280212616587426,
5965,9889,3,8,1,8.0,0.08291545481897367,0.08291545481897367,0.03109016146825838,
5965,9889,3,20,1,20.0,0.08291545481897367,0.04663524220238624,0.04663524220238624,
5965,9889,3,13,1,13.0,0.08291545481897367,0.04663524220238624,0.03109016146825838,
5965,9889,3,35,1,35.0,0.08291545481897367,0.03109016146825838,0.03109016146825838,
5965,9889,3,50,1,50.0,0.08291545481897367,0.015545080734127859,0.015545080734127859,
5965,9889,4,2,1,2.0,0.07772540367064462,0.05699027178818494,0.02590011031992656,
5965,9889,4,1,1,1.0,0.07772540367064462,0.07772540367064462,0.07772540367064462,
5965,9889,4,5,1,5.0,0.07772540367064462,0.041445191054057084,0.02590011031992656,
5965,9889,4,3,1,3.0,0.07772540367064462,0.07772540367064462,0.02073513188245968,
5965,9889,4,8,1,8.0,0.07772540367064462,0.02590011031992656,0.015545080734127859,
5965,9889,4,20,1,20.0,0.07772540367064462,0.04663524220238624,0.041445191054057084,
5965,9889,4,35,1,35.0,0.07772540367064462,0.07772540367064462,0.036280212616587426,
5965,9889,4,13,1,13.0,0.07772540367064462,0.02590011031992656,0.015545080734127859,
5965,9889,4,50,1,50.0,0.07772540367064462,0.07772540367064462,0.02590011031992656,
5965,49,0,1,1,1.0,0.19571917406895267,0.018348489464926065,0.00305856985492281,
5965,49,0,2,1,2.0,0.19571917406895267,0.015289919610002922,0.0061171397098459535,
5965,49,0,3,1,3.0,0.19571917406895267,0.00305856985492281,0.00305856985492281,
5965,49,0,8,1,8.0,0.19571917406895267,0.0061171397098459535,0.0061171397098459535,
5965,49,0,5,1,5.0,0.19571917406895267,0.015289919610002922,0.015289919610002922,
5965,49,0,13,1,13.0,0.19571917406895267,0.19571917406895267,0.0061171397098459535,
5965,49,0,20,1,20.0,0.19571917406895267,0.009175709564769097,0.00305856985492281,
5965,49,0,50,1,50.0,0.19571917406895267,0.015289919610002922,0.00305856985492281,
5965,49,0,35,1,35.0,0.19571917406895267,0.09785958703447617,0.0061171397098459535,
5965,49,1,2,1,2.0,0.015289919610002922,0.009175709564769097,0.0061171397098459535,
5965,49,1,1,1,1.0,0.015289919610002922,0.015289919610002922,0.0061171397098459535,
5965,49,1,3,1,3.0,0.015289919610002922,0.0061171397098459535,0.0061171397098459535,
5965,49,1,5,1,5.0,0.015289919610002922,0.015289919610002922,0.00305856985492281,
5965,49,1,8,1,8.0,0.015289919610002922,0.009175709564769097,0.00305856985492281,
5965,49,1,13,1,13.0,0.015289919610002922,0.0061171397098459535,0.00305856985492281,
5965,49,1,20,1,20.0,0.015289919610002922,0.00305856985492281,0.00305856985492281,
5965,49,2,1,1,1.0,0.021407059319848876,0.0061171397098459535,0.0061171397098459535,
5965,49,1,35,1,35.0,0.015289919610002922,0.00305856985492281,0.00305856985492281,
5965,49,1,50,1,50.0,0.015289919610002922,0.009175709564769097,0.009175709564769097,
5965,49,2,3,1,3.0,0.021407059319848876,0.0061171397098459535,0.0061171397098459535,
5965,49,2,5,1,5.0,0.021407059319848876,0.0061171397098459535,0.00305856985492281,
5965,49,2,2,1,2.0,0.021407059319848876,0.0061171397098459535,0.00305856985492281,
5965,49,2,8,1,8.0,0.021407059319848876,0.0061171397098459535,0.00305856985492281,
5965,49,2,13,1,13.0,0.021407059319848876,0.018348489464926065,0.00305856985492281,
5965,49,2,20,1,20.0,0.021407059319848876,0.0,0.0,
5965,49,2,35,1,35.0,0.021407059319848876,0.0061171397098459535,0.0,
5965,49,2,50,1,50.0,0.021407059319848876,0.015289919610002922,0.0061171397098459535,
5965,49,3,1,1,1.0,0.10091815688939931,0.015289919610002922,0.015289919610002922,
5965,49,3,2,1,2.0,0.10091815688939931,0.018348489464926065,0.0061171397098459535,
5965,49,3,3,1,3.0,0.10091815688939931,0.012231349755079779,0.00305856985492281,
5965,49,3,5,1,5.0,0.10091815688939931,0.10091815688939931,0.00305856985492281,
5965,49,3,8,1,8.0,0.10091815688939931,0.00305856985492281,0.00305856985492281,
5965,49,3,13,1,13.0,0.10091815688939931,0.10091815688939931,0.00305856985492281,
5965,49,3,20,1,20.0,0.10091815688939931,0.00305856985492281,0.00305856985492281,
5965,49,3,50,1,50.0,0.10091815688939931,0.10091815688939931,0.0,
5965,49,3,35,1,35.0,0.10091815688939931,0.00305856985492281,0.00305856985492281,
5965,49,4,1,1,1.0,0.021407059319848876,0.012231349755079779,0.0061171397098459535,
5965,49,4,3,1,3.0,0.021407059319848876,0.018348489464926065,0.00305856985492281,
5965,49,4,5,1,5.0,0.021407059319848876,0.00305856985492281,0.00305856985492281,
5965,49,4,13,1,13.0,0.021407059319848876,0.009175709564769097,0.00305856985492281,
5965,49,4,2,1,2.0,0.021407059319848876,0.00305856985492281,0.00305856985492281,
5965,49,4,8,1,8.0,0.021407059319848876,0.018348489464926065,0.00305856985492281,
5965,49,4,20,1,20.0,0.021407059319848876,0.021407059319848876,0.00305856985492281,
5965,49,4,35,1,35.0,0.021407059319848876,0.0061171397098459535,0.00305856985492281,
5965,49,4,50,1,50.0,0.021407059319848876,0.012231349755079779,0.0,
5965,9946,0,1,1,1.0,0.020513180854724866,0.020513180854724866,0.010256590427362267,
5965,9946,0,2,1,2.0,0.020513180854724866,0.020513180854724866,0.010256590427362267,
5965,9946,0,3,1,3.0,0.020513180854724866,0.020513180854724866,0.0,
5965,9946,0,8,1,8.0,0.020513180854724866,0.020513180854724866,0.020513180854724866,
5965,9946,0,20,1,20.0,0.020513180854724866,0.020513180854724866,0.010256590427362267,
5965,9946,0,13,1,13.0,0.020513180854724866,0.020513180854724866,0.015383426666587208,
5965,9946,0,5,1,5.0,0.020513180854724866,0.020513180854724866,0.020513180854724866,
5965,9946,0,35,1,35.0,0.020513180854724866,0.020513180854724866,0.020513180854724866,
5965,9946,0,50,1,50.0,0.020513180854724866,0.020513180854724866,0.020513180854724866,
5965,9946,1,2,1,2.0,0.03076977128208702,0.025640017093949807,0.020513180854724866,
5965,9946,1,1,1,1.0,0.03076977128208702,0.015383426666587208,0.015383426666587208,
5965,9946,1,5,1,5.0,0.03076977128208702,0.025640017093949807,0.025640017093949807,
5965,9946,1,3,1,3.0,0.03076977128208702,0.03076977128208702,0.025640017093949807,
5965,9946,1,13,1,13.0,0.03076977128208702,0.025640017093949807,0.020513180854724866,
5965,9946,1,20,1,20.0,0.03076977128208702,0.03076977128208702,0.020513180854724866,
5965,9946,1,8,1,8.0,0.03076977128208702,0.025640017093949807,0.025640017093949807,
5965,9946,1,35,1,35.0,0.03076977128208702,0.015383426666587208,0.015383426666587208,
5965,9946,1,50,1,50.0,0.03076977128208702,0.025640017093949807,0.015383426666587208,
5965,9946,2,1,1,1.0,0.04102636170944962,0.03076977128208702,0.020513180854724866,
5965,9946,2,2,1,2.0,0.04102636170944962,0.035896607521312074,0.020513180854724866,
5965,9946,2,3,1,3.0,0.04102636170944962,0.035896607521312074,0.015383426666587208,
5965,9946,2,5,1,5.0,0.04102636170944962,0.03076977128208702,0.015383426666587208,
5965,9946,2,20,1,20.0,0.04102636170944962,0.04102636170944962,0.04102636170944962,
5965,9946,2,13,1,13.0,0.04102636170944962,0.04102636170944962,0.03076977128208702,
5965,9946,2,35,1,35.0,0.04102636170944962,0.04102636170944962,0.010256590427362267,
5965,9946,2,50,1,50.0,0.04102636170944962,0.04102636170944962,0.035896607521312074,
5965,9946,2,8,1,8.0,0.04102636170944962,0.04102636170944962,0.025640017093949807,
5965,9946,3,1,1,1.0,0.035896607521312074,0.020513180854724866,0.020513180854724866,
5965,9946,3,5,1,5.0,0.035896607521312074,0.010256590427362267,0.010256590427362267,
5965,9946,3,2,1,2.0,0.035896607521312074,0.035896607521312074,0.025640017093949807,
5965,9946,3,3,1,3.0,0.035896607521312074,0.020513180854724866,0.010256590427362267,
5965,9946,3,8,1,8.0,0.035896607521312074,0.035896607521312074,0.025640017093949807,
5965,9946,3,13,1,13.0,0.035896607521312074,0.035896607521312074,0.035896607521312074,
5965,9946,3,20,1,20.0,0.035896607521312074,0.03076977128208702,0.03076977128208702,
5965,9946,3,50,1,50.0,0.035896607521312074,0.035896607521312074,0.035896607521312074,
5965,9946,3,35,1,35.0,0.035896607521312074,0.035896607521312074,0.035896607521312074,
5965,9946,4,1,1,1.0,0.025640017093949807,0.025640017093949807,0.020513180854724866,
5965,9946,4,2,1,2.0,0.025640017093949807,0.020513180854724866,0.020513180854724866,
5965,9946,4,3,1,3.0,0.025640017093949807,0.025640017093949807,0.010256590427362267,
5965,9946,4,5,1,5.0,0.025640017093949807,0.025640017093949807,0.025640017093949807,
5965,9946,4,8,1,8.0,0.025640017093949807,0.025640017093949807,0.025640017093949807,
5965,9946,4,13,1,13.0,0.025640017093949807,0.015383426666587208,0.015383426666587208,
5965,9946,4,35,1,35.0,0.025640017093949807,0.025640017093949807,0.025640017093949807,
5965,9946,4,20,1,20.0,0.025640017093949807,0.025640017093949807,0.015383426666587208,
5965,9946,4,50,1,50.0,0.025640017093949807,0.025640017093949807,0.025640017093949807,
6794,145804,0,1,1,1.0,0.11019386984909496,0.04132336097373002,0.0055104852288381245,
6794,145804,0,2,1,2.0,0.11019386984909496,0.016528816565236526,0.0055104852288381245,
6794,145804,0,3,1,3.0,0.11019386984909496,0.024794544408493602,0.019284059179655366,
6794,145804,0,5,1,5.0,0.11019386984909496,0.019284059179655366,0.0055104852288381245,
6794,145804,0,13,1,13.0,0.11019386984909496,0.011018331336398068,0.0055104852288381245,
6794,145804,0,8,1,8.0,0.11019386984909496,0.02203930179407465,0.0055104852288381245,
6794,145804,0,20,1,20.0,0.11019386984909496,0.013773573950817242,0.0055104852288381245,
6794,145804,0,50,1,50.0,0.11019386984909496,0.019284059179655366,0.0027552426144189512,
6794,145804,1,1,1,1.0,0.011018331336398068,0.011018331336398068,0.011018331336398068,
6794,145804,0,35,1,35.0,0.11019386984909496,0.04132336097373002,0.008265727843257409,
6794,145804,1,3,1,3.0,0.011018331336398068,0.011018331336398068,0.011018331336398068,
6794,145804,1,2,1,2.0,0.011018331336398068,0.011018331336398068,0.011018331336398068,
6794,145804,1,5,1,5.0,0.011018331336398068,0.0055104852288381245,0.0055104852288381245,
6794,145804,1,8,1,8.0,0.011018331336398068,0.008265727843257409,0.008265727843257409,
6794,145804,1,20,1,20.0,0.011018331336398068,0.0055104852288381245,0.0055104852288381245,
6794,145804,1,13,1,13.0,0.011018331336398068,0.0055104852288381245,0.0055104852288381245,
6794,145804,1,50,1,50.0,0.011018331336398068,0.011018331336398068,0.0055104852288381245,
6794,145804,1,35,1,35.0,0.011018331336398068,0.0055104852288381245,0.0055104852288381245,
6794,145804,2,1,1,1.0,0.011018331336398068,0.011018331336398068,0.008265727843257409,
6794,145804,2,2,1,2.0,0.011018331336398068,0.011018331336398068,0.0055104852288381245,
6794,145804,2,5,1,5.0,0.011018331336398068,0.0055104852288381245,0.0055104852288381245,
6794,145804,2,3,1,3.0,0.011018331336398068,0.008265727843257409,0.0055104852288381245,
6794,145804,2,8,1,8.0,0.011018331336398068,0.011018331336398068,0.011018331336398068,
6794,145804,2,13,1,13.0,0.011018331336398068,0.011018331336398068,0.0027552426144189512,
6794,145804,2,35,1,35.0,0.011018331336398068,0.011018331336398068,0.0055104852288381245,
6794,145804,2,20,1,20.0,0.011018331336398068,0.011018331336398068,0.0027552426144189512,
6794,145804,2,50,1,50.0,0.011018331336398068,0.0055104852288381245,0.0055104852288381245,
6794,145804,3,1,1,1.0,0.09641765677699943,0.011018331336398068,0.0027552426144189512,
6794,145804,3,2,1,2.0,0.09641765677699943,0.0055104852288381245,0.0055104852288381245,
6794,145804,3,3,1,3.0,0.09641765677699943,0.011018331336398068,0.011018331336398068,
6794,145804,3,5,1,5.0,0.09641765677699943,0.013773573950817242,0.0055104852288381245,
6794,145804,3,8,1,8.0,0.09641765677699943,0.0027552426144189512,0.0027552426144189512,
6794,145804,3,13,1,13.0,0.09641765677699943,0.0055104852288381245,0.0055104852288381245,
6794,145804,3,20,1,20.0,0.09641765677699943,0.019284059179655366,0.0055104852288381245,
6794,145804,3,35,1,35.0,0.09641765677699943,0.011018331336398068,0.0055104852288381245,
6794,145804,3,50,1,50.0,0.09641765677699943,0.030302390516053768,0.0055104852288381245,
6794,145804,4,1,1,1.0,0.038568118359311176,0.016528816565236526,0.0055104852288381245,
6794,145804,4,5,1,5.0,0.038568118359311176,0.0055104852288381245,0.0055104852288381245,
6794,145804,4,3,1,3.0,0.038568118359311176,0.011018331336398068,0.0055104852288381245,
6794,145804,4,2,1,2.0,0.038568118359311176,0.016528816565236526,0.008265727843257409,
6794,145804,4,8,1,8.0,0.038568118359311176,0.0055104852288381245,0.0055104852288381245,
6794,145804,4,13,1,13.0,0.038568118359311176,0.038568118359311176,0.0055104852288381245,
6794,145804,4,20,1,20.0,0.038568118359311176,0.013773573950817242,0.0055104852288381245,
6794,145804,4,35,1,35.0,0.038568118359311176,0.0055104852288381245,0.0055104852288381245,
6794,145804,4,50,1,50.0,0.038568118359311176,0.038568118359311176,0.0055104852288381245,
6794,3,0,1,1,1.0,0.013046687042125416,0.001957628496732977,0.001957628496732977,
6794,3,0,5,1,5.0,0.013046687042125416,0.001957628496732977,0.001957628496732977,
6794,3,0,2,1,2.0,0.013046687042125416,0.001957628496732977,0.001957628496732977,
6794,3,0,3,1,3.0,0.013046687042125416,0.0058708006888181785,0.0013050856644885034,
6794,3,0,8,1,8.0,0.013046687042125416,0.0032606293598409497,0.0032606293598409497,
6794,3,0,13,1,13.0,0.013046687042125416,0.005218257856573816,0.001957628496732977,
6794,3,0,20,1,20.0,0.013046687042125416,0.0032606293598409497,0.0013050856644885034,
6794,3,0,35,1,35.0,0.013046687042125416,0.00261017132897734,0.001957628496732977,
6794,3,0,50,1,50.0,0.013046687042125416,0.00261017132897734,0.0013050856644885034,
