ss,task,seed,surrogate,mode,ok,regret,mean_cand,over_pred,err
7607,14965,0,gp,restricted,1,0.014051522248242132,632.5,,
7607,14965,1,tpe,full,1,0.04036835628944724,632.5,,
7607,14965,1,tpe,restricted,1,0.014924780693051365,632.5,,
7607,14965,1,gp,full,1,0.014051522248242132,632.5,-0.025239740223849883,
7607,14965,1,gp,restricted,1,0.014051522248242132,632.5,,
7607,14965,2,tpe,full,1,0.013178263803437451,632.5,,
7607,14965,2,tpe,restricted,1,0.005279244234511538,632.5,,
6794,31,4,gp,restricted,1,0.07500000000000007,2000.0,,
7607,14965,2,gp,restricted,1,0.005279244234511538,632.5,,
7607,14965,3,tpe,full,1,0.012265311792958533,632.5,,
7607,14965,3,tpe,restricted,1,0.005279244234511538,632.5,,
7607,14965,2,gp,full,1,0.005279244234511538,632.5,-0.000623031459169901,
6794,31,4,gp,full,1,0.06875000000000009,102291.5,0.007962048352063766,
7607,14965,4,tpe,full,1,0.0236970587067864,632.5,,
7607,14965,3,gp,full,1,0.00436629222403262,632.5,-0.0652331223256007,
7607,14965,4,tpe,restricted,1,0.04215456674473095,632.5,,
7607,14965,3,gp,restricted,1,0.00436629222403262,632.5,,
7607,145976,0,tpe,full,1,0.07000337920865063,662.5,,
7607,145976,0,tpe,restricted,1,0.01999877119685467,662.5,,
7607,14965,4,gp,full,1,0.03687532251022374,632.5,-0.06684672305491242,
7607,14965,4,gp,restricted,1,0.03687532251022374,632.5,,
7607,145976,1,tpe,full,1,0.03999754239370845,662.5,,
7607,145976,1,tpe,restricted,1,0.03999754239370845,662.5,,
7607,145976,0,gp,full,1,0.00999938559842728,662.5,-0.01832602708633496,
7607,145976,0,gp,restricted,1,0.00999938559842728,662.5,,
7607,145976,2,tpe,full,1,0.08000276480707802,662.5,,
7607,145976,1,gp,restricted,1,0.00999938559842728,662.5,,
7607,145976,2,tpe,restricted,1,0.0,662.5,,
7607,145976,1,gp,full,1,0.00999938559842728,662.5,-0.04188531027094002,
7607,145976,3,tpe,full,1,0.03999754239370845,662.5,,
7607,145976,3,tpe,restricted,1,0.029998156795281172,662.5,,
7607,145976,2,gp,full,1,0.029998156795281172,662.5,-0.06236094143058972,
7607,145976,3,gp,full,1,0.04999692799213573,662.5,-0.03946690824211027,
6794,31,3,gp,full,1,0.05625000000000002,102291.5,0.00808628478539979,
7607,145976,2,gp,restricted,1,0.029998156795281172,662.5,,
7607,145976,4,tpe,restricted,1,0.01999877119685467,662.5,,
7607,145976,4,tpe,full,1,0.029998156795281172,662.5,,
7607,3896,0,tpe,full,1,0.02105242938504215,677.5,,
7607,3896,0,tpe,restricted,1,0.018949107288635414,677.5,,
7607,145976,3,gp,restricted,1,0.04999692799213573,662.5,,
7607,145976,4,gp,full,1,0.029998156795281172,662.5,-0.05312538632232313,
7607,3896,1,tpe,full,1,0.029475321981156433,677.5,,
7607,3896,0,gp,full,1,0.012629536788927864,677.5,0.056016254496714435,
7607,3896,1,tpe,restricted,1,0.03157864407756317,677.5,,
7607,145976,4,gp,restricted,1,0.029998156795281172,662.5,,
7607,3896,2,tpe,full,1,0.00420664419281358,677.5,,
7607,3896,2,tpe,restricted,1,0.00420664419281358,677.5,,
7607,3896,0,gp,restricted,1,0.012629536788927864,677.5,,
7607,3896,1,gp,full,1,0.014732858885334599,677.5,-0.07652451816616637,
7607,3896,3,tpe,full,1,0.010526214692521019,677.5,,
7607,3896,3,tpe,restricted,1,0.025259073577856728,677.5,,
7607,3896,1,gp,restricted,1,0.014732858885334599,677.5,,
7607,3896,2,gp,full,1,0.00420664419281358,677.5,0.05100529141625596,
7607,3896,4,tpe,full,1,0.025259073577856728,677.5,,
7607,3896,4,tpe,restricted,1,0.0,677.5,,
7607,3896,2,gp,restricted,1,0.00420664419281358,677.5,,
7607,3896,3,gp,full,1,0.025259073577856728,677.5,-0.049798171957835445,
7607,3913,0,tpe,full,1,0.1333194132693003,681.5,,
7607,3913,0,tpe,restricted,1,0.09999825999199519,681.5,,
7607,3896,3,gp,restricted,1,0.025259073577856728,677.5,,
7607,3896,4,gp,full,1,0.025259073577856728,677.5,-0.02699667435937726,
7607,3913,1,tpe,full,1,0.06665970663464915,681.5,,
7607,3913,1,tpe,restricted,1,0.06665970663464915,681.5,,
7607,3896,4,gp,restricted,1,0.025259073577856728,677.5,,
7607,3913,0,gp,full,1,0.033321153277305116,681.5,0.019355593154007193,
7607,3913,2,tpe,full,1,0.09999825999199519,681.5,,
7607,3913,0,gp,restricted,1,0.033321153277305116,681.5,,
7607,3913,2,tpe,restricted,1,0.09999825999199519,681.5,,
7607,3913,1,gp,full,1,0.09999825999199519,681.5,0.059922825513721814,
7607,3913,3,tpe,full,1,0.06665970663464915,681.5,,
7607,3913,3,tpe,restricted,1,0.06665970663464915,681.5,,
7607,3913,1,gp,restricted,1,0.09999825999199519,681.5,,
7607,3913,2,gp,full,1,0.09999825999199519,681.5,0.059446995209317885,
7607,3913,4,tpe,full,1,0.06665970663464915,681.5,,
7607,3913,2,gp,restricted,1,0.09999825999199519,681.5,,
7607,3913,4,tpe,restricted,1,0.09999825999199519,681.5,,
7607,3913,3,gp,full,1,0.06665970663464915,681.5,0.0766925838795874,
7607,3903,0,tpe,full,1,0.18746641918624496,684.5,,
7607,3903,0,tpe,restricted,1,0.12499389439750308,684.5,,
7607,3913,3,gp,restricted,1,0.06665970663464915,681.5,,
7607,3913,4,gp,full,1,0.06665970663464915,681.5,0.06283220185057632,
7607,3903,1,tpe,full,1,0.18746641918624496,684.5,,
7607,3913,4,gp,restricted,1,0.06665970663464915,681.5,,
7607,3903,1,tpe,restricted,1,0.28124847359937577,684.5,,
7607,3903,0,gp,full,1,0.0,684.5,0.05107535403920834,
7607,3903,2,tpe,full,1,0.2499877887950006,684.5,,
7607,3903,2,tpe,restricted,1,0.06247252478874743,684.5,,
7607,3903,0,gp,restricted,1,0.0,684.5,,
7607,3903,1,gp,restricted,1,0.06247252478874743,684.5,,
7607,3903,3,tpe,full,1,0.3124603135837426,684.5,,
7607,3903,3,tpe,restricted,1,0.12499389439750308,684.5,,
7607,3903,1,gp,full,1,0.06247252478874743,684.5,0.0029396570710507747,
7607,3903,2,gp,full,1,0.09373320959312248,684.5,0.032934818369426654,
7607,3903,4,tpe,full,1,0.12499389439750308,684.5,,
7607,3903,4,tpe,restricted,1,0.12499389439750308,684.5,,
7607,3903,2,gp,restricted,1,0.09373320959312248,684.5,,
7607,3903,3,gp,full,1,0.12499389439750308,684.5,-0.0093969073063607,
7607,9946,0,tpe,full,1,0.01546565615385287,707.5,,
7607,9946,0,tpe,restricted,1,0.01546565615385287,707.5,,
7607,3903,3,gp,restricted,1,0.12499389439750308,684.5,,
7607,3903,4,gp,restricted,1,0.12499389439750308,684.5,,
7607,9946,1,tpe,full,1,0.005156196381276734,707.5,,
7607,9946,1,tpe,restricted,1,0.01546565615385287,707.5,,
7607,3903,4,gp,full,1,0.12499389439750308,684.5,0.018814438766185833,
7607,9946,0,gp,full,1,0.0,707.5,-0.04104117148770055,
7607,9946,2,tpe,full,1,0.0,707.5,,
7607,9946,2,tpe,restricted,1,0.0,707.5,,
7607,9946,0,gp,restricted,1,0.0,707.5,,
7607,9946,1,gp,restricted,1,0.0,707.5,,
7607,9946,3,tpe,full,1,0.01546565615385287,707.5,,
7607,9946,1,gp,full,1,0.0,707.5,0.012854648488587467,
7607,9946,3,tpe,restricted,1,0.02577511592642856,707.5,,
7607,9946,2,gp,restricted,1,0.0,707.5,,
7607,9946,2,gp,full,1,0.0,707.5,0.012644995775890327,
7607,9946,4,tpe,full,1,0.01546565615385287,707.5,,
7607,9946,4,tpe,restricted,1,0.01546565615385287,707.5,,
7607,9946,3,gp,full,1,0.005156196381276734,707.5,-0.028649344006657668,
7607,9967,0,tpe,full,1,0.0,880.5,,
7607,9946,3,gp,restricted,1,0.005156196381276734,707.5,,
7607,9967,0,tpe,restricted,1,0.0,880.5,,
7607,9946,4,gp,full,1,0.010309459772575802,707.5,-0.09321003423842839,
7607,9967,1,tpe,full,1,0.0,880.5,,
7607,9967,1,tpe,restricted,1,0.0,880.5,,
7607,9946,4,gp,restricted,1,0.010309459772575802,707.5,,
7607,9967,0,gp,restricted,1,0.0,880.5,,
7607,9967,2,tpe,full,1,0.0,880.5,,
7607,9967,0,gp,full,1,0.0,880.5,-0.06782960351932182,
7607,9967,2,tpe,restricted,1,0.0,880.5,,
7607,9967,1,gp,restricted,1,0.0,880.5,,
7607,9967,3,tpe,full,1,0.0,880.5,,
7607,9967,3,tpe,restricted,1,0.0,880.5,,
7607,9967,1,gp,full,1,0.0,880.5,0.03444229444455188,
7607,9967,2,gp,restricted,1,0.0,880.5,,
7607,9967,4,tpe,full,1,0.0,880.5,,
7607,9967,4,tpe,restricted,1,0.0,880.5,,
7607,9967,2,gp,full,1,0.0,880.5,-0.025257152127839678,
7607,9967,3,gp,full,1,0.0,880.5,-0.054886706698791386,
7607,9967,3,gp,restricted,1,0.0,880.5,,
7609,145854,0,tpe,full,1,0.003965620877276588,1254.5,,
7609,145854,0,tpe,restricted,1,0.00226383868978397,1254.5,,
7607,9967,4,gp,full,1,0.0,880.5,0.05289794937135114,
7609,145854,1,tpe,full,1,0.0024902225587618565,1254.5,,
7609,145854,1,tpe,restricted,1,0.006342651501549557,1254.5,,
7607,9967,4,gp,restricted,1,0.0,880.5,,
7609,145854,0,gp,full,1,0.005097540222168129,1254.5,-0.002703456184252301,
7609,145854,0,gp,restricted,1,0.005097540222168129,1254.5,,
7609,145854,2,tpe,full,1,0.003965620877276588,1254.5,,
7609,145854,2,tpe,restricted,1,0.003965620877276588,1254.5,,
7609,145854,1,gp,restricted,1,0.00011319193448899867,1254.5,,
7609,145854,1,gp,full,1,0.00011319193448899867,1254.5,-0.022908636324961616,
7609,145854,3,tpe,full,1,0.005889883763592674,1254.5,,
7609,145854,3,tpe,restricted,1,0.0,1254.5,,
7609,145854,2,gp,full,1,0.003965620877276588,1254.5,-0.09485103543972276,
7609,145854,4,tpe,full,1,0.007361378911952099,1254.5,,
7609,145854,2,gp,restricted,1,0.003965620877276588,1254.5,,
7609,145854,4,tpe,restricted,1,0.006116267632571115,1254.5,,
7609,145854,3,gp,full,1,0.005097540222168129,1254.5,-0.01239810724687867,
7609,3903,0,tpe,full,1,0.04879536444037613,1277.5,,
7609,145854,3,gp,restricted,1,0.005097540222168129,1254.5,,
7609,3903,0,tpe,restricted,1,0.02439768222018801,1277.5,,
7609,145854,4,gp,restricted,1,0.00045276773795677183,1254.5,,
7609,3903,1,tpe,full,1,0.1707456541628547,1277.5,,
7609,145854,4,gp,full,1,0.00045276773795677183,1254.5,-0.025397994381162914,
7609,3903,1,tpe,restricted,1,0.02439768222018801,1277.5,,
7609,3903,0,gp,full,1,0.04879536444037613,1277.5,-0.004033732523991246,
7609,3903,0,gp,restricted,1,0.04879536444037613,1277.5,,
7609,3903,2,tpe,full,1,0.19514333638304282,1277.5,,
7609,3903,2,tpe,restricted,1,0.14634797194266247,1277.5,,
7609,3903,1,gp,full,1,0.04879536444037613,1277.5,-0.02996096545516815,
7609,3903,1,gp,restricted,1,0.04879536444037613,1277.5,,
7609,3903,3,tpe,full,1,0.07319304666056836,1277.5,,
7609,3903,3,tpe,restricted,1,0.07319304666056836,1277.5,,
7609,3903,2,gp,full,1,0.0,1277.5,-0.021133312115271714,
7609,3903,4,tpe,full,1,0.09755260750228634,1277.5,,
7609,3903,4,tpe,restricted,1,0.04879536444037613,1277.5,,
7609,3903,2,gp,restricted,1,0.0,1277.5,,
7609,3903,3,gp,full,1,0.0,1277.5,0.015774532455132086,
7609,9967,0,tpe,full,1,0.0,1278.5,,
7609,3903,3,gp,restricted,1,0.0,1277.5,,
7609,9967,0,tpe,restricted,1,0.0,1278.5,,
7609,3903,4,gp,full,1,0.0,1277.5,-0.02788953759750535,
7609,9967,1,tpe,full,1,0.0,1278.5,,
7609,3903,4,gp,restricted,1,0.0,1277.5,,
7609,9967,1,tpe,restricted,1,0.0,1278.5,,
7609,9967,0,gp,restricted,1,0.0,1278.5,,
7609,9967,2,tpe,full,1,0.0,1278.5,,
7609,9967,0,gp,full,1,0.0,1278.5,-0.019902725602972616,
7609,9967,2,tpe,restricted,1,0.0,1278.5,,
7609,9967,1,gp,full,1,0.0,1278.5,-0.050956939281175284,
7609,9967,3,tpe,full,1,0.0,1278.5,,
7609,9967,3,tpe,restricted,1,0.0,1278.5,,
7609,9967,1,gp,restricted,1,0.0,1278.5,,
7609,9967,2,gp,full,1,0.0,1278.5,-0.05286042781426009,
7609,9967,4,tpe,full,1,0.0,1278.5,,
7609,9967,4,tpe,restricted,1,0.0,1278.5,,
7609,9967,2,gp,restricted,1,0.0,1278.5,,
7609,9967,3,gp,restricted,1,0.0,1278.5,,
7609,9967,3,gp,full,1,0.0,1278.5,-0.05050246643924623,
7609,145853,0,tpe,full,1,0.11929530246595599,1281.5,,
7609,145853,0,tpe,restricted,1,0.03734400664564741,1281.5,,
7609,9967,4,gp,restricted,1,0.0,1278.5,,
7609,9967,4,gp,full,1,0.0,1278.5,0.02792925898783464,
7609,145853,1,tpe,full,1,0.020746071003778677,1281.5,,
7609,145853,1,tpe,restricted,1,0.07261394561033963,1281.5,,
7609,145853,0,gp,restricted,1,0.0,1281.5,,
7609,145853,2,tpe,full,1,0.025932588754723374,1281.5,,
7609,145853,0,gp,full,1,0.0,1281.5,-0.08184086393644138,
7609,145853,2,tpe,restricted,1,0.025932588754723374,1281.5,,
7609,145853,1,gp,full,1,0.010373035501889394,1281.5,0.011794665376564723,
7609,145853,1,gp,restricted,1,0.010373035501889394,1281.5,,
7609,145853,3,tpe,full,1,0.010373035501889394,1281.5,,
7609,145853,3,tpe,restricted,1,0.07364963090225984,1281.5,,
7609,145853,2,gp,full,1,0.025932588754723374,1281.5,-0.0694181997673658,
7609,145853,4,tpe,full,1,0.04771704214753669,1281.5,,
7609,145853,2,gp,restricted,1,0.025932588754723374,1281.5,,
7609,145853,4,tpe,restricted,1,0.029045038824712988,1281.5,,
7609,145853,3,gp,full,1,0.010373035501889394,1281.5,-0.08485484578139856,
7609,145853,3,gp,restricted,1,0.010373035501889394,1281.5,,
7609,34537,0,tpe,full,1,0.0034722388861959663,1437.5,,
7609,34537,0,tpe,restricted,1,0.006946877384614636,1437.5,,
7609,145853,4,gp,full,1,0.024896903462802933,1281.5,-0.09682835751991246,
7609,34537,1,tpe,full,1,0.002603579261591382,1437.5,,
7609,34537,1,tpe,restricted,1,0.0028219439738539354,1437.5,,
7609,145853,4,gp,restricted,1,0.024896903462802933,1281.5,,
7609,34537,0,gp,restricted,1,0.001953284349249129,1437.5,,
7609,34537,2,tpe,full,1,0.003906568698498258,1437.5,,
7609,34537,0,gp,full,1,0.001953284349249129,1437.5,-0.027845405759070567,
7609,34537,2,tpe,restricted,1,0.0054255232354453176,1437.5,,
7609,34537,1,gp,full,1,0.001084624724644545,1437.5,-0.019539492168806193,
7609,34537,3,tpe,full,1,0.0030379090738936743,1437.5,,
7609,34537,1,gp,restricted,1,0.001084624724644545,1437.5,,
7609,34537,3,tpe,restricted,1,0.006078217760010052,1437.5,,
7609,34537,2,gp,full,1,0.0017373192492095013,1437.5,-0.07273907645352339,
7609,34537,4,tpe,full,1,0.002603579261591382,1437.5,,
7609,34537,2,gp,restricted,1,0.0017373192492095013,1437.5,,
7609,34537,4,tpe,restricted,1,0.002603579261591382,1437.5,,
7609,34537,3,gp,full,1,0.0023876141615514213,1437.5,-0.07039504884482359,
7609,125923,0,tpe,full,1,0.013575197477286305,1479.5,,
7609,34537,3,gp,restricted,1,0.0023876141615514213,1437.5,,
7609,125923,0,tpe,restricted,1,0.009048050204502056,1479.5,,
7609,34537,4,gp,restricted,1,0.0,1437.5,,
7609,125923,1,tpe,full,1,0.009048050204502056,1479.5,,
7609,34537,4,gp,full,1,0.0,1437.5,-0.005832843410281308,
7609,125923,1,tpe,restricted,1,0.004524025102250806,1479.5,,
7609,125923,0,gp,full,1,0.013575197477286305,1479.5,-0.004239894426454333,
7609,125923,2,tpe,full,1,0.01809922257953711,1479.5,,
7609,125923,0,gp,restricted,1,0.013575197477286305,1479.5,,
7609,125923,2,tpe,restricted,1,0.013575197477286305,1479.5,,
7609,125923,1,gp,full,1,0.004524025102250806,1479.5,0.04833799730836741,
7609,125923,3,tpe,full,1,0.01809922257953711,1479.5,,
7609,125923,3,tpe,restricted,1,0.02262324768178825,1479.5,,
7609,125923,1,gp,restricted,1,0.004524025102250806,1479.5,,
7609,125923,2,gp,full,1,0.009048050204502056,1479.5,0.00694040311014687,
7609,125923,4,tpe,full,1,0.009048050204502056,1479.5,,
7609,125923,2,gp,restricted,1,0.009048050204502056,1479.5,,
7609,125923,4,tpe,restricted,1,0.013575197477286305,1479.5,,
7609,125923,3,gp,restricted,1,0.004524025102250806,1479.5,,
7609,125923,3,gp,full,1,0.004524025102250806,1479.5,-0.06171345357863787,
7609,145878,0,tpe,full,1,0.0,1578.5,,
7609,145878,0,tpe,restricted,1,0.010256604786609946,1578.5,,
7609,125923,4,gp,restricted,1,0.009048050204502056,1479.5,,
7609,145878,1,tpe,full,1,0.0,1578.5,,
7609,125923,4,gp,full,1,0.009048050204502056,1479.5,-0.06271867420225163,
7609,145878,1,tpe,restricted,1,0.020513209573220115,1578.5,,
7609,145878,0,gp,full,1,0.005126843416806248,1578.5,-0.004090209206742773,
7609,145878,2,tpe,full,1,0.020513209573220115,1578.5,,
7609,145878,0,gp,restricted,1,0.005126843416806248,1578.5,,
7609,145878,2,tpe,restricted,1,0.015383448203416195,1578.5,,
7609,145878,1,gp,full,1,0.0,1578.5,-0.003358600521417998,
7609,145878,3,tpe,full,1,0.010256604786609946,1578.5,,
7609,145878,1,gp,restricted,1,0.0,1578.5,,
7609,145878,3,tpe,restricted,1,0.010256604786609946,1578.5,,
7609,145878,2,gp,full,1,0.005126843416806248,1578.5,-0.005401239509462086,
7609,145878,4,tpe,full,1,0.020513209573220115,1578.5,,
7609,145878,4,tpe,restricted,1,0.025640052990026363,1578.5,,
7609,145878,2,gp,restricted,1,0.005126843416806248,1578.5,,
7609,145878,3,gp,restricted,1,0.010256604786609946,1578.5,,
7609,145878,3,gp,full,1,0.010256604786609946,1578.5,-0.0027746186472976443,
7609,145878,4,gp,restricted,1,0.005126843416806248,1578.5,,
7609,145878,4,gp,full,1,0.005126843416806248,1578.5,-0.05129820482476767,
5527,146064,0,tpe,full,1,0.0,44775.5,,
5527,146064,0,tpe,restricted,1,0.0,2000.0,,
5527,146064,1,tpe,restricted,1,0.0,2000.0,,
5527,146064,1,tpe,full,1,0.0,44775.5,,
5527,146064,0,gp,restricted,1,0.0,2000.0,,
5527,146064,0,gp,full,1,0.0,44775.5,0.053069893474480656,
5527,146064,2,tpe,full,1,0.0,44775.5,,
5527,146064,2,tpe,restricted,1,0.0,2000.0,,
5527,146064,1,gp,restricted,1,0.0,2000.0,,
5527,146064,1,gp,full,1,0.0,44775.5,-0.0008697897164048729,
5527,146064,3,tpe,full,1,0.0,44775.5,,
5527,146064,2,gp,restricted,1,0.0,2000.0,,
5527,146064,3,tpe,restricted,1,0.0,2000.0,,
5527,146064,2,gp,full,1,0.0,44775.5,-0.00401657411570186,
5527,146064,4,tpe,full,1,0.0,44775.5,,
5527,146064,4,tpe,restricted,1,0.0,2000.0,,
5527,146064,3,gp,restricted,1,0.0,2000.0,,
5527,146064,3,gp,full,1,0.0,44775.5,0.01658055636176527,
5527,146065,0,tpe,full,1,0.344262173945171,55612.5,,
5527,146064,4,gp,restricted,1,0.0,2000.0,,
5527,146065,0,tpe,restricted,1,0.0,2000.0,,
5527,146064,4,gp,full,1,0.0,44775.5,0.029873053942025378,
5527,146065,1,tpe,full,1,0.0,55612.5,,
5527,146065,0,gp,restricted,1,0.0,2000.0,,
5527,146065,1,tpe,restricted,1,0.344262173945171,2000.0,,
5527,146065,0,gp,full,1,0.0,55612.5,0.1330627050471199,
5527,146065,1,gp,restricted,1,0.0,2000.0,,
5527,146065,2,tpe,full,1,0.024589275597921012,55612.5,,
5527,146065,2,tpe,restricted,1,0.024589275597921012,2000.0,,
5527,146065,1,gp,full,1,0.0,55612.5,-0.05161778506396765,
5527,146065,3,tpe,full,1,0.344262173945171,55612.5,,
5527,146065,2,gp,restricted,1,0.0,2000.0,,
5527,146065,3,tpe,restricted,1,0.09835956550653957,2000.0,,
5527,146065,2,gp,full,1,0.0,55612.5,0.07750674294556496,
5527,146065,4,tpe,full,1,0.0,55612.5,,
5527,146065,3,gp,restricted,1,0.0,2000.0,,
5527,146065,3,gp,full,1,0.0,55612.5,-0.004429320969561204,
5527,146065,4,tpe,restricted,1,0.0,2000.0,,
5527,146065,4,gp,restricted,1,0.0,2000.0,,
5527,9914,0,tpe,full,1,0.003171756932269121,59340.5,,
5527,9914,0,tpe,restricted,1,0.003171756932269121,2000.0,,
5527,146065,4,gp,full,1,0.0,55612.5,0.09933180601908115,
5527,9914,1,tpe,full,1,0.01649743465351694,59340.5,,
5527,9914,0,gp,restricted,1,0.003171756932269121,2000.0,,
5527,9914,1,tpe,restricted,1,0.007614672983569881,2000.0,,
5527,9914,2,tpe,full,1,0.014593766407624553,59340.5,,
5527,9914,1,gp,restricted,1,0.003171756932269121,2000.0,,
5527,9914,1,gp,full,1,0.0025392478054083734,59340.5,0.016390078287021426,
5527,9914,2,tpe,restricted,1,0.005075425178161952,2000.0,,
5527,9914,3,tpe,full,1,0.008882761669946726,59340.5,,
5527,9914,2,gp,restricted,1,0.003807336491785107,2000.0,,
5527,9914,2,gp,full,1,0.007614672983569881,59340.5,0.02399637619893616,
5527,9914,3,tpe,restricted,1,0.003807336491785107,2000.0,,
5527,9914,0,gp,full,1,0.003171756932269121,59340.5,0.009236589149301765,
5527,9914,3,gp,restricted,1,0.00444291605130076,2000.0,,
5527,9914,3,gp,full,1,0.003171756932269121,59340.5,0.019675623073984093,
5527,9914,4,tpe,restricted,1,0.003807336491785107,2000.0,,
5527,9914,4,tpe,full,1,0.008882761669946726,59340.5,,
5527,9914,4,gp,restricted,1,0.003807336491785107,2000.0,,
5527,145804,0,tpe,full,1,0.0,59424.5,,
5527,9914,4,gp,full,1,0.003171756932269121,59340.5,0.013585173131564598,
5527,145804,0,tpe,restricted,1,0.0,2000.0,,
5527,145804,1,tpe,full,1,0.0,59424.5,,
5527,145804,1,tpe,restricted,1,0.0,2000.0,,
5527,145804,0,gp,full,1,0.0,59424.5,0.1497283426435523,
5527,145804,0,gp,restricted,1,0.0,2000.0,,
5527,145804,2,tpe,restricted,1,0.0,2000.0,,
5527,145804,2,tpe,full,1,0.0,59424.5,,
5527,145804,1,gp,restricted,1,0.0,2000.0,,
5527,145804,1,gp,full,1,0.0,59424.5,0.06605700215990315,
5527,145804,2,gp,full,1,0.0,59424.5,0.03449784134255587,
5527,145804,3,tpe,full,1,0.0,59424.5,,
5527,145804,3,tpe,restricted,1,0.0,2000.0,,
5527,145804,2,gp,restricted,1,0.0,2000.0,,
5527,145804,4,tpe,full,1,0.0,59424.5,,
5527,145804,4,tpe,restricted,1,0.0,2000.0,,
5527,145804,3,gp,restricted,1,0.0,2000.0,,
5527,145804,3,gp,full,1,0.0,59424.5,0.04385470880547843,
5527,31,0,tpe,restricted,1,0.1917808219178082,2000.0,,
5527,31,0,tpe,full,1,0.1643835616438356,60559.5,,
5527,145804,4,gp,full,1,0.0,59424.5,-0.013566754068549203,
5527,145804,4,gp,restricted,1,0.0,2000.0,,
5527,31,1,tpe,restricted,1,0.09589041095890416,2000.0,,
5527,31,1,tpe,full,1,0.15068493150684936,60559.5,,
5527,31,0,gp,restricted,1,0.136986301369863,2000.0,,
5527,31,0,gp,full,1,0.136986301369863,60559.5,0.0685509688914567,
5527,31,1,gp,restricted,1,0.0821917808219178,2000.0,,
5527,31,2,tpe,full,1,0.26027397260273977,60559.5,,
5527,31,2,tpe,restricted,1,0.136986301369863,2000.0,,
5527,31,1,gp,full,1,0.1643835616438356,60559.5,0.011702821557788535,
5527,31,3,tpe,full,1,0.15068493150684936,60559.5,,
5527,31,2,gp,restricted,1,0.12328767123287676,2000.0,,
5527,31,3,tpe,restricted,1,0.1643835616438356,2000.0,,
5527,31,2,gp,full,1,0.12328767123287676,60559.5,0.04886291479258687,
5527,31,3,gp,restricted,1,0.12328767123287676,2000.0,,
5527,31,4,tpe,restricted,1,0.12328767123287676,2000.0,,
5527,31,4,tpe,full,1,0.12328767123287676,60559.5,,
5527,31,4,gp,restricted,1,0.04109589041095896,2000.0,,
5527,10101,0,tpe,restricted,1,0.22222617987533377,2000.0,,
5527,10101,0,tpe,full,1,0.19047788661323872,74516.5,,
5527,31,3,gp,full,1,0.17808219178082196,60559.5,-0.008906337406557949,
5527,10101,1,tpe,restricted,1,0.14285544672009554,2000.0,,
5527,10101,1,tpe,full,1,0.03174829326209638,74516.5,,
5527,10101,0,gp,restricted,1,0.0952448797862877,2000.0,,
5527,31,4,gp,full,1,0.0273972602739726,60559.5,0.12365113614941045,
5527,10101,0,gp,full,1,0.1269813000890473,74516.5,0.025110906830090162,
5527,10101,2,tpe,full,1,0.20635203324428686,74516.5,,
5527,10101,2,tpe,restricted,1,0.22222617987533377,2000.0,,
5527,10101,1,gp,full,1,0.15872959335114367,74516.5,0.015438469165605578,
5527,10101,1,gp,restricted,1,0.19047788661323872,2000.0,,
5527,10101,2,gp,restricted,1,0.1269813000890473,2000.0,,
5527,10101,3,tpe,restricted,1,0.25397447313743016,2000.0,,
5527,10101,2,gp,full,1,0.11110715345800048,74516.5,0.05977184506780016,
5527,10101,3,tpe,full,1,0.2381003265063819,74516.5,,
5527,10101,3,gp,restricted,1,0.1269813000890473,2000.0,,
5891,9889,0,tpe,full,1,0.0,2569.5,,
5891,9889,0,tpe,restricted,1,0.011395183797438424,2000.0,,
5527,10101,4,tpe,full,1,0.11110715345800048,74516.5,,
5527,10101,3,gp,full,1,0.11110715345800048,74516.5,0.01653526790838236,
5891,9889,1,tpe,full,1,0.005317017028427129,2569.5,,
5891,9889,1,tpe,restricted,1,0.015954728137168694,2000.0,,
5891,9889,0,gp,full,1,0.0007574726886968586,2569.5,0.02854801466263609,
5527,10101,4,tpe,restricted,1,0.11110715345800048,2000.0,,
5891,9889,2,tpe,full,1,0.004559544339729826,2569.5,,
5891,9889,2,tpe,restricted,1,0.0030372448585621603,2000.0,,
5891,9889,0,gp,restricted,1,0.009115411627573122,2000.0,,
5891,9889,1,gp,full,1,0.030394510896943228,2569.5,0.0010867308153965972,
5891,9889,3,tpe,full,1,0.0015186224292811357,2569.5,,
5891,9889,1,gp,restricted,1,0.030394510896943228,2000.0,,
5891,9889,3,tpe,restricted,1,0.0015186224292811357,2000.0,,
5527,10101,4,gp,restricted,1,0.11110715345800048,2000.0,,
5891,9889,4,tpe,full,1,0.013674955967303393,2569.5,,
5891,9889,4,tpe,restricted,1,0.015954728137168694,2000.0,,
5891,9889,2,gp,full,1,0.0022797721698649687,2569.5,0.026370982250662367,
5891,9889,2,gp,restricted,1,0.0022797721698649687,2000.0,,
5891,3899,0,tpe,full,1,0.08940489667641038,2572.5,,
5891,3899,0,tpe,restricted,1,0.05054660966831703,2000.0,,
5891,9889,3,gp,restricted,1,0.0015186224292811357,2000.0,,
5527,10101,4,gp,full,1,0.11110715345800048,74516.5,0.09311500554965603,
5891,9889,3,gp,full,1,0.0015186224292811357,2569.5,0.02066050383597449,
5891,3899,1,tpe,full,1,0.07934710981193926,2572.5,,
5891,3899,1,tpe,restricted,1,0.03505651960867162,2000.0,,
5891,9889,4,gp,restricted,1,0.0022797721698649687,2000.0,,
5891,3899,2,tpe,full,1,0.037502323302299856,2572.5,,
5891,3899,2,tpe,restricted,1,0.17799030126894522,2000.0,,
