ss,task,seed,K,regret,mean_cand
5971,34536,4,16000,0.0047328872999862215,3472.5
5971,34536,4,full,0.0047328872999862215,3472.5
5971,9970,0,50,0.04373098518390284,50.0
5971,9970,0,100,0.0,100.0
5971,9970,0,250,0.008745490330491212,250.0
5971,9970,0,500,0.011660653773988172,500.0
5971,9970,0,1000,0.005830326886994253,1000.0
5971,9970,0,2000,0.008745490330491212,2000.0
5971,9970,0,4000,0.023321307547976677,3851.5
5971,9970,0,8000,0.023321307547976677,3851.5
5971,9970,0,16000,0.023321307547976677,3851.5
5971,9970,0,full,0.023321307547976677,3851.5
5971,9970,1,50,0.026236470991473637,50.0
5971,9970,1,100,0.005830326886994253,100.0
5971,9970,1,250,0.029155167966417372,250.0
5971,9970,1,500,0.034985494853411625,500.0
5971,9970,1,1000,0.005830326886994253,1000.0
5971,9970,1,2000,0.0029151634434969598,2000.0
5971,9970,1,4000,0.008745490330491212,3851.5
5971,9970,1,8000,0.008745490330491212,3851.5
5971,9970,1,16000,0.008745490330491212,3851.5
5971,9970,1,full,0.008745490330491212,3851.5
5971,9970,2,50,0.0,50.0
5971,9970,2,100,0.0029151634434969598,100.0
5971,9970,2,250,0.0,250.0
5971,9970,2,500,0.017490980660982425,500.0
5971,9970,2,1000,0.037900658296908585,1000.0
5971,9970,2,2000,0.008745490330491212,2000.0
5971,9970,2,4000,0.037900658296908585,3851.5
5971,9970,2,8000,0.037900658296908585,3851.5
5971,9970,2,16000,0.037900658296908585,3851.5
5971,9970,2,full,0.037900658296908585,3851.5
5971,9970,3,50,0.029155167966417372,50.0
5971,9970,3,100,0.0029151634434969598,100.0
5971,9970,3,250,0.03207033140991433,250.0
5971,9970,3,500,0.0,500.0
5971,9970,3,1000,0.008745490330491212,1000.0
5971,9970,3,2000,0.008745490330491212,2000.0
5971,9970,3,4000,0.026236470991473637,3851.5
5971,9970,3,8000,0.026236470991473637,3851.5
5971,9970,3,16000,0.026236470991473637,3851.5
5971,9970,3,full,0.026236470991473637,3851.5
5971,9970,4,50,0.005830326886994253,50.0
5971,9970,4,100,0.014575817217485465,100.0
5971,9970,4,250,0.08163164348081142,250.0
5971,9970,4,500,0.42565626512793175,500.0
5971,9970,4,1000,0.4868782309728166,1000.0
5971,9970,4,2000,0.44606240923241114,2000.0
5971,9970,4,4000,0.14285714285714302,3851.5
5971,9970,4,8000,0.14285714285714302,3851.5
5971,9970,4,16000,0.14285714285714302,3851.5
5971,9970,4,full,0.14285714285714302,3851.5
5971,6566,0,50,0.008733264921366057,50.0
5971,6566,0,100,0.004731164833066792,100.0
5971,6566,0,250,0.0021836145383385963,250.0
5971,6566,0,500,0.0036393575638975495,500.0
5971,6566,0,1000,0.0021836145383385963,1000.0
5971,6566,0,2000,0.006913586139417283,2000.0
5971,6566,0,4000,0.006549650383027572,4000.0
5971,6566,0,8000,0.006549650383027572,4239.5
5971,6566,0,16000,0.006549650383027572,4239.5
5971,6566,0,full,0.006549650383027572,4239.5
5971,6566,1,50,0.0010918072691692426,50.0
5971,6566,1,100,0.0010918072691692426,100.0
5971,6566,1,250,0.0010918072691692426,250.0
5971,6566,1,500,0.0010918072691692426,500.0
5971,6566,1,1000,0.0010918072691692426,1000.0
5971,6566,1,2000,0.0010918072691692426,2000.0
5971,6566,1,4000,0.0010918072691692426,4000.0
5971,6566,1,8000,0.0010918072691692426,4239.5
5971,6566,1,16000,0.0010918072691692426,4239.5
5971,6566,1,full,0.0010918072691692426,4239.5
5971,6566,2,50,0.005095100589456614,50.0
5971,6566,2,100,0.0036393575638975495,100.0
5971,6566,2,250,0.0010918072691692426,250.0
5971,6566,2,500,0.0061857146266377505,500.0
5971,6566,2,1000,0.004731164833066792,1000.0
5971,6566,2,2000,0.007277521895807104,2000.0
5971,6566,2,4000,0.006913586139417283,4000.0
5971,6566,2,8000,0.0061857146266377505,4239.5
5971,6566,2,16000,0.0061857146266377505,4239.5
5971,6566,2,full,0.0061857146266377505,4239.5
5971,6566,3,50,0.00582177887024804,50.0
5971,6566,3,100,0.0061857146266377505,100.0
5971,6566,3,250,0.008005393408586636,250.0
5971,6566,3,500,0.006913586139417283,500.0
5971,6566,3,1000,0.0010918072691692426,1000.0
5971,6566,3,2000,0.004731164833066792,2000.0
5971,6566,3,4000,0.004367229076677082,4000.0
5971,6566,3,8000,0.004367229076677082,4239.5
5971,6566,3,16000,0.004367229076677082,4239.5
5971,6566,3,full,0.004367229076677082,4239.5
5971,6566,4,50,0.005457843113858329,50.0
5971,6566,4,100,0.004367229076677082,100.0
5971,6566,4,250,0.005095100589456614,250.0
5971,6566,4,500,0.004367229076677082,500.0
5971,6566,4,1000,0.005095100589456614,1000.0
5971,6566,4,2000,0.004003293320287371,2000.0
5971,6566,4,4000,0.0021836145383385963,4000.0
5971,6566,4,8000,0.004367229076677082,4239.5
5971,6566,4,16000,0.004367229076677082,4239.5
5971,6566,4,full,0.004367229076677082,4239.5
5965,145836,0,50,0.060599535331784304,50.0
5965,145836,0,100,0.10605768685895589,100.0
5965,145836,0,250,0.04544681815606122,250.0
5965,145836,0,500,0.0909049696832328,500.0
5965,145836,0,1000,0.0909049696832328,1000.0
5965,145836,0,2000,0.07575225250750861,2000.0
5965,145836,0,4000,0.04544681815606122,4000.0
5965,145836,0,8000,0.07575225250750861,8000.0
5965,145836,0,16000,0.04544681815606122,11213.5
5965,145836,0,full,0.04544681815606122,11213.5
5965,145836,1,50,0.07575225250750861,50.0
5965,145836,1,100,0.060599535331784304,100.0
5965,145836,1,250,0.030294100980337024,250.0
5965,145836,1,500,0.060599535331784304,500.0
5965,145836,1,1000,0.0909049696832328,1000.0
5965,145836,1,2000,0.0909049696832328,2000.0
5965,145836,1,4000,0.030294100980337024,4000.0
5965,145836,1,8000,0.07575225250750861,8000.0
5965,145836,1,16000,0.04544681815606122,11213.5
5965,145836,1,full,0.04544681815606122,11213.5
5965,145836,2,50,0.060599535331784304,50.0
5965,145836,2,100,0.0909049696832328,100.0
5965,145836,2,250,0.030294100980337024,250.0
5965,145836,2,500,0.07575225250750861,500.0
5965,145836,2,1000,0.0909049696832328,1000.0
5965,145836,2,2000,0.04544681815606122,2000.0
5965,145836,2,4000,0.030294100980337024,4000.0
5965,145836,2,8000,0.030294100980337024,8000.0
5965,145836,2,16000,0.04544681815606122,11213.5
5965,145836,2,full,0.04544681815606122,11213.5
5965,145836,3,50,0.04544681815606122,50.0
5965,145836,3,100,0.060599535331784304,100.0
5965,145836,3,250,0.015141383804612718,250.0
5965,145836,3,500,0.060599535331784304,500.0
5965,145836,3,1000,0.04544681815606122,1000.0
5965,145836,3,2000,0.07575225250750861,2000.0
5965,145836,3,4000,0.060599535331784304,4000.0
5965,145836,3,8000,0.0909049696832328,8000.0
5965,145836,3,16000,0.07575225250750861,11213.5
5965,145836,3,full,0.07575225250750861,11213.5
5965,145836,4,50,0.04544681815606122,50.0
5965,145836,4,100,0.04544681815606122,100.0
5965,145836,4,250,0.07575225250750861,250.0
5965,145836,4,500,0.030294100980337024,500.0
5965,145836,4,1000,0.060599535331784304,1000.0
5965,145836,4,2000,0.0,2000.0
5965,145836,4,4000,0.04544681815606122,4000.0
5965,145836,4,8000,0.030294100980337024,8000.0
5965,145836,4,16000,0.060599535331784304,11213.5
5965,145836,4,full,0.060599535331784304,11213.5
5965,9914,0,50,0.046394452620288185,50.0
5965,9914,0,100,0.051532762964256684,100.0
5965,9914,0,250,0.0206031278840636,250.0
5965,9914,0,500,0.010301563942031744,500.0
5965,9914,0,1000,0.046394452620288185,1000.0
5965,9914,0,2000,0.04123119902222483,2000.0
5965,9914,0,4000,0.0360679454241587,4000.0
5965,9914,0,8000,0.030929635080193085,8000.0
5965,9914,0,16000,0.0360679454241587,11305.5
5965,9914,0,full,0.0360679454241587,11305.5
5965,9914,1,50,0.025766381482126954,50.0
5965,9914,1,100,0.0360679454241587,100.0
5965,9914,1,250,0.0206031278840636,250.0
5965,9914,1,500,0.0360679454241587,500.0
5965,9914,1,1000,0.025766381482126954,1000.0
5965,9914,1,2000,0.0360679454241587,2000.0
5965,9914,1,4000,0.025766381482126954,4000.0
5965,9914,1,8000,0.0360679454241587,8000.0
5965,9914,1,16000,0.0206031278840636,11305.5
5965,9914,1,full,0.0206031278840636,11305.5
5965,9914,2,50,0.051532762964256684,50.0
5965,9914,2,100,0.051532762964256684,100.0
5965,9914,2,250,0.046394452620288185,250.0
5965,9914,2,500,0.025766381482126954,500.0
5965,9914,2,1000,0.05669601656231993,1000.0
5965,9914,2,2000,0.04123119902222483,2000.0
5965,9914,2,4000,0.030929635080193085,4000.0
5965,9914,2,8000,0.0360679454241587,8000.0
5965,9914,2,16000,0.046394452620288185,11305.5
5965,9914,2,full,0.046394452620288185,11305.5
5965,9914,3,50,0.051532762964256684,50.0
5965,9914,3,100,0.04123119902222483,100.0
5965,9914,3,250,0.04123119902222483,250.0
5965,9914,3,500,0.051532762964256684,500.0
5965,9914,3,1000,0.046394452620288185,1000.0
5965,9914,3,2000,0.07732408770048127,2000.0
5965,9914,3,4000,0.061859270160383284,4000.0
5965,9914,3,8000,0.04123119902222483,8000.0
5965,9914,3,16000,0.051532762964256684,11305.5
5965,9914,3,full,0.051532762964256684,11305.5
5965,9914,4,50,0.0360679454241587,50.0
5965,9914,4,100,0.04123119902222483,100.0
5965,9914,4,250,0.0360679454241587,250.0
5965,9914,4,500,0.030929635080193085,500.0
5965,9914,4,1000,0.025766381482126954,1000.0
5965,9914,4,2000,0.046394452620288185,2000.0
5965,9914,4,4000,0.04123119902222483,4000.0
5965,9914,4,8000,0.04123119902222483,8000.0
5965,9914,4,16000,0.046394452620288185,11305.5
5965,9914,4,full,0.046394452620288185,11305.5
5965,3903,0,50,0.07069893746348976,50.0
5965,3903,0,100,0.050490219296168704,100.0
5965,3903,0,250,0.06059457837982929,250.0
5965,3903,0,500,0.050490219296168704,500.0
5965,3903,0,1000,0.08080329654715201,1000.0
5965,3903,0,2000,0.050490219296168704,2000.0
5965,3903,0,4000,0.06059457837982929,4000.0
5965,3903,0,8000,0.03029728918991459,8000.0
5965,3903,0,16000,0.01008857102259364,11521.5
5965,3903,0,full,0.01008857102259364,11521.5
5965,3903,1,50,0.0909076556308126,50.0
5965,3903,1,100,0.050490219296168704,100.0
5965,3903,1,250,0.07069893746348976,250.0
5965,3903,1,500,0.07069893746348976,500.0
5965,3903,1,1000,0.0909076556308126,1000.0
5965,3903,1,2000,0.04040164827357695,2000.0
5965,3903,1,4000,0.04040164827357695,4000.0
5965,3903,1,8000,0.03029728918991459,8000.0
5965,3903,1,16000,0.08080329654715201,11521.5
5965,3903,1,full,0.08080329654715201,11521.5
5965,3903,2,50,0.04040164827357695,50.0
5965,3903,2,100,0.03029728918991459,100.0
5965,3903,2,250,0.03029728918991459,250.0
5965,3903,2,500,0.050490219296168704,500.0
5965,3903,2,1000,0.0909076556308126,1000.0
5965,3903,2,2000,0.08080329654715201,2000.0
5965,3903,2,4000,0.08080329654715201,4000.0
5965,3903,2,8000,0.10099622665340446,8000.0
5965,3903,2,16000,0.04040164827357695,11521.5
5965,3903,2,full,0.04040164827357695,11521.5
5965,3903,3,50,0.06059457837982929,50.0
5965,3903,3,100,0.08080329654715201,100.0
5965,3903,3,250,0.0909076556308126,250.0
5965,3903,3,500,0.020192930106254114,500.0
5965,3903,3,1000,0.07069893746348976,1000.0
5965,3903,3,2000,0.01008857102259364,2000.0
5965,3903,3,4000,0.07069893746348976,4000.0
5965,3903,3,8000,0.01008857102259364,8000.0
5965,3903,3,16000,0.01008857102259364,11521.5
5965,3903,3,full,0.01008857102259364,11521.5
5965,3903,4,50,0.050490219296168704,50.0
5965,3903,4,100,0.050490219296168704,100.0
5965,3903,4,250,0.050490219296168704,250.0
5965,3903,4,500,0.06059457837982929,500.0
5965,3903,4,1000,0.06059457837982929,1000.0
5965,3903,4,2000,0.050490219296168704,2000.0
5965,3903,4,4000,0.06059457837982929,4000.0
5965,3903,4,8000,0.020192930106254114,8000.0
5965,3903,4,16000,0.04040164827357695,11521.5
5965,3903,4,full,0.04040164827357695,11521.5
5965,10101,0,50,0.17143070856886433,50.0
5965,10101,0,100,0.07142322857784023,100.0
5965,10101,0,250,0.09999679428956088,250.0
5965,10101,0,500,0.12857036000128275,500.0
5965,10101,0,1000,0.11428357714542181,1000.0
5965,10101,0,2000,0.11428357714542181,2000.0
5965,10101,0,4000,0.1571439257130034,4000.0
5965,10101,0,8000,0.09999679428956088,8000.0
5965,10101,0,16000,0.12857036000128275,11633.5
5965,10101,0,full,0.12857036000128275,11633.5
5965,10101,1,50,0.08571001143370116,50.0
5965,10101,1,100,0.11428357714542181,100.0
5965,10101,1,250,0.08571001143370116,250.0
5965,10101,1,500,0.11428357714542181,500.0
5965,10101,1,1000,0.07142322857784023,1000.0
5965,10101,1,2000,0.07142322857784023,2000.0
5965,10101,1,4000,0.05713644572197929,4000.0
5965,10101,1,8000,0.042860348567581585,8000.0
5965,10101,1,16000,0.0,11633.5
5965,10101,1,full,0.0,11633.5
5965,10101,2,50,0.08571001143370116,50.0
5965,10101,2,100,0.08571001143370116,100.0
5965,10101,2,250,0.08571001143370116,250.0
5965,10101,2,500,0.07142322857784023,500.0
5965,10101,2,1000,0.08571001143370116,1000.0
5965,10101,2,2000,0.042860348567581585,2000.0
5965,10101,2,4000,0.08571001143370116,4000.0
5965,10101,2,8000,0.07142322857784023,8000.0
5965,10101,2,16000,0.08571001143370116,11633.5
5965,10101,2,full,0.08571001143370116,11633.5
5965,10101,3,50,0.08571001143370116,50.0
5965,10101,3,100,0.042860348567581585,100.0
5965,10101,3,250,0.05713644572197929,250.0
5965,10101,3,500,0.11428357714542181,500.0
5965,10101,3,1000,0.12857036000128275,1000.0
5965,10101,3,2000,0.12857036000128275,2000.0
5965,10101,3,4000,0.08571001143370116,4000.0
5965,10101,3,8000,0.11428357714542181,8000.0
5965,10101,3,16000,0.12857036000128275,11633.5
5965,10101,3,full,0.12857036000128275,11633.5
5965,10101,4,50,0.11428357714542181,50.0
5965,10101,4,100,0.08571001143370116,100.0
5965,10101,4,250,0.08571001143370116,250.0
5965,10101,4,500,0.11428357714542181,500.0
5965,10101,4,1000,0.12857036000128275,1000.0
5965,10101,4,2000,0.11428357714542181,2000.0
5965,10101,4,4000,0.0,4000.0
5965,10101,4,8000,0.08571001143370116,8000.0
5965,10101,4,16000,0.12857036000128275,11633.5
5965,10101,4,full,0.12857036000128275,11633.5
5965,9889,0,50,0.03109016146825838,50.0
5965,9889,0,100,0.04663524220238624,100.0
5965,9889,0,250,0.03109016146825838,250.0
5965,9889,0,500,0.041445191054057084,500.0
5965,9889,0,1000,0.051825293350715285,1000.0
5965,9889,0,2000,0.04663524220238624,2000.0
5965,9889,0,4000,0.02590011031992656,4000.0
5965,9889,0,8000,0.03109016146825838,8000.0
5965,9889,0,16000,0.02590011031992656,12304.5
5965,9889,0,full,0.02590011031992656,12304.5
5965,9889,1,50,0.02073513188245968,50.0
5965,9889,1,100,0.005190051148329045,100.0
5965,9889,1,250,0.036280212616587426,250.0
5965,9889,1,500,0.010355029585798703,500.0
5965,9889,1,1000,0.03109016146825838,1000.0
5965,9889,1,2000,0.03109016146825838,2000.0
5965,9889,1,4000,0.03109016146825838,4000.0
5965,9889,1,8000,0.02590011031992656,8000.0
5965,9889,1,16000,0.02073513188245968,12304.5
5965,9889,1,full,0.02073513188245968,12304.5
5965,9889,2,50,0.015545080734127859,50.0
5965,9889,2,100,0.03109016146825838,100.0
5965,9889,2,250,0.010355029585798703,250.0
5965,9889,2,500,0.02073513188245968,500.0
5965,9889,2,1000,0.03109016146825838,1000.0
5965,9889,2,2000,0.03109016146825838,2000.0
5965,9889,2,4000,0.02590011031992656,4000.0
5965,9889,2,8000,0.03109016146825838,8000.0
5965,9889,2,16000,0.03109016146825838,12304.5
5965,9889,2,full,0.03109016146825838,12304.5
5965,9889,3,50,0.015545080734127859,50.0
5965,9889,3,100,0.03109016146825838,100.0
5965,9889,3,250,0.03109016146825838,250.0
5965,9889,3,500,0.05699027178818494,500.0
5965,9889,3,1000,0.036280212616587426,1000.0
5965,9889,3,2000,0.07253535252231269,2000.0
5965,9889,3,4000,0.041445191054057084,4000.0
5965,9889,3,8000,0.03109016146825838,8000.0
5965,9889,3,16000,0.08291545481897367,12304.5
5965,9889,3,full,0.08291545481897367,12304.5
5965,9889,4,50,0.02590011031992656,50.0
5965,9889,4,100,0.015545080734127859,100.0
5965,9889,4,250,0.036280212616587426,250.0
5965,9889,4,500,0.02590011031992656,500.0
5965,9889,4,1000,0.036280212616587426,1000.0
5965,9889,4,2000,0.036280212616587426,2000.0
5965,9889,4,4000,0.041445191054057084,4000.0
5965,9889,4,8000,0.015545080734127859,8000.0
5965,9889,4,16000,0.041445191054057084,12304.5
5965,9889,4,full,0.041445191054057084,12304.5
5965,49,0,50,0.00305856985492281,50.0
5965,49,0,100,0.00305856985492281,100.0
5965,49,0,250,0.00305856985492281,250.0
5965,49,0,500,0.0061171397098459535,500.0
5965,49,0,1000,0.00305856985492281,1000.0
5965,49,0,2000,0.00305856985492281,2000.0
5965,49,0,4000,0.009175709564769097,4000.0
5965,49,0,8000,0.009175709564769097,8000.0
5965,49,0,16000,0.00305856985492281,12391.5
5965,49,0,full,0.00305856985492281,12391.5
5965,49,1,50,0.009175709564769097,50.0
5965,49,1,100,0.00305856985492281,100.0
5965,49,1,250,0.0061171397098459535,250.0
5965,49,1,500,0.00305856985492281,500.0
5965,49,1,1000,0.00305856985492281,1000.0
5965,49,1,2000,0.00305856985492281,2000.0
5965,49,1,4000,0.0061171397098459535,4000.0
5965,49,1,8000,0.0061171397098459535,8000.0
5965,49,1,16000,0.0061171397098459535,12391.5
5965,49,1,full,0.0061171397098459535,12391.5
5965,49,2,50,0.0061171397098459535,50.0
5965,49,2,100,0.00305856985492281,100.0
5965,49,2,250,0.0061171397098459535,250.0
5965,49,2,500,0.0061171397098459535,500.0
5965,49,2,1000,0.012231349755079779,1000.0
5965,49,2,2000,0.0061171397098459535,2000.0
5965,49,2,4000,0.0061171397098459535,4000.0
5965,49,2,8000,0.0,8000.0
5965,49,2,16000,0.00305856985492281,12391.5
5965,49,2,full,0.00305856985492281,12391.5
5965,49,3,50,0.0,50.0
5965,49,3,100,0.00305856985492281,100.0
5965,49,3,250,0.00305856985492281,250.0
5965,49,3,500,0.0061171397098459535,500.0
5965,49,3,1000,0.0,1000.0
5965,49,3,2000,0.0061171397098459535,2000.0
5965,49,3,4000,0.00305856985492281,4000.0
5965,49,3,8000,0.0061171397098459535,8000.0
5965,49,3,16000,0.0061171397098459535,12391.5
5965,49,3,full,0.0061171397098459535,12391.5
5965,49,4,50,0.0,50.0
5965,49,4,100,0.00305856985492281,100.0
5965,49,4,250,0.0061171397098459535,250.0
5965,49,4,500,0.00305856985492281,500.0
5965,49,4,1000,0.009175709564769097,1000.0
5965,49,4,2000,0.00305856985492281,2000.0
5965,49,4,4000,0.00305856985492281,4000.0
5965,49,4,8000,0.00305856985492281,8000.0
5965,49,4,16000,0.00305856985492281,12391.5
5965,49,4,full,0.00305856985492281,12391.5
5965,9946,0,50,0.020513180854724866,50.0
5965,9946,0,100,0.020513180854724866,100.0
5965,9946,0,250,0.020513180854724866,250.0
5965,9946,0,500,0.020513180854724866,500.0
5965,9946,0,1000,0.020513180854724866,1000.0
5965,9946,0,2000,0.020513180854724866,2000.0
5965,9946,0,4000,0.020513180854724866,4000.0
5965,9946,0,8000,0.020513180854724866,8000.0
5965,9946,0,16000,0.020513180854724866,13125.5
5965,9946,0,full,0.020513180854724866,13125.5
5965,9946,1,50,0.015383426666587208,50.0
5965,9946,1,100,0.015383426666587208,100.0
5965,9946,1,250,0.020513180854724866,250.0
5965,9946,1,500,0.005126836239225052,500.0
5965,9946,1,1000,0.015383426666587208,1000.0
5965,9946,1,2000,0.015383426666587208,2000.0
5965,9946,1,4000,0.020513180854724866,4000.0
5965,9946,1,8000,0.010256590427362267,8000.0
5965,9946,1,16000,0.010256590427362267,13125.5
5965,9946,1,full,0.010256590427362267,13125.5
5965,9946,2,50,0.035896607521312074,50.0
5965,9946,2,100,0.025640017093949807,100.0
5965,9946,2,250,0.035896607521312074,250.0
5965,9946,2,500,0.025640017093949807,500.0
5965,9946,2,1000,0.04102636170944962,1000.0
5965,9946,2,2000,0.04102636170944962,2000.0
5965,9946,2,4000,0.025640017093949807,4000.0
5965,9946,2,8000,0.04102636170944962,8000.0
5965,9946,2,16000,0.04102636170944962,13125.5
5965,9946,2,full,0.04102636170944962,13125.5
5965,9946,3,50,0.035896607521312074,50.0
5965,9946,3,100,0.025640017093949807,100.0
5965,9946,3,250,0.020513180854724866,250.0
5965,9946,3,500,0.035896607521312074,500.0
5965,9946,3,1000,0.03076977128208702,1000.0
5965,9946,3,2000,0.035896607521312074,2000.0
5965,9946,3,4000,0.035896607521312074,4000.0
5965,9946,3,8000,0.025640017093949807,8000.0
5965,9946,3,16000,0.025640017093949807,13125.5
5965,9946,3,full,0.025640017093949807,13125.5
5965,9946,4,50,0.025640017093949807,50.0
5965,9946,4,100,0.020513180854724866,100.0
5965,9946,4,250,0.015383426666587208,250.0
5965,9946,4,500,0.025640017093949807,500.0
5965,9946,4,1000,0.020513180854724866,1000.0
5965,9946,4,2000,0.025640017093949807,2000.0
5965,9946,4,4000,0.025640017093949807,4000.0
5965,9946,4,8000,0.015383426666587208,8000.0
5965,9946,4,16000,0.025640017093949807,13125.5
5965,9946,4,full,0.025640017093949807,13125.5
6794,145804,0,50,0.0027552426144189512,50.0
6794,145804,0,100,0.0055104852288381245,100.0
6794,145804,0,250,0.0055104852288381245,250.0
6794,145804,0,500,0.011018331336398068,500.0
6794,145804,0,1000,0.0055104852288381245,1000.0
6794,145804,0,2000,0.0055104852288381245,2000.0
6794,145804,0,4000,0.008265727843257409,4000.0
6794,145804,0,8000,0.0027552426144189512,8000.0
6794,145804,0,16000,0.0055104852288381245,16000.0
6794,145804,0,full,0.0055104852288381245,52433.5
6794,145804,1,50,0.0055104852288381245,50.0
6794,145804,1,100,0.0055104852288381245,100.0
6794,145804,1,250,0.0055104852288381245,250.0
6794,145804,1,500,0.0055104852288381245,500.0
6794,145804,1,1000,0.0055104852288381245,1000.0
6794,145804,1,2000,0.011018331336398068,2000.0
6794,145804,1,4000,0.0055104852288381245,4000.0
6794,145804,1,8000,0.0027552426144189512,8000.0
6794,145804,1,16000,0.0055104852288381245,16000.0
6794,145804,1,full,0.0055104852288381245,52433.5
6794,145804,2,50,0.0055104852288381245,50.0
6794,145804,2,100,0.008265727843257409,100.0
6794,145804,2,250,0.0055104852288381245,250.0
6794,145804,2,500,0.011018331336398068,500.0
6794,145804,2,1000,0.0055104852288381245,1000.0
6794,145804,2,2000,0.008265727843257409,2000.0
6794,145804,2,4000,0.0055104852288381245,4000.0
6794,145804,2,8000,0.011018331336398068,8000.0
6794,145804,2,16000,0.0055104852288381245,16000.0
6794,145804,2,full,0.0055104852288381245,52433.5
6794,145804,3,50,0.0055104852288381245,50.0
6794,145804,3,100,0.0027552426144189512,100.0
6794,145804,3,250,0.0027552426144189512,250.0
6794,145804,3,500,0.008265727843257409,500.0
6794,145804,3,1000,0.008265727843257409,1000.0
6794,145804,3,2000,0.0027552426144189512,2000.0
6794,145804,3,4000,0.011018331336398068,4000.0
6794,145804,3,8000,0.0055104852288381245,8000.0
6794,145804,3,16000,0.0055104852288381245,16000.0
6794,145804,3,full,0.0055104852288381245,52433.5
6794,145804,4,50,0.0055104852288381245,50.0
6794,145804,4,100,0.0055104852288381245,100.0
6794,145804,4,250,0.0055104852288381245,250.0
6794,145804,4,500,0.0055104852288381245,500.0
6794,145804,4,1000,0.0055104852288381245,1000.0
6794,145804,4,2000,0.0055104852288381245,2000.0
6794,145804,4,4000,0.008265727843257409,4000.0
6794,145804,4,8000,0.008265727843257409,8000.0
6794,145804,4,16000,0.0055104852288381245,16000.0
6794,145804,4,full,0.0055104852288381245,52433.5
6794,3,0,50,0.0013050856644885034,50.0
6794,3,0,100,0.001957628496732977,100.0
6794,3,0,250,0.0006525428322443627,250.0
6794,3,0,500,0.0013050856644885034,500.0
6794,3,0,1000,0.00261017132897734,1000.0
6794,3,0,2000,0.0013050856644885034,2000.0
6794,3,0,4000,0.001957628496732977,4000.0
6794,3,0,8000,0.0058708006888181785,8000.0
6794,3,0,16000,0.006523343521062652,16000.0
6794,3,0,full,0.007828429185551378,55445.5
6794,3,1,50,0.0006525428322443627,50.0
6794,3,1,100,0.00261017132897734,100.0
6794,3,1,250,0.001957628496732977,250.0
6794,3,1,500,0.001957628496732977,500.0
6794,3,1,1000,0.00261017132897734,1000.0
6794,3,1,2000,0.0013050856644885034,2000.0
6794,3,1,4000,0.00261017132897734,4000.0
6794,3,1,8000,0.0032606293598409497,8000.0
6794,3,1,16000,0.001957628496732977,16000.0
6794,3,1,full,0.001957628496732977,55445.5
6794,3,2,50,0.00261017132897734,50.0
6794,3,2,100,0.0032606293598409497,100.0
6794,3,2,250,0.00261017132897734,250.0
6794,3,2,500,0.0013050856644885034,500.0
6794,3,2,1000,0.0013050856644885034,1000.0
6794,3,2,2000,0.0013050856644885034,2000.0
6794,3,2,4000,0.0013050856644885034,4000.0
6794,3,2,8000,0.0032606293598409497,8000.0
6794,3,2,16000,0.00261017132897734,16000.0
6794,3,2,full,0.001957628496732977,55445.5
6794,3,3,50,0.0,50.0
6794,3,3,100,0.0013050856644885034,100.0
6794,3,3,250,0.0013050856644885034,250.0
6794,3,3,500,0.0013050856644885034,500.0
6794,3,3,1000,0.0013050856644885034,1000.0
6794,3,3,2000,0.0013050856644885034,2000.0
6794,3,3,4000,0.0013050856644885034,4000.0
6794,3,3,8000,0.0013050856644885034,8000.0
6794,3,3,16000,0.0013050856644885034,16000.0
6794,3,3,full,0.0013050856644885034,55445.5
6794,3,4,50,0.00261017132897734,50.0
6794,3,4,100,0.00391317219208509,100.0
6794,3,4,250,0.0013050856644885034,250.0
6794,3,4,500,0.0013050856644885034,500.0
6794,3,4,1000,0.0013050856644885034,1000.0
6794,3,4,2000,0.0032606293598409497,2000.0
6794,3,4,4000,0.001957628496732977,4000.0
6794,3,4,8000,0.00261017132897734,8000.0
6794,3,4,16000,0.0013050856644885034,16000.0
6794,3,4,full,0.0013050856644885034,55445.5
6794,146065,0,50,0.01619535648763204,50.0
6794,146065,0,100,0.01619535648763204,100.0
6794,146065,0,250,0.01214651736572403,250.0
6794,146065,0,500,0.01214651736572403,500.0
6794,146065,0,1000,0.01214651736572403,1000.0
6794,146065,0,2000,0.02024419560954005,2000.0
6794,146065,0,4000,0.01214651736572403,4000.0
6794,146065,0,8000,0.01619535648763204,8000.0
6794,146065,0,16000,0.01619535648763204,16000.0
6794,146065,0,full,0.00809767824381602,60764.5
6794,146065,1,50,0.01214651736572403,50.0
6794,146065,1,100,0.00809767824381602,100.0
6794,146065,1,250,0.024290601534860623,250.0
6794,146065,1,500,0.024290601534860623,500.0
6794,146065,1,1000,0.01214651736572403,1000.0
6794,146065,1,2000,0.00809767824381602,2000.0
6794,146065,1,4000,0.01619535648763204,4000.0
6794,146065,1,8000,0.01619535648763204,8000.0
6794,146065,1,16000,0.02024419560954005,16000.0
6794,146065,1,full,0.00809767824381602,60764.5
6794,146065,2,50,0.02024419560954005,50.0
6794,146065,2,100,0.01619535648763204,100.0
6794,146065,2,250,0.01214651736572403,250.0
6794,146065,2,500,0.02024419560954005,500.0
6794,146065,2,1000,0.01619535648763204,1000.0
6794,146065,2,2000,0.00809767824381602,2000.0
6794,146065,2,4000,0.02024419560954005,4000.0
6794,146065,2,8000,0.01214651736572403,8000.0
6794,146065,2,16000,0.00809767824381602,16000.0
6794,146065,2,full,0.01619535648763204,60764.5
