ss,task,seed,K,regret,mean_cand
5971,10093,2,2000,0.00988429520431977,2000.0
5971,10093,2,4000,0.0032932582009360667,2250.5
5971,10093,2,8000,0.0032932582009360667,2250.5
5971,10093,2,16000,0.0032932582009360667,2250.5
5971,10093,2,full,0.0032932582009360667,2250.5
5971,10093,3,50,0.0016454989500901407,50.0
5971,10093,3,100,0.0016454989500901407,100.0
5971,10093,3,250,0.00658877670262803,250.0
5971,10093,3,500,0.004941017451781882,500.0
5971,10093,3,1000,0.004941017451781882,1000.0
5971,10093,3,2000,0.0164730719069478,2000.0
5971,10093,3,4000,0.018120831157793726,2250.5
5971,10093,3,8000,0.018120831157793726,2250.5
5971,10093,3,16000,0.018120831157793726,2250.5
5971,10093,3,full,0.018120831157793726,2250.5
5971,10093,4,50,0.0032932582009360667,50.0
5971,10093,4,100,0.004941017451781882,100.0
5971,10093,4,250,0.00658877670262803,250.0
5971,10093,4,500,0.00658877670262803,500.0
5971,10093,4,1000,0.0032932582009360667,1000.0
5971,10093,4,2000,0.004941017451781882,2000.0
5971,10093,4,4000,0.004941017451781882,2250.5
5971,10093,4,8000,0.004941017451781882,2250.5
5971,10093,4,16000,0.004941017451781882,2250.5
5971,10093,4,full,0.004941017451781882,2250.5
5971,3954,0,50,0.015797821278016322,50.0
5971,3954,0,100,0.013168329229099829,100.0
5971,3954,0,250,0.0043866605450979534,250.0
5971,3954,0,500,0.019529195709336755,500.0
5971,3954,0,1000,0.052886180558453955,1000.0
5971,3954,0,2000,0.015142535164238802,2000.0
5971,3954,0,4000,0.014704286489419238,2377.5
5971,3954,0,8000,0.014704286489419238,2377.5
5971,3954,0,16000,0.014704286489419238,2377.5
5971,3954,0,full,0.014704286489419238,2377.5
5971,3954,1,50,0.015142535164238802,50.0
5971,3954,1,100,0.022601110229976018,100.0
5971,3954,1,250,0.028527901832296476,250.0
5971,3954,1,500,0.01909094703451719,500.0
5971,3954,1,1000,0.0,1000.0
5971,3954,1,2000,0.001974205935138973,2000.0
5971,3954,1,4000,0.0024124546099585364,2377.5
5971,3954,1,8000,0.0024124546099585364,2377.5
5971,3954,1,16000,0.0024124546099585364,2377.5
5971,3954,1,full,0.0024124546099585364,2377.5
5971,3954,2,50,0.022162861555156455,50.0
5971,3954,2,100,0.014704286489419238,100.0
5971,3954,2,250,0.022162861555156455,250.0
5971,3954,2,500,0.022162861555156455,500.0
5971,3954,2,1000,0.010534663383279685,1000.0
5971,3954,2,2000,0.022162861555156455,2000.0
5971,3954,2,4000,0.015797821278016322,2377.5
5971,3954,2,8000,0.015797821278016322,2377.5
5971,3954,2,16000,0.015797821278016322,2377.5
5971,3954,2,full,0.015797821278016322,2377.5
5971,3954,3,50,0.037743645394215264,50.0
5971,3954,3,100,0.022601110229976018,100.0
5971,3954,3,250,0.04213447973621587,250.0
5971,3954,3,500,0.0024124546099585364,500.0
5971,3954,3,1000,0.010534663383279685,1000.0
5971,3954,3,2000,0.035769439459075736,2000.0
5971,3954,3,4000,0.034671730873575446,2377.5
5971,3954,3,8000,0.034671730873575446,2377.5
5971,3954,3,16000,0.034671730873575446,2377.5
5971,3954,3,full,0.034671730873575446,2377.5
5971,3954,4,50,0.029842647856755278,50.0
5971,3954,4,100,0.006365040277140133,100.0
5971,3954,4,250,0.022162861555156455,250.0
5971,3954,4,500,0.0,500.0
5971,3954,4,1000,0.027651404482657793,1000.0
5971,3954,4,2000,0.019750406945197918,2000.0
5971,3954,4,4000,0.0,2377.5
5971,3954,4,8000,0.0,2377.5
5971,3954,4,16000,0.0,2377.5
5971,3954,4,full,0.0,2377.5
