ss,task,seed,step,K,over_pred,sigma_t
6767,31,2,9,100,0.012239583333333193,0.17232939524419275
6767,31,2,9,250,0.2740885416666665,0.17232939524419275
6767,31,2,9,500,0.28580729166666685,0.17232939524419275
6767,31,2,9,1000,0.2899739583333334,0.17232939524419275
6767,31,2,9,2000,0.26432291666666663,0.17232939524419275
6767,31,2,9,5000,0.492447916666666,0.17232939524419275
6767,31,2,10,50,-0.0661458333333329,0.16911375856249417
6767,31,2,10,100,0.22656250000000067,0.16911375856249417
6767,31,2,10,250,-0.18229166666666607,0.16911375856249417
6767,31,2,10,500,-0.23281249999999953,0.16911375856249417
6767,31,2,10,1000,0.2768229166666668,0.16911375856249417
6767,31,2,10,2000,-0.2468749999999994,0.16911375856249417
6767,31,2,10,5000,-0.1472656249999994,0.16911375856249417
6767,31,2,11,50,-0.011458333333332682,0.14968810619086856
6767,31,2,11,100,0.4291666666666663,0.14968810619086856
6767,31,2,11,250,0.3619791666666665,0.14968810619086856
6767,31,2,11,500,0.21041666666666697,0.14968810619086856
6767,31,2,11,1000,0.2532552083333337,0.14968810619086856
6767,31,2,11,2000,0.247916666666667,0.14968810619086856
6767,31,2,11,5000,-0.05052083333333324,0.14968810619086856
6767,31,2,12,50,-0.21289062499999978,0.15450246305899545
6767,31,2,12,100,-0.2901041666666666,0.15450246305899545
6767,31,2,12,250,-0.22682291666666643,0.15450246305899545
6767,31,2,12,500,-0.199348958333333,0.15450246305899545
6767,31,2,12,1000,0.2644531250000003,0.15450246305899545
6767,31,2,12,2000,0.32539062500000016,0.15450246305899545
6767,31,2,12,5000,0.2759114583333333,0.15450246305899545
6767,31,2,13,50,-0.3055989583333335,0.16316258053148508
6767,31,2,13,100,-0.18789062499999987,0.16316258053148508
6767,31,2,13,250,0.13802083333333387,0.16316258053148508
6767,31,2,13,500,-0.26393229166666676,0.16316258053148508
6767,31,2,13,1000,0.12565104166666724,0.16316258053148508
6767,31,2,13,2000,-0.22773437499999982,0.16316258053148508
6767,31,2,13,5000,-0.20208333333333317,0.16316258053148508
6767,31,2,14,50,-0.040104166666666496,0.16514167066256366
6767,31,2,14,100,0.17513020833333348,0.16514167066256366
6767,31,2,14,250,0.26770833333333355,0.16514167066256366
6767,31,2,14,500,0.25364583333333346,0.16514167066256366
6767,31,2,14,1000,0.1460937499999999,0.16514167066256366
6767,31,2,14,2000,-0.05234375000000013,0.16514167066256366
6767,31,2,14,5000,0.2651041666666668,0.16514167066256366
6767,31,2,15,50,-0.24882812499999973,0.16283254832984975
6767,31,2,15,100,-0.22747395833333306,0.16283254832984975
6767,31,2,15,250,-0.21067708333333313,0.16283254832984975
6767,31,2,15,500,-0.18359374999999956,0.16283254832984975
6767,31,2,15,1000,-0.18984374999999964,0.16283254832984975
6767,31,2,15,2000,-0.2014322916666662,0.16283254832984975
6767,31,2,15,5000,-0.2072916666666662,0.16283254832984975
6767,31,2,16,50,0.2746093750000005,0.17718115015827557
6767,31,2,16,100,-0.2109375,0.17718115015827557
6767,31,2,16,250,-0.1304687499999999,0.17718115015827557
6767,31,2,16,500,0.26145833333333385,0.17718115015827557
6767,31,2,16,1000,-0.14114583333333341,0.17718115015827557
6767,31,2,16,2000,-0.1299479166666665,0.17718115015827557
6767,31,2,16,5000,-0.12447916666666647,0.17718115015827557
6767,31,2,17,50,-0.11315104166666701,0.17280418524779145
6767,31,2,17,100,-0.19244791666666683,0.17280418524779145
6767,31,2,17,250,-0.15195312500000002,0.17280418524779145
6767,31,2,17,500,-0.14375000000000016,0.17280418524779145
6767,31,2,17,1000,-0.13776041666666705,0.17280418524779145
6767,31,2,17,2000,-0.13776041666666705,0.17280418524779145
6767,31,2,17,5000,-0.10117187500000013,0.17280418524779145
6767,31,2,18,50,-0.11575520833333364,0.1726732323094654
6767,31,2,18,100,-0.27148437500000033,0.1726732323094654
6767,31,2,18,250,-0.12500000000000022,0.1726732323094654
6767,31,2,18,500,-0.17786458333333321,0.1726732323094654
6767,31,2,18,1000,-0.16145833333333326,0.1726732323094654
6767,31,2,18,2000,-0.17395833333333321,0.1726732323094654
6767,31,2,18,5000,-0.15846354166666698,0.1726732323094654
6767,31,2,19,50,-0.11445312500000016,0.1760427388051166
6767,31,2,19,100,-0.2171875000000003,0.1760427388051166
6767,31,2,19,250,-0.18203124999999998,0.1760427388051166
6767,31,2,19,500,-0.14856770833333321,0.1760427388051166
6767,31,2,19,1000,-0.14856770833333321,0.1760427388051166
6767,31,2,19,2000,-0.14492187499999998,0.1760427388051166
6767,31,2,19,5000,-0.1406250000000001,0.1760427388051166
6767,31,2,20,50,-0.15286458333333386,0.17335460289096594
6767,31,2,20,100,-0.14856770833333377,0.17335460289096594
6767,31,2,20,250,-0.18085937500000016,0.17335460289096594
6767,31,2,20,500,-0.17135416666666692,0.17335460289096594
6767,31,2,20,1000,-0.1259114583333335,0.17335460289096594
6767,31,2,20,2000,-0.14075520833333355,0.17335460289096594
6767,31,2,20,5000,-0.12395833333333384,0.17335460289096594
6767,31,2,21,50,-0.17096354166666694,0.17889637839236827
6767,31,2,21,100,-0.1351562500000002,0.17889637839236827
6767,31,2,21,250,-0.09440104166666685,0.17889637839236827
6767,31,2,21,500,-0.18268229166666694,0.17889637839236827
6767,31,2,21,1000,-0.13125000000000042,0.17889637839236827
6767,31,2,21,2000,-0.10664062500000027,0.17889637839236827
6767,31,2,21,5000,-0.10911458333333368,0.17889637839236827
6767,31,2,22,50,0.3053385416666669,0.17141490325666198
6767,31,2,22,100,-0.07486979166666685,0.17141490325666198
6767,31,2,22,250,0.32916666666666705,0.17141490325666198
6767,31,2,22,500,-0.12968750000000018,0.17141490325666198
6767,31,2,22,1000,-0.14505208333333364,0.17141490325666198
6767,31,2,22,2000,-0.12864583333333357,0.17141490325666198
6767,31,2,22,5000,-0.10247395833333361,0.17141490325666198
6767,31,2,23,50,-0.09843750000000018,0.16152418624768644
6767,31,2,23,100,-0.10794270833333364,0.16152418624768644
6767,31,2,23,250,-0.1380208333333336,0.16152418624768644
6767,31,2,23,500,-0.12955729166666696,0.16152418624768644
6767,31,2,23,1000,-0.12877604166666667,0.16152418624768644
6767,31,2,23,2000,-0.10078124999999993,0.16152418624768644
6767,31,2,23,5000,-0.12708333333333355,0.16152418624768644
6767,31,2,24,50,-0.14375000000000027,0.16492927233892313
6767,31,2,24,100,-0.13372395833333384,0.16492927233892313
6767,31,2,24,250,0.007812499999999889,0.16492927233892313
6767,31,2,24,500,-0.1105468750000006,0.16492927233892313
6767,31,2,24,1000,0.36002604166666663,0.16492927233892313
6767,31,2,24,2000,-0.07864583333333353,0.16492927233892313
6767,31,2,24,5000,0.3221354166666667,0.16492927233892313
5965,145836,0,5,50,0.1844226355754519,0.0979550001653149
5965,145836,0,5,100,0.1815815011050037,0.0979550001653149
5965,145836,0,5,250,0.06960301326004514,0.0979550001653149
5965,145836,0,5,500,-0.08830502351674485,0.0979550001653149
5965,145836,0,5,1000,-0.10345774069246794,0.0979550001653149
5965,145836,0,5,2000,-0.09446152320507628,0.0979550001653149
5965,145836,0,5,5000,-0.027705488184959326,0.0979550001653149
5965,145836,0,6,50,0.21306826231087472,0.10076497494432969
5965,145836,0,6,100,0.2256157208024031,0.10076497494432969
5965,145836,0,6,250,0.22206465688219001,0.10076497494432969
5965,145836,0,6,500,0.2315342196973995,0.10076497494432969
5965,145836,0,6,1000,0.2315342196973995,0.10076497494432969
5965,145836,0,6,2000,0.2315342196973995,0.10076497494432969
5965,145836,0,6,5000,0.2466869368731237,0.10076497494432969
5965,145836,0,7,50,-0.015620927069755264,0.1094877145226662
5965,145836,0,7,100,0.014436943956480985,0.1094877145226662
5965,145836,0,7,250,-0.02368054768515737,0.1094877145226662
5965,145836,0,7,500,-0.16738273502578205,0.1094877145226662
5965,145836,0,7,1000,0.015858573695247125,0.1094877145226662
5965,145836,0,7,2000,-0.05539557006856566,0.1094877145226662
5965,145836,0,7,5000,-0.04710963619878605,0.1094877145226662
5965,145836,0,8,50,0.20596666572221978,0.10541079959311007
5965,145836,0,8,100,0.18844633648778875,0.10541079959311007
5965,145836,0,8,250,0.18844633648778875,0.10541079959311007
5965,145836,0,8,500,0.18844651357171227,0.10541079959311007
5965,145836,0,8,1000,0.18655260100867055,0.10541079959311007
5965,145836,0,8,2000,0.18655260100867055,0.10541079959311007
5965,145836,0,8,5000,0.1756612313707725,0.10541079959311007
5965,145836,0,9,50,0.02130408143027185,0.10248966734154517
5965,145836,0,9,100,0.06368699353997953,0.10248966734154517
5965,145836,0,9,250,0.15151459879866291,0.10248966734154517
5965,145836,0,9,500,-0.053029551765171656,0.10248966734154517
5965,145836,0,9,1000,-0.10629728140760375,0.10248966734154517
5965,145836,0,9,2000,0.15388167960559906,0.10248966734154517
5965,145836,0,9,5000,-0.16975034708448866,0.10248966734154517
5965,145836,0,10,50,0.18536897206324077,0.10777615767447683
5965,145836,0,10,100,0.09612009123363852,0.10777615767447683
5965,145836,0,10,250,0.19223841162803967,0.10777615767447683
5965,145836,0,10,500,0.19223841162803967,0.10777615767447683
5965,145836,0,10,1000,-0.003783752195840262,0.10777615767447683
5965,145836,0,10,2000,-0.03739923924746291,0.10777615767447683
5965,145836,0,10,5000,-0.05136938998129925,0.10777615767447683
5965,145836,0,11,50,0.19697328157760619,0.10529307293774014
5965,145836,0,11,100,0.16003853346177865,0.10529307293774014
5965,145836,0,11,250,0.15696063778545966,0.10529307293774014
5965,145836,0,11,500,0.16122269365897923,0.10529307293774014
5965,145836,0,11,1000,-0.10227234090780246,0.10529307293774014
5965,145836,0,11,2000,-0.06865437468124858,0.10529307293774014
5965,145836,0,11,5000,0.13281524480081708,0.10529307293774014
5965,145836,0,12,50,0.21093617187057345,0.09566769083430093
5965,145836,0,12,100,-0.00046891822972616737,0.09566769083430093
5965,145836,0,12,250,0.16997825409418055,0.09566769083430093
5965,145836,0,12,500,0.027467487391625744,0.09566769083430093
5965,145836,0,12,1000,0.01112175582252073,0.09566769083430093
5965,145836,0,12,2000,0.02959833824446212,0.09566769083430093
5965,145836,0,12,5000,-0.06486761205870561,0.09566769083430093
5965,145836,0,13,50,0.05018717770725878,0.09208378399169365
5965,145836,0,13,100,0.1586211537371791,0.09208378399169365
5965,145836,0,13,250,0.1586211537371791,0.09208378399169365
5965,145836,0,13,500,0.008042797642659694,0.09208378399169365
5965,145836,0,13,1000,0.18938895421318103,0.09208378399169365
5965,145836,0,13,2000,-0.06297352241174181,0.09208378399169365
5965,145836,0,13,5000,0.11600590751969142,0.09208378399169365
5965,145836,0,14,50,-0.017042733892445705,0.09337648125140101
5965,145836,0,14,100,-0.008755560435200538,0.09337648125140101
5965,145836,0,14,250,0.055158454694849035,0.09337648125140101
5965,145836,0,14,500,-0.14062694792315933,0.09337648125140101
5965,145836,0,14,1000,0.19720632402107974,0.09337648125140101
5965,145836,0,14,2000,0.06084284864282963,0.09337648125140101
5965,145836,0,14,5000,0.01869829149430524,0.09337648125140101
5965,145836,0,15,50,0.1510359409531371,0.09388156784841434
5965,145836,0,15,100,0.10014255255850968,0.09388156784841434
5965,145836,0,15,250,0.18702771717572386,0.09388156784841434
5965,145836,0,15,500,0.1084291947639836,0.09388156784841434
5965,145836,0,15,1000,0.0009426177253926138,0.09388156784841434
5965,145836,0,15,2000,0.03598203660678967,0.09388156784841434
5965,145836,0,15,5000,0.03598203660678967,0.09388156784841434
5965,145836,0,16,50,0.08356873689578936,0.08730107112529752
5965,145836,0,16,100,0.1060624681248945,0.08730107112529752
5965,145836,0,16,250,0.4872133011276699,0.08730107112529752
5965,145836,0,16,500,0.06249982291607703,0.08730107112529752
5965,145836,0,16,1000,0.3702644217147396,0.08730107112529752
5965,145836,0,16,2000,0.0994342168640564,0.08730107112529752
5965,145836,0,16,5000,0.06249982291607703,0.08730107112529752
5965,145836,0,17,50,0.22183108318694444,0.0907044453433319
5965,145836,0,17,100,0.4327692029806761,0.0907044453433319
5965,145836,0,17,250,0.02865093925313189,0.0907044453433319
5965,145836,0,17,500,0.20880815436051503,0.0907044453433319
5965,145836,0,17,1000,0.20146802572675337,0.0907044453433319
5965,145836,0,17,2000,-0.14109852241174015,0.0907044453433319
5965,145836,0,17,5000,0.008995686235621192,0.0907044453433319
5965,145836,0,18,50,-0.0019004646682145854,0.09602730488235957
5965,145836,0,18,100,-0.020358099110330152,0.09602730488235957
5965,145836,0,18,250,-0.0901982277440927,0.09602730488235957
5965,145836,0,18,500,-0.10393144018813327,0.09602730488235957
5965,145836,0,18,1000,0.2095177296424321,0.09602730488235957
5965,145836,0,18,2000,0.1991012990876636,0.09602730488235957
5965,145836,0,18,5000,-0.10393144018813327,0.09602730488235957
5965,145836,0,19,50,0.40270265484218204,0.09708697422661902
5965,145836,0,19,100,0.1612216311554372,0.09708697422661902
5965,145836,0,19,250,0.2182771859239534,0.09708697422661902
5965,145836,0,19,500,0.1893946208987366,0.09708697422661902
5965,145836,0,19,1000,0.1335264138380462,0.09708697422661902
5965,145836,0,19,2000,0.2251430838102798,0.09708697422661902
5965,145836,0,19,5000,0.25071170028900114,0.09708697422661902
5965,145836,0,20,50,0.12452683175610624,0.09287649918315162
5965,145836,0,20,100,-0.038121387487958125,0.09287649918315162
5965,145836,0,20,250,0.17187021873406272,0.09287649918315162
5965,145836,0,20,500,-0.0904358743695799,0.09287649918315162
5965,145836,0,20,1000,0.2241963931546439,0.09287649918315162
5965,145836,0,20,2000,-0.014683621862071283,0.09287649918315162
5965,145836,0,20,5000,0.21093882812942732,0.09287649918315162
5965,145836,0,21,50,0.239110932453108,0.09306381021451995
5965,145836,0,21,100,-0.015149706749022163,0.09306381021451995
5965,145836,0,21,250,0.1799307247690829,0.09306381021451995
5965,145836,0,21,500,0.2971183133110441,0.09306381021451995
5965,145836,0,21,1000,-0.061550476001585475,0.09306381021451995
5965,145836,0,21,2000,-0.02840957386524534,0.09306381021451995
5965,145836,0,21,5000,-0.00875644585481894,0.09306381021451995
5965,145836,0,22,50,0.05350750127500403,0.08951415525756981
5965,145836,0,22,100,-0.03906701564005166,0.08951415525756981
5965,145836,0,22,250,-0.04095278234260702,0.08951415525756981
5965,145836,0,22,500,0.16595437609792063,0.08951415525756981
5965,145836,0,22,1000,-0.09493451436504685,0.08951415525756981
5965,145836,0,22,2000,-0.04379462514874943,0.08951415525756981
5965,145836,0,22,5000,-0.04379462514874943,0.08951415525756981
5965,145836,0,23,50,0.15199060038533474,0.08570710997145449
5965,145836,0,23,100,0.4178544865982885,0.08570710997145449
5965,145836,0,23,250,-0.04261329829432736,0.08570710997145449
5965,145836,0,23,500,0.7317777100923661,0.08570710997145449
5965,145836,0,23,1000,0.06321081486938296,0.08570710997145449
5965,145836,0,23,2000,0.06321081486938296,0.08570710997145449
5965,145836,0,23,5000,0.04687606250354215,0.08570710997145449
5965,145836,0,24,50,0.010410940953137438,0.07574386815921971
5965,145836,0,24,100,0.37902989884966287,0.07574386815921971
5965,145836,0,24,250,0.45288522836742706,0.07574386815921971
5965,145836,0,24,500,0.4329988808296019,0.07574386815921971
5965,145836,0,24,1000,0.021070153567178895,0.07574386815921971
5965,145836,0,24,2000,-0.10558381027936681,0.07574386815921971
5965,145836,0,24,5000,0.007100179917267191,0.07574386815921971
5965,145836,1,5,50,0.1460733410778029,0.07499720789925747
5965,145836,1,5,100,0.12689674590581912,0.07499720789925747
5965,145836,1,5,250,0.1508082110273693,0.07499720789925747
5965,145836,1,5,500,0.05232635150450471,0.07499720789925747
5965,145836,1,5,1000,0.1811136453788178,0.07499720789925747
5965,145836,1,5,2000,0.1508082110273693,0.07499720789925747
5965,145836,1,5,5000,0.1508082110273693,0.07499720789925747
5965,145836,1,6,50,-0.14464462798209277,0.07509426159323486
5965,145836,1,6,100,-0.04379745849152794,0.07509426159323486
5965,145836,1,6,250,-0.06676364962883252,0.07509426159323486
5965,145836,1,6,500,0.12523941746472456,0.07509426159323486
5965,145836,1,6,1000,-0.06676364962883252,0.07509426159323486
5965,145836,1,6,2000,-0.03361725789085934,0.07509426159323486
5965,145836,1,6,5000,-0.03361725789085934,0.07509426159323486
5965,145836,1,7,50,0.11837387374624542,0.07011835237890462
5965,145836,1,7,100,-0.1252325111917042,0.07011835237890462
5965,145836,1,7,250,0.13612990168300498,0.07011835237890462
5965,145836,1,7,500,0.13328894429648042,0.07011835237890462
5965,145836,1,7,1000,-0.12546838697795615,0.07011835237890462
5965,145836,1,7,2000,0.09185555618518682,0.07011835237890462
5965,145836,1,7,5000,0.09185555618518682,0.07011835237890462
5965,145836,1,8,50,0.10937730209100682,0.06432427286764836
5965,145836,1,8,100,-0.18537056581855338,0.06432427286764836
5965,145836,1,8,250,0.11884686490621577,0.06432427286764836
5965,145836,1,8,500,-0.059898105910353605,0.06432427286764836
5965,145836,1,8,1000,0.1197942638975461,0.06432427286764836
5965,145836,1,8,2000,0.09824828582761969,0.06432427286764836
5965,145836,1,8,5000,0.09635437326457774,0.06432427286764836
5965,145836,1,9,50,0.06486495579985274,0.0525520734947669
5965,145836,1,9,100,-0.1358867654558853,0.0525520734947669
5965,145836,1,9,250,0.18940028758429195,0.0525520734947669
5965,145836,1,9,500,0.04569774607581989,0.0525520734947669
5965,145836,1,9,1000,-0.029828714959353242,0.0525520734947669
5965,145836,1,9,2000,0.026756318354394737,0.0525520734947669
5965,145836,1,9,5000,-0.09375442709808979,0.0525520734947669
5965,145836,1,10,50,-0.060369503315010786,0.06065793825489616
5965,145836,1,10,100,0.12381902731342354,0.06065793825489616
5965,145836,1,10,250,-0.04829468181560681,0.06065793825489616
5965,145836,1,10,500,0.10866631013770012,0.06065793825489616
5965,145836,1,10,1000,0.14512735875786187,0.06065793825489616
5965,145836,1,10,2000,-0.04971578030260093,0.06065793825489616
5965,145836,1,10,5000,0.12855407434691368,0.06065793825489616
5965,145836,1,11,50,0.142758684195613,0.05192819183781458
5965,145836,1,11,100,0.1212160707202351,0.05192819183781458
5965,145836,1,11,250,-0.08427282257607527,0.05192819183781458
5965,145836,1,11,500,0.03267605683685493,0.05192819183781458
5965,145836,1,11,1000,0.16335708619028644,0.05192819183781458
5965,145836,1,11,2000,0.1212160707202351,0.05192819183781458
5965,145836,1,11,5000,-0.048059337281125325,0.05192819183781458
5965,145836,1,12,50,0.09824899416331345,0.046844833460519604
5965,145836,1,12,100,-0.17068906896356328,0.046844833460519604
5965,145836,1,12,250,0.13234260780869167,0.046844833460519604
5965,145836,1,12,500,0.13234260780869167,0.046844833460519604
5965,145836,1,12,1000,0.0880684393947978,0.046844833460519604
5965,145836,1,12,2000,-0.16027210715702378,0.046844833460519604
5965,145836,1,12,5000,0.11079574431914685,0.046844833460519604
5965,145836,1,13,50,-0.05279084263614264,0.07118182440038917
5965,145836,1,13,100,-0.10084911741372415,0.07118182440038917
5965,145836,1,13,250,0.046402008840028874,0.07118182440038917
5965,145836,1,13,500,0.046402008840028874,0.07118182440038917
5965,145836,1,13,1000,-0.017751777922592638,0.07118182440038917
5965,145836,1,13,2000,0.15032919901399722,0.07118182440038917
5965,145836,1,13,5000,-0.06060573326911023,0.07118182440038917
5965,145836,1,14,50,0.2623160098033659,0.06572825962170677
5965,145836,1,14,100,-0.021065195217316757,0.06572825962170677
5965,145836,1,14,250,0.03693032101773719,0.06572825962170677
5965,145836,1,14,500,0.1467786663455548,0.06572825962170677
5965,145836,1,14,1000,0.2566328554428511,0.06572825962170677
5965,145836,1,14,2000,0.20715277384257957,0.06572825962170677
5965,145836,1,14,5000,0.20715277384257957,0.06572825962170677
5965,145836,1,15,50,-0.11150248625828729,0.06879562421152062
5965,145836,1,15,100,-0.044978431178104517,0.06879562421152062
5965,145836,1,15,250,0.183950884002947,0.06879562421152062
5965,145836,1,15,500,-0.12997233949113107,0.06879562421152062
5965,145836,1,15,1000,0.0418985875786263,0.06879562421152062
5965,145836,1,15,2000,-0.05941750014166669,0.06879562421152062
5965,145836,1,15,5000,0.222304782682609,0.06879562421152062
5965,145836,1,16,50,0.22183072901909595,0.06706818278792163
5965,145836,1,16,100,0.19010826911089673,0.06706818278792163
5965,145836,1,16,250,0.2284595115317043,0.06706818278792163
5965,145836,1,16,500,-0.15909538448461402,0.06706818278792163
5965,145836,1,16,1000,-0.0011786705955676435,0.06706818278792163
5965,145836,1,16,2000,0.21662286790955954,0.06706818278792163
5965,145836,1,16,5000,0.21662286790955954,0.06706818278792163
5965,145836,1,17,50,0.06699952541508547,0.07684917073006006
5965,145836,1,17,100,-0.0949336289454289,0.07684917073006006
5965,145836,1,17,250,-0.14607334107780245,0.07684917073006006
5965,145836,1,17,500,-0.07338853629512088,0.07684917073006006
5965,145836,1,17,1000,-0.14607334107780245,0.07684917073006006
5965,145836,1,17,2000,-0.14607334107780245,0.07684917073006006
5965,145836,1,17,5000,-0.14607334107780245,0.07684917073006006
5965,145836,1,18,50,0.19294214314047753,0.07904655156185382
5965,145836,1,18,100,0.11458569445231515,0.07904655156185382
5965,145836,1,18,250,-0.033141964639881394,0.07904655156185382
5965,145836,1,18,500,0.012305384767950733,0.07904655156185382
5965,145836,1,18,1000,0.22727375757919221,0.07904655156185382
5965,145836,1,18,2000,-0.051608807446024474,0.07904655156185382
5965,145836,1,18,5000,-0.04616241429138024,0.07904655156185382
5965,145836,1,19,50,-0.051137410041366294,0.07217039298189067
5965,145836,1,19,100,0.11245413526378512,0.07217039298189067
5965,145836,1,19,250,0.11008616903723056,0.07217039298189067
5965,145836,1,19,500,-0.05160969286564199,0.07217039298189067
5965,145836,1,19,1000,-0.002127840426133787,0.07217039298189067
5965,145836,1,19,2000,-0.07244432481441543,0.07217039298189067
5965,145836,1,19,5000,-0.032669150563835125,0.07217039298189067
5965,145836,1,20,50,0.079543619312065,0.07145878233001186
5965,145836,1,20,100,0.23248091035303498,0.07145878233001186
5965,145836,1,20,250,0.1524662478041593,0.07145878233001186
5965,145836,1,20,500,0.24502978551595256,0.07145878233001186
5965,145836,1,20,1000,0.16833066526888485,0.07145878233001186
5965,145836,1,20,2000,0.26018250269167564,0.07145878233001186
5965,145836,1,20,5000,0.26018250269167564,0.07145878233001186
5965,145836,1,21,50,-0.07741613305377604,0.08983972521484723
5965,145836,1,21,100,0.004967204057347185,0.08983972521484723
5965,145836,1,21,250,0.076942610642036,0.08983972521484723
5965,145836,1,21,500,-0.08641075678585475,0.08983972521484723
5965,145836,1,21,1000,0.016805972686576576,0.08983972521484723
5965,145836,1,21,2000,-0.011131849606163868,0.08983972521484723
5965,145836,1,21,5000,-0.011605549101828871,0.08983972521484723
5965,145836,1,22,50,-0.0004779495098307107,0.08695090546594894
5965,145836,1,22,100,0.11363847254490955,0.08695090546594894
5965,145836,1,22,250,0.1238199127330426,0.08695090546594894
5965,145836,1,22,500,0.015621635405451806,0.08695090546594894
5965,145836,1,22,1000,0.015621635405451806,0.08695090546594894
5965,145836,1,22,2000,0.015621635405451806,0.08695090546594894
5965,145836,1,22,5000,0.015621635405451806,0.08695090546594894
5965,145836,1,23,50,-0.04853215135717004,0.08623102892344525
5965,145836,1,23,100,0.15199237122457132,0.08623102892344525
5965,145836,1,23,250,-0.08522978409927995,0.08623102892344525
5965,145836,1,23,500,-0.02343068226893974,0.08623102892344525
5965,145836,1,23,1000,-0.025328844846148946,0.08623102892344525
5965,145836,1,23,2000,-0.05586962373207838,0.08623102892344525
5965,145836,1,23,5000,-0.05255372726242413,0.08623102892344525
5965,145836,1,24,50,0.04568818354394588,0.0861276017078018
5965,145836,1,24,100,-0.001415785969285377,0.0861276017078018
5965,145836,1,24,250,-0.09114456423188022,0.0861276017078018
5965,145836,1,24,500,-0.09114456423188022,0.0861276017078018
5965,145836,1,24,1000,0.15459886949623225,0.0861276017078018
5965,145836,1,24,2000,-0.001425171417236748,0.0861276017078018
5965,145836,1,24,5000,0.1815797302657678,0.0861276017078018
5965,145836,2,5,50,-0.14441317929393127,0.06118841429621922
5965,145836,2,5,100,-0.02934918116393659,0.06118841429621922
5965,145836,2,5,250,-0.10700827336091134,0.06118841429621922
5965,145836,2,5,500,-0.06155012183373976,0.06118841429621922
5965,145836,2,5,1000,-0.09351270754235819,0.06118841429621922
5965,145836,2,5,2000,-0.06699509831699457,0.06118841429621922
5965,145836,2,5,5000,-0.06699509831699457,0.06118841429621922
5965,145836,2,6,50,0.22159201989006716,0.06629764327259381
5965,145836,2,6,100,0.17258262735875884,0.06629764327259381
5965,145836,2,6,250,-0.02059061030203324,0.06629764327259381
5965,145836,2,6,500,-0.01846011361704425,0.06629764327259381
5965,145836,2,6,1000,-0.10322133365444519,0.06629764327259381
5965,145836,2,6,2000,-0.10322133365444519,0.06629764327259381
5965,145836,2,6,5000,-0.057763182127273605,0.06629764327259381
5965,145836,2,7,50,-0.007100002833342001,0.06698769564950696
5965,145836,2,7,100,0.02414238255794343,0.06698769564950696
5965,145836,2,7,250,0.08783557403524689,0.06698769564950696
5965,145836,2,7,500,0.08617700600668765,0.06698769564950696
5965,145836,2,7,1000,0.07126105003683403,0.06698769564950696
5965,145836,2,7,2000,0.0646322675242258,0.06698769564950696
5965,145836,2,7,5000,0.07126105003683403,0.06698769564950696
5965,145836,2,8,50,-0.044271157987192056,0.05606551633914592
5965,145836,2,8,100,-0.044271157987192056,0.05606551633914592
5965,145836,2,8,250,-0.02438392502974973,0.05606551633914592
5965,145836,2,8,500,-0.014439246047486143,0.05606551633914592
5965,145836,2,8,1000,-0.014200536918455686,0.05606551633914592
5965,145836,2,8,2000,-0.05752996259987431,0.05606551633914592
5965,145836,2,8,5000,0.10913859296197737,0.05606551633914592
5965,145836,2,9,50,0.2639697965659882,0.062107348709058326
5965,145836,2,9,100,-0.03527405508018289,0.062107348709058326
5965,145836,2,9,250,0.10464190088966985,0.062107348709058326
5965,145836,2,9,500,-0.0016543180143927527,0.062107348709058326
5965,145836,2,9,1000,0.015393905479685777,0.062107348709058326
5965,145836,2,9,2000,0.0018983396611326198,0.062107348709058326
5965,145836,2,9,5000,0.015393905479685777,0.062107348709058326
5965,145836,2,10,50,0.015393374227915424,0.05492678566253619
5965,145836,2,10,100,0.2604185555618519,0.05492678566253619
5965,145836,2,10,250,-0.02959107780359238,0.05492678566253619
5965,145836,2,10,500,0.015630312517709744,0.05492678566253619
5965,145836,2,10,1000,-0.044033511361703415,0.05492678566253619
5965,145836,2,10,2000,-0.044033511361703415,0.05492678566253619
5965,145836,2,10,5000,-0.07433894571315192,0.05492678566253619
5965,145836,2,11,50,0.289775528418428,0.0648523376425544
5965,145836,2,11,100,-0.005443559811865284,0.0648523376425544
5965,145836,2,11,250,0.29451039836799453,0.0648523376425544
5965,145836,2,11,500,0.09966814472715002,0.0648523376425544
5965,145836,2,11,1000,0.2871711551538506,0.0648523376425544
5965,145836,2,11,2000,0.11908220944069814,0.0648523376425544
5965,145836,2,11,5000,0.11908220944069814,0.0648523376425544
5965,145836,2,12,50,0.3023228098260329,0.05214975980363955
5965,145836,2,12,100,0.11245236442454909,0.05214975980363955
5965,145836,2,12,250,0.2864610486201621,0.05214975980363955
5965,145836,2,12,500,-0.03266915056383435,0.05214975980363955
5965,145836,2,12,1000,0.2935633535445118,0.05214975980363955
5965,145836,2,12,2000,0.3016137657958863,0.05214975980363955
5965,145836,2,12,5000,0.2855141808806029,0.05214975980363955
5965,145836,2,13,50,0.20265342551141863,0.0836589379853361
5965,145836,2,13,100,0.21827860259534215,0.0836589379853361
5965,145836,2,13,250,0.22277724259080878,0.0836589379853361
5965,145836,2,13,500,0.21614792882642964,0.0836589379853361
5965,145836,2,13,1000,0.22632830651102187,0.0836589379853361
5965,145836,2,13,2000,0.22774887374624608,0.0836589379853361
5965,145836,2,13,5000,0.22774887374624608,0.0836589379853361
5965,145836,2,14,50,0.226564359381198,0.07701000376749487
5965,145836,2,14,100,0.023443432311442303,0.07701000376749487
