ss,task,seed,step,U,K,gap_norm,retains_top,sel_obj_rank,reg_restrict,reg_full
5965,9914,1,12,11308,1637,0.00503,1,0.9515,0.030929635080193085,0.030929635080193085
5965,9914,1,13,11307,1760,0.00394,1,0.3212,0.030929635080193085,0.030929635080193085
5965,9914,1,14,11306,2128,0.03385,0,0.4801,0.030929635080193085,0.030929635080193085
5965,9914,1,15,11305,1856,0.01635,0,0.9948,0.030929635080193085,0.030929635080193085
5965,9914,1,16,11304,2076,0.0013,1,0.212,0.030929635080193085,0.030929635080193085
5965,9914,1,17,11303,1952,0.00666,1,0.9893,0.030929635080193085,0.030929635080193085
5965,9914,1,18,11302,2495,0.00018,1,0.5203,0.030929635080193085,0.030929635080193085
5965,9914,1,19,11301,2299,0.00177,1,0.9746,0.030929635080193085,0.030929635080193085
5965,9914,1,20,11300,2090,0.0,1,0.7042,0.030929635080193085,0.030929635080193085
5965,9914,1,21,11299,2297,0.02362,0,0.415,0.030929635080193085,0.030929635080193085
5965,9914,1,22,11298,2518,0.00273,1,0.6778,0.030929635080193085,0.030929635080193085
5965,9914,1,23,11297,2535,0.01147,0,0.8909,0.030929635080193085,0.030929635080193085
5965,9914,1,24,11296,2318,0.0,1,0.9228,0.030929635080193085,0.030929635080193085
5965,9914,2,5,11315,1000,0.0,1,0.8906,0.05669601656231993,0.046394452620288185
5965,9914,2,6,11314,1000,0.00241,1,0.4385,0.05669601656231993,0.046394452620288185
5965,9914,2,7,11313,1068,0.00726,1,0.5726,0.05669601656231993,0.046394452620288185
5965,9914,2,8,11312,1058,0.02097,0,0.5882,0.05669601656231993,0.046394452620288185
5965,9914,2,9,11311,1097,0.00104,1,0.7978,0.05669601656231993,0.046394452620288185
5965,9914,2,10,11310,1245,0.01526,0,0.5202,0.05669601656231993,0.046394452620288185
5965,9914,2,11,11309,1374,0.07175,0,0.3366,0.05669601656231993,0.046394452620288185
5965,9914,2,12,11308,1728,0.00589,1,0.3612,0.05669601656231993,0.046394452620288185
5965,9914,2,13,11307,1876,0.01799,0,0.5542,0.05669601656231993,0.046394452620288185
5965,9914,2,14,11306,1771,0.0,1,0.6906,0.05669601656231993,0.046394452620288185
5965,9914,2,15,11305,2047,0.02037,0,0.4058,0.05669601656231993,0.046394452620288185
5965,9914,2,16,11304,1935,0.00908,1,0.4801,0.05669601656231993,0.046394452620288185
5965,9914,2,17,11303,1922,0.00027,1,0.7038,0.05669601656231993,0.046394452620288185
5965,9914,2,18,11302,2272,0.00425,1,0.5755,0.05669601656231993,0.046394452620288185
5965,9914,2,19,11301,2156,0.01061,0,0.7321,0.05669601656231993,0.046394452620288185
5965,9914,2,20,11300,2212,0.008,1,0.732,0.05669601656231993,0.046394452620288185
5965,9914,2,21,11299,2354,0.02681,0,0.3768,0.05669601656231993,0.046394452620288185
5965,9914,2,22,11298,2406,0.0328,0,0.4872,0.05669601656231993,0.046394452620288185
5965,9914,2,23,11297,2289,0.0,1,0.3369,0.05669601656231993,0.046394452620288185
5965,9914,2,24,11296,2726,0.04547,0,0.5665,0.05669601656231993,0.046394452620288185
5965,9914,3,5,11315,1000,0.0,1,0.7039,0.04123119902222483,0.061859270160383284
5965,9914,3,6,11314,1000,0.01763,0,0.7978,0.04123119902222483,0.061859270160383284
5965,9914,3,7,11313,1000,0.02256,0,0.5785,0.04123119902222483,0.061859270160383284
5965,9914,3,8,11312,1000,0.01154,0,0.8379,0.04123119902222483,0.061859270160383284
5965,9914,3,9,11311,1000,0.00187,1,0.7475,0.04123119902222483,0.061859270160383284
5965,9914,3,10,11310,1000,0.00244,1,0.5415,0.04123119902222483,0.061859270160383284
5965,9914,3,11,11309,1000,0.0,1,0.3286,0.04123119902222483,0.061859270160383284
5965,9914,3,12,11308,1021,0.01788,0,0.7635,0.04123119902222483,0.061859270160383284
5965,9914,3,13,11307,1029,0.01521,0,0.9223,0.04123119902222483,0.061859270160383284
5965,9914,3,14,11306,1094,0.01283,0,0.78,0.04123119902222483,0.061859270160383284
5965,9914,3,15,11305,1170,0.0,1,0.9743,0.04123119902222483,0.061859270160383284
5965,9914,3,16,11304,1244,0.05073,0,0.7637,0.04123119902222483,0.061859270160383284
5965,9914,3,17,11303,1119,0.0,1,0.6403,0.04123119902222483,0.061859270160383284
5965,9914,3,18,11302,1152,0.01969,0,0.7978,0.04123119902222483,0.061859270160383284
5965,9914,3,19,11301,1321,0.0,1,0.6403,0.04123119902222483,0.061859270160383284
5965,9914,3,20,11300,1104,0.0,1,0.7637,0.04123119902222483,0.061859270160383284
5965,9914,3,21,11299,1082,0.02854,0,0.6662,0.04123119902222483,0.061859270160383284
5965,9914,3,22,11298,1062,0.02198,0,0.511,0.04123119902222483,0.061859270160383284
5965,9914,3,23,11297,1103,0.01149,0,0.439,0.04123119902222483,0.061859270160383284
5965,9914,3,24,11296,1087,0.03592,0,0.6403,0.04123119902222483,0.061859270160383284
5965,9914,4,5,11315,1000,0.0,1,0.7477,0.051532762964256684,0.0360679454241587
5965,9914,4,6,11314,1000,0.10208,0,0.8907,0.051532762964256684,0.0360679454241587
5965,9914,4,7,11313,1000,0.04779,0,0.6403,0.051532762964256684,0.0360679454241587
5965,9914,4,8,11312,1073,0.00879,1,0.8381,0.051532762964256684,0.0360679454241587
5965,9914,4,9,11311,1093,0.02365,0,0.8906,0.051532762964256684,0.0360679454241587
5965,9914,4,10,11310,1067,0.00121,1,0.8175,0.051532762964256684,0.0360679454241587
5965,9914,4,11,11309,1072,0.01798,0,0.3369,0.051532762964256684,0.0360679454241587
5965,9914,4,12,11308,1000,0.04045,0,0.5485,0.051532762964256684,0.0360679454241587
5965,9914,4,13,11307,1000,0.0231,0,0.5546,0.051532762964256684,0.0360679454241587
5965,9914,4,14,11306,1000,0.16455,0,0.439,0.051532762964256684,0.0360679454241587
5965,9914,4,15,11305,1000,0.07175,0,0.7327,0.051532762964256684,0.0360679454241587
5965,9914,4,16,11304,1000,0.03671,0,0.6781,0.051532762964256684,0.0360679454241587
5965,9914,4,17,11303,1000,0.0,1,0.5421,0.051532762964256684,0.0360679454241587
5965,9914,4,18,11302,1000,0.06791,0,0.7638,0.051532762964256684,0.0360679454241587
5965,9914,4,19,11301,1000,0.07168,0,0.5856,0.051532762964256684,0.0360679454241587
5965,9914,4,20,11300,1000,0.00348,1,0.8905,0.051532762964256684,0.0360679454241587
5965,9914,4,21,11299,1000,0.02546,0,0.2943,0.051532762964256684,0.0360679454241587
5965,9914,4,22,11298,1000,0.01959,0,0.353,0.051532762964256684,0.0360679454241587
5965,9914,4,23,11297,1000,0.00354,1,0.4877,0.051532762964256684,0.0360679454241587
5965,9914,4,24,11296,1000,0.02189,0,0.8621,0.051532762964256684,0.0360679454241587
5965,3903,0,5,11531,1000,0.00099,1,0.5839,0.0909076556308126,0.06059457837982929
5965,3903,0,6,11530,1141,0.00454,1,0.0213,0.0909076556308126,0.06059457837982929
5965,3903,0,7,11529,1000,0.0725,0,0.7682,0.0909076556308126,0.06059457837982929
5965,3903,0,8,11528,1000,0.0,1,0.0026,0.0909076556308126,0.06059457837982929
5965,3903,0,9,11527,1000,0.06131,0,0.0104,0.0909076556308126,0.06059457837982929
5965,3903,0,10,11526,1000,0.13326,0,0.9283,0.0909076556308126,0.06059457837982929
5965,3903,0,11,11525,1000,0.02092,0,0.5839,0.0909076556308126,0.06059457837982929
5965,3903,0,12,11524,1000,0.04171,0,0.9283,0.0909076556308126,0.06059457837982929
5965,3903,0,13,11523,1000,0.02033,0,0.9283,0.0909076556308126,0.06059457837982929
5965,3903,0,14,11522,1000,0.00678,1,0.7684,0.0909076556308126,0.06059457837982929
5965,3903,0,15,11521,1000,0.21322,0,0.0062,0.0909076556308126,0.06059457837982929
5965,3903,0,16,11520,1000,0.076,0,0.0249,0.0909076556308126,0.06059457837982929
5965,3903,0,17,11519,1000,0.05206,0,0.704,0.0909076556308126,0.06059457837982929
5965,3903,0,18,11518,1000,0.06015,0,0.0405,0.0909076556308126,0.06059457837982929
5965,3903,0,19,11517,1000,0.12442,0,0.831,0.0909076556308126,0.06059457837982929
5965,3903,0,20,11516,1000,0.00905,1,0.0798,0.0909076556308126,0.06059457837982929
5965,3903,0,21,11515,1000,0.05237,0,0.8881,0.0909076556308126,0.06059457837982929
5965,3903,0,22,11514,1000,0.00218,1,0.1307,0.0909076556308126,0.06059457837982929
5965,3903,0,23,11513,1000,0.03697,0,0.0405,0.0909076556308126,0.06059457837982929
5965,3903,0,24,11512,1000,0.06333,0,0.831,0.0909076556308126,0.06059457837982929
5965,3903,1,5,11531,1000,0.01214,0,0.0189,0.07069893746348976,0.06059457837982929
5965,3903,1,6,11530,1000,0.01588,0,0.0408,0.07069893746348976,0.06059457837982929
5965,3903,1,7,11529,1000,0.00559,1,0.7682,0.07069893746348976,0.06059457837982929
5965,3903,1,8,11528,1000,0.02437,0,0.9283,0.07069893746348976,0.06059457837982929
5965,3903,1,9,11527,1000,0.05435,0,0.6423,0.07069893746348976,0.06059457837982929
5965,3903,1,10,11526,1000,0.10066,0,0.7683,0.07069893746348976,0.06059457837982929
5965,3903,1,11,11525,1022,0.12219,0,0.584,0.07069893746348976,0.06059457837982929
5965,3903,1,12,11524,1038,0.10056,0,0.888,0.07069893746348976,0.06059457837982929
5965,3903,1,13,11523,1008,0.17061,0,0.7683,0.07069893746348976,0.06059457837982929
5965,3903,1,14,11522,1105,0.14348,0,0.5841,0.07069893746348976,0.06059457837982929
5965,3903,1,15,11521,1165,0.0,1,0.1969,0.07069893746348976,0.06059457837982929
5965,3903,1,16,11520,1117,0.02131,0,0.584,0.07069893746348976,0.06059457837982929
5965,3903,1,17,11519,1125,0.05119,0,0.6423,0.07069893746348976,0.06059457837982929
5965,3903,1,18,11518,1154,0.00794,1,0.9698,0.07069893746348976,0.06059457837982929
5965,3903,1,19,11517,1009,0.03146,0,0.5841,0.07069893746348976,0.06059457837982929
5965,3903,1,20,11516,1091,0.01842,0,0.6423,0.07069893746348976,0.06059457837982929
5965,3903,1,21,11515,1156,0.03446,0,0.704,0.07069893746348976,0.06059457837982929
5965,3903,1,22,11514,1133,0.0,1,0.888,0.07069893746348976,0.06059457837982929
5965,3903,1,23,11513,1111,0.0508,0,0.9811,0.07069893746348976,0.06059457837982929
5965,3903,1,24,11512,1011,0.05708,0,0.888,0.07069893746348976,0.06059457837982929
5965,3903,3,5,11531,1000,0.00871,1,0.5843,0.01008857102259364,0.01008857102259364
5965,3903,3,6,11530,1000,0.04471,0,0.9283,0.01008857102259364,0.01008857102259364
5965,3903,3,7,11529,1020,0.02584,0,0.5843,0.01008857102259364,0.01008857102259364
5965,3903,3,8,11528,1000,0.00581,1,0.5842,0.01008857102259364,0.01008857102259364
5965,3903,3,9,11527,1000,0.0,1,0.5842,0.01008857102259364,0.01008857102259364
5965,3903,3,10,11526,1000,0.0081,1,0.5842,0.01008857102259364,0.01008857102259364
5965,3903,3,11,11525,1000,0.01622,0,0.9999,0.01008857102259364,0.01008857102259364
5965,3903,3,12,11524,1000,0.12254,0,0.6424,0.01008857102259364,0.01008857102259364
5965,3903,3,13,11523,1000,0.09602,0,0.9942,0.01008857102259364,0.01008857102259364
5965,3903,3,14,11522,1000,0.14616,0,0.9547,0.01008857102259364,0.01008857102259364
5965,3903,3,15,11521,1000,0.13724,0,0.7041,0.01008857102259364,0.01008857102259364
5965,3903,3,16,11520,1000,0.16098,0,0.9812,0.01008857102259364,0.01008857102259364
5965,3903,3,17,11519,1000,0.21327,0,0.9548,0.01008857102259364,0.01008857102259364
5965,3903,3,18,11518,1000,0.19578,0,0.9286,0.01008857102259364,0.01008857102259364
5965,3903,3,19,11517,1000,0.19409,0,0.8315,0.01008857102259364,0.01008857102259364
5965,3903,3,20,11516,1000,0.35664,0,0.7688,0.01008857102259364,0.01008857102259364
5965,3903,3,21,11515,1000,0.0,1,0.9286,0.01008857102259364,0.01008857102259364
5965,3903,3,22,11514,1000,0.09383,0,0.6429,0.01008857102259364,0.01008857102259364
5965,3903,3,23,11513,1000,0.12794,0,0.6428,0.01008857102259364,0.01008857102259364
5965,3903,3,24,11512,1000,0.11512,0,0.97,0.01008857102259364,0.01008857102259364
5965,3903,2,5,11531,1000,0.00264,1,0.7682,0.08080329654715201,0.08080329654715201
5965,3903,2,6,11530,1208,0.0,1,0.1969,0.08080329654715201,0.08080329654715201
5965,3903,2,7,11529,1313,0.03111,0,0.5839,0.08080329654715201,0.08080329654715201
5965,3903,2,8,11528,1040,0.00296,1,0.9545,0.08080329654715201,0.08080329654715201
5965,3903,2,9,11527,1206,0.0,1,0.7682,0.08080329654715201,0.08080329654715201
5965,3903,2,10,11526,1409,0.03773,0,0.0252,0.08080329654715201,0.08080329654715201
5965,3903,2,11,11525,1224,0.01978,0,0.7039,0.08080329654715201,0.08080329654715201
5965,3903,2,12,11524,1480,0.09001,0,0.1309,0.08080329654715201,0.08080329654715201
5965,3903,2,13,11523,2029,0.09458,0,0.584,0.08080329654715201,0.08080329654715201
5965,3903,2,14,11522,1977,0.0,1,0.9698,0.08080329654715201,0.08080329654715201
5965,3903,2,15,11521,1822,0.0,1,0.8309,0.08080329654715201,0.08080329654715201
5965,3903,2,16,11520,1717,0.0052,1,0.7039,0.08080329654715201,0.08080329654715201
5965,3903,2,17,11519,1941,0.01117,0,0.1968,0.08080329654715201,0.08080329654715201
5965,3903,2,18,11518,1956,0.0,1,0.9546,0.08080329654715201,0.08080329654715201
5965,3903,2,19,11517,1907,0.04283,0,0.9698,0.08080329654715201,0.08080329654715201
5965,3903,2,20,11516,1903,0.04192,0,0.1968,0.08080329654715201,0.08080329654715201
5965,3903,2,21,11515,1948,0.0,1,0.9285,0.08080329654715201,0.08080329654715201
5965,3903,2,22,11514,1931,0.01745,0,0.5842,0.08080329654715201,0.08080329654715201
5965,3903,2,23,11513,1969,0.03051,0,0.7683,0.08080329654715201,0.08080329654715201
5965,3903,2,24,11512,1906,0.03204,0,0.9285,0.08080329654715201,0.08080329654715201
5965,3903,4,5,11531,1000,0.00592,1,0.1311,0.03029728918991459,0.020192930106254114
5965,3903,4,6,11530,1000,0.02199,0,0.9546,0.03029728918991459,0.020192930106254114
5965,3903,4,7,11529,1000,0.02151,0,0.8312,0.03029728918991459,0.020192930106254114
5965,3903,4,8,11528,1059,0.04548,0,0.0409,0.03029728918991459,0.020192930106254114
5965,3903,4,9,11527,1000,0.04486,0,0.8312,0.03029728918991459,0.020192930106254114
5965,3903,4,10,11526,1000,0.02136,0,0.5843,0.03029728918991459,0.020192930106254114
5965,3903,4,11,11525,1000,0.09609,0,0.9546,0.03029728918991459,0.020192930106254114
5965,3903,4,12,11524,1000,0.12321,0,0.9546,0.03029728918991459,0.020192930106254114
5965,3903,4,13,11523,1000,0.10237,0,0.0802,0.03029728918991459,0.020192930106254114
5965,3903,4,14,11522,1000,0.08663,0,0.9986,0.03029728918991459,0.020192930106254114
5965,3903,4,15,11521,1000,0.04414,0,0.0409,0.03029728918991459,0.020192930106254114
5965,3903,4,16,11520,1000,0.02107,0,0.9894,0.03029728918991459,0.020192930106254114
5965,3903,4,17,11519,1000,0.02236,0,0.9288,0.03029728918991459,0.020192930106254114
5965,3903,4,18,11518,1000,0.03493,0,0.5845,0.03029728918991459,0.020192930106254114
5965,3903,4,19,11517,1000,0.02114,0,0.9942,0.03029728918991459,0.020192930106254114
5965,3903,4,20,11516,1000,0.04552,0,0.0801,0.03029728918991459,0.020192930106254114
5965,3903,4,21,11515,1000,0.0,1,0.6429,0.03029728918991459,0.020192930106254114
5965,3903,4,22,11514,1000,0.02179,0,0.5845,0.03029728918991459,0.020192930106254114
5965,3903,4,23,11513,1000,0.06379,0,0.8886,0.03029728918991459,0.020192930106254114
5965,3903,4,24,11512,1000,0.10131,0,0.9814,0.03029728918991459,0.020192930106254114
5965,10101,0,5,11643,1000,0.0,1,0.6682,0.14285714285714257,0.19999358857912308
5965,10101,0,6,11642,1000,0.0,1,0.6234,0.14285714285714257,0.19999358857912308
5965,10101,0,7,11641,1000,0.0,1,0.5735,0.14285714285714257,0.19999358857912308
5965,10101,0,8,11640,1009,0.0,1,0.4599,0.14285714285714257,0.19999358857912308
5965,10101,0,9,11639,1029,0.00328,1,0.7556,0.14285714285714257,0.19999358857912308
5965,10101,0,10,11638,1000,0.0,1,0.6682,0.14285714285714257,0.19999358857912308
5965,10101,0,11,11637,1045,0.007,1,0.7138,0.14285714285714257,0.19999358857912308
5965,10101,0,12,11636,1018,0.03574,0,0.7137,0.14285714285714257,0.19999358857912308
5965,10101,0,13,11635,1038,0.0244,0,0.7137,0.14285714285714257,0.19999358857912308
5965,10101,0,14,11634,1040,0.0,1,0.3895,0.14285714285714257,0.19999358857912308
5965,10101,0,15,11633,1074,0.0,1,0.0552,0.14285714285714257,0.19999358857912308
5965,10101,0,16,11632,1077,0.01149,0,0.3646,0.14285714285714257,0.19999358857912308
5965,10101,0,17,11631,1085,0.0,1,0.4888,0.14285714285714257,0.19999358857912308
5965,10101,0,18,11630,1110,0.0077,1,0.323,0.14285714285714257,0.19999358857912308
5965,10101,0,19,11629,1157,0.00241,1,0.6682,0.14285714285714257,0.19999358857912308
5965,10101,0,20,11628,1139,0.05275,0,0.0316,0.14285714285714257,0.19999358857912308
5965,10101,0,21,11627,1168,0.06725,0,0.5735,0.14285714285714257,0.19999358857912308
5965,10101,0,22,11626,1167,0.02857,0,0.3645,0.14285714285714257,0.19999358857912308
5965,10101,0,23,11625,1222,0.02558,0,0.5277,0.14285714285714257,0.19999358857912308
5965,10101,0,24,11624,1246,0.01878,0,0.9439,0.14285714285714257,0.19999358857912308
5965,10101,1,5,11643,1000,0.00147,1,0.9929,0.09999679428956088,0.07142322857784023
5965,10101,1,6,11642,1000,0.0,1,0.8298,0.09999679428956088,0.07142322857784023
5965,10101,1,7,11641,1000,0.01987,0,0.9836,0.09999679428956088,0.07142322857784023
5965,10101,1,8,11640,1011,0.0069,1,0.9836,0.09999679428956088,0.07142322857784023
5965,10101,1,9,11639,1002,0.03357,0,0.9661,0.09999679428956088,0.07142322857784023
5965,10101,1,10,11638,1035,0.0109,0,0.83,0.09999679428956088,0.07142322857784023
5965,10101,1,11,11637,1069,0.00698,1,0.3424,0.09999679428956088,0.07142322857784023
5965,10101,1,12,11636,1074,0.0226,0,0.1205,0.09999679428956088,0.07142322857784023
5965,10101,1,13,11635,1055,0.0139,0,0.8902,0.09999679428956088,0.07142322857784023
5965,10101,1,14,11634,1121,0.00341,1,0.0939,0.09999679428956088,0.07142322857784023
5965,10101,1,15,11633,1227,0.0425,0,0.4889,0.09999679428956088,0.07142322857784023
5965,10101,1,16,11632,1186,0.0,1,0.8901,0.09999679428956088,0.07142322857784023
5965,10101,1,17,11631,1248,0.00982,1,0.4889,0.09999679428956088,0.07142322857784023
5965,10101,1,18,11630,1386,0.04398,0,0.8901,0.09999679428956088,0.07142322857784023
5965,10101,1,19,11629,1315,0.00285,1,0.4119,0.09999679428956088,0.07142322857784023
5965,10101,1,20,11628,1286,0.0,1,0.9836,0.09999679428956088,0.07142322857784023
5965,10101,1,21,11627,1372,0.0144,0,0.9662,0.09999679428956088,0.07142322857784023
5965,10101,1,22,11626,1351,0.06886,0,0.6688,0.09999679428956088,0.07142322857784023
5965,10101,1,23,11625,1489,0.01042,0,0.9836,0.09999679428956088,0.07142322857784023
5965,10101,1,24,11624,1385,0.02205,0,0.9445,0.09999679428956088,0.07142322857784023
5965,10101,2,5,11643,1000,0.00246,1,0.966,0.08571001143370116,0.08571001143370116
5965,10101,2,6,11642,1221,0.08388,0,0.9443,0.08571001143370116,0.08571001143370116
5965,10101,2,7,11641,1163,0.0,1,0.3646,0.08571001143370116,0.08571001143370116
5965,10101,2,8,11640,1030,0.0326,0,0.9836,0.08571001143370116,0.08571001143370116
5965,10101,2,9,11639,1163,0.07466,0,0.9661,0.08571001143370116,0.08571001143370116
5965,10101,2,10,11638,1105,0.03857,0,0.7929,0.08571001143370116,0.08571001143370116
5965,10101,2,11,11637,1140,0.01375,0,0.7144,0.08571001143370116,0.08571001143370116
5965,10101,2,12,11636,1144,0.0295,0,0.7929,0.08571001143370116,0.08571001143370116
5965,10101,2,13,11635,1166,0.00922,1,0.6689,0.08571001143370116,0.08571001143370116
5965,10101,2,14,11634,1181,0.0234,0,0.83,0.08571001143370116,0.08571001143370116
5965,10101,2,15,11633,1243,0.06669,0,0.8903,0.08571001143370116,0.08571001143370116
5965,10101,2,16,11632,1203,0.01838,0,0.4121,0.08571001143370116,0.08571001143370116
5965,10101,2,17,11631,1259,0.01917,0,0.83,0.08571001143370116,0.08571001143370116
5965,10101,2,18,11630,1292,0.12459,0,0.3233,0.08571001143370116,0.08571001143370116
5965,10101,2,19,11629,1238,0.0609,0,0.3232,0.08571001143370116,0.08571001143370116
5965,10101,2,20,11628,1176,0.03922,0,0.3896,0.08571001143370116,0.08571001143370116
5965,10101,2,21,11627,1186,0.09742,0,0.3232,0.08571001143370116,0.08571001143370116
5965,10101,2,22,11626,1178,0.02662,0,0.1206,0.08571001143370116,0.08571001143370116
5965,10101,2,23,11625,1139,0.01924,0,0.86,0.08571001143370116,0.08571001143370116
5965,10101,2,24,11624,1150,0.03433,0,0.4891,0.08571001143370116,0.08571001143370116
5965,10101,3,5,11643,1000,0.01101,0,0.6685,0.08571001143370116,0.042860348567581585
5965,10101,3,6,11642,1134,0.00733,1,0.8297,0.08571001143370116,0.042860348567581585
5965,10101,3,7,11641,1107,0.06126,0,0.9441,0.08571001143370116,0.042860348567581585
5965,10101,3,8,11640,1246,0.02715,0,0.6686,0.08571001143370116,0.042860348567581585
5965,10101,3,9,11639,1341,0.0255,0,0.6238,0.08571001143370116,0.042860348567581585
5965,10101,3,10,11638,1500,0.07682,0,0.8596,0.08571001143370116,0.042860348567581585
5965,10101,3,11,11637,1515,0.07152,0,0.756,0.08571001143370116,0.042860348567581585
5965,10101,3,12,11636,1534,0.0,1,0.6238,0.08571001143370116,0.042860348567581585
5965,10101,3,13,11635,1555,0.0,1,0.998,0.08571001143370116,0.042860348567581585
5965,10101,3,14,11634,1571,0.0666,0,0.8596,0.08571001143370116,0.042860348567581585
5965,10101,3,15,11633,1630,0.07089,0,0.3231,0.08571001143370116,0.042860348567581585
5965,10101,3,16,11632,1389,0.0,1,0.3231,0.08571001143370116,0.042860348567581585
5965,10101,3,17,11631,1483,0.09939,0,0.7143,0.08571001143370116,0.042860348567581585
5965,10101,3,18,11630,1479,0.07386,0,0.89,0.08571001143370116,0.042860348567581585
5965,10101,3,19,11629,1633,0.08266,0,0.5282,0.08571001143370116,0.042860348567581585
5965,10101,3,20,11628,1639,0.0004,1,0.5281,0.08571001143370116,0.042860348567581585
5965,10101,3,21,11627,1752,0.02914,0,0.8299,0.08571001143370116,0.042860348567581585
5965,10101,3,22,11626,1702,0.07553,0,0.9929,0.08571001143370116,0.042860348567581585
5965,10101,3,23,11625,1585,0.0,1,0.9181,0.08571001143370116,0.042860348567581585
5965,10101,3,24,11624,1652,0.12379,0,0.83,0.08571001143370116,0.042860348567581585
5965,10101,4,5,11643,1000,0.0,1,0.7556,0.11428357714542181,0.09999679428956088
5965,10101,4,6,11642,1047,0.00132,1,0.6235,0.11428357714542181,0.09999679428956088
5965,10101,4,7,11641,1106,0.00572,1,0.6684,0.11428357714542181,0.09999679428956088
5965,10101,4,8,11640,1210,0.00411,1,0.0939,0.11428357714542181,0.09999679428956088
5965,10101,4,9,11639,1089,0.00342,1,0.5277,0.11428357714542181,0.09999679428956088
5965,10101,4,10,11638,1212,0.02118,0,0.8294,0.11428357714542181,0.09999679428956088
5965,10101,4,11,11637,1127,0.01648,0,0.3893,0.11428357714542181,0.09999679428956088
5965,10101,4,12,11636,1184,0.05175,0,0.9659,0.11428357714542181,0.09999679428956088
5965,10101,4,13,11635,1035,0.02482,0,0.3893,0.11428357714542181,0.09999679428956088
5965,10101,4,14,11634,1071,0.0444,0,0.9835,0.11428357714542181,0.09999679428956088
5965,10101,4,15,11633,1019,0.02063,0,0.8595,0.11428357714542181,0.09999679428956088
5965,10101,4,16,11632,1087,0.0174,0,0.8594,0.11428357714542181,0.09999679428956088
5965,10101,4,17,11631,1054,0.05122,0,0.4118,0.11428357714542181,0.09999679428956088
5965,10101,4,18,11630,1070,0.0,1,0.8594,0.11428357714542181,0.09999679428956088
5965,10101,4,19,11629,1084,0.06747,0,0.8594,0.11428357714542181,0.09999679428956088
5965,10101,4,20,11628,1080,0.07366,0,0.3231,0.11428357714542181,0.09999679428956088
5965,10101,4,21,11627,1051,0.02368,0,0.8898,0.11428357714542181,0.09999679428956088
5965,10101,4,22,11626,1036,0.02038,0,0.6238,0.11428357714542181,0.09999679428956088
5965,10101,4,23,11625,1066,0.04372,0,0.3894,0.11428357714542181,0.09999679428956088
5965,10101,4,24,11624,1066,0.03163,0,0.8594,0.11428357714542181,0.09999679428956088
5965,9889,0,5,12314,1000,0.0,1,0.4559,0.041445191054057084,0.036280212616587426
5965,9889,0,6,12313,1000,0.0143,0,0.8144,0.041445191054057084,0.036280212616587426
5965,9889,0,7,12312,1007,0.01955,0,0.797,0.041445191054057084,0.036280212616587426
5965,9889,0,8,12311,1005,0.009,1,0.6591,0.041445191054057084,0.036280212616587426
5965,9889,0,9,12310,1042,0.03895,0,0.5966,0.041445191054057084,0.036280212616587426
5965,9889,0,10,12309,1098,0.04258,0,0.5685,0.041445191054057084,0.036280212616587426
5965,9889,0,11,12308,1127,0.01986,0,0.7652,0.041445191054057084,0.036280212616587426
5965,9889,0,12,12307,1182,0.02281,0,0.7818,0.041445191054057084,0.036280212616587426
5965,9889,0,13,12306,1190,0.02177,0,0.9313,0.041445191054057084,0.036280212616587426
5965,9889,0,14,12305,1283,0.03185,0,0.7494,0.041445191054057084,0.036280212616587426
5965,9889,0,15,12304,1273,0.04273,0,0.8532,0.041445191054057084,0.036280212616587426
5965,9889,0,16,12303,1414,0.03438,0,0.5026,0.041445191054057084,0.036280212616587426
5965,9889,0,17,12302,1459,0.01379,0,0.8144,0.041445191054057084,0.036280212616587426
5965,9889,0,18,12301,1416,0.06537,0,0.6439,0.041445191054057084,0.036280212616587426
5965,9889,0,19,12300,1560,0.00773,1,0.4692,0.041445191054057084,0.036280212616587426
5965,9889,0,20,12299,1647,0.04489,0,0.8754,0.041445191054057084,0.036280212616587426
5965,9889,0,21,12298,1647,0.0,1,0.5102,0.041445191054057084,0.036280212616587426
5965,9889,0,22,12297,1531,0.0,1,0.782,0.041445191054057084,0.036280212616587426
5965,9889,0,23,12296,1691,0.00492,1,0.7172,0.041445191054057084,0.036280212616587426
5965,9889,0,24,12295,1632,0.0,1,0.4761,0.041445191054057084,0.036280212616587426
5965,9889,1,5,12314,1000,0.01027,0,0.422,0.036280212616587426,0.02590011031992656
5965,9889,1,6,12313,1165,0.0004,1,0.8147,0.036280212616587426,0.02590011031992656
5965,9889,1,7,12312,1245,0.00569,1,0.9314,0.036280212616587426,0.02590011031992656
5965,9889,1,8,12311,1406,0.02327,0,0.4902,0.036280212616587426,0.02590011031992656
5965,9889,1,9,12310,1526,0.0,1,0.7973,0.036280212616587426,0.02590011031992656
5965,9889,1,10,12309,1590,0.01985,0,0.9565,0.036280212616587426,0.02590011031992656
5965,9889,1,11,12308,1725,0.00779,1,0.9314,0.036280212616587426,0.02590011031992656
5965,9889,1,12,12307,1598,0.0,1,0.9014,0.036280212616587426,0.02590011031992656
5965,9889,1,13,12306,1638,0.00014,1,0.5102,0.036280212616587426,0.02590011031992656
5965,9889,1,14,12305,1803,0.02254,0,0.4413,0.036280212616587426,0.02590011031992656
5965,9889,1,15,12304,1409,0.02064,0,0.876,0.036280212616587426,0.02590011031992656
5965,9889,1,16,12303,1407,0.00094,1,0.8538,0.036280212616587426,0.02590011031992656
