ss,task,seed,step,N,over_full,K_ak,over_ak,sigma_t
6794,31,0,12,102294,0.02529296875000031,1892,-0.0088867187499998,0.0646925505937347
6794,31,0,13,102293,0.023046875000000244,1975,0.034277343750000466,0.06106653429444761
6794,31,0,14,102292,-0.07978515624999982,1722,-0.06357421874999991,0.07333796450829579
6794,31,0,15,102291,0.04003906249999967,1988,0.04003906249999967,0.06053197369724322
6794,31,0,16,102290,0.04287109375000053,1665,0.007324218750000444,0.07669798695229699
6794,31,0,17,102289,0.04755859374999971,2042,0.015722656250000466,0.058435409028505816
6794,31,0,18,102288,-0.01923828124999971,1883,-0.03369140624999967,0.06508816089959457
6794,31,0,19,102287,0.040625000000000466,2440,0.01894531250000031,0.04606296811593618
6794,31,0,20,102286,-0.0207031249999996,2059,-0.031640624999999645,0.05776938999366035
6794,31,0,21,102285,0.03789062500000029,2375,0.012890625000000377,0.04776897930537688
6794,31,0,22,102284,-0.023437499999999445,2420,-0.012207031249999667,0.04659313154157475
6794,31,0,23,102283,0.016894531250000733,2412,-0.019921874999999978,0.04679500747143529
6794,31,0,24,102282,-0.003515624999999467,2724,0.1526367187500004,0.0397872741740567
6794,31,1,5,102301,0.06337890624999987,1000,0.2405273437499999,0.12511985024771058
6794,31,1,6,102300,-0.07783203125000082,1000,-0.09501953125000062,0.13023026717678293
6794,31,1,7,102299,-0.08671875000000073,1089,0.18417968749999958,0.11165456312218174
6794,31,1,8,102298,-0.06298828125000044,1285,0.18242187499999984,0.08954835414387925
6794,31,1,9,102297,0.008300781249999889,1175,-0.06953125000000049,0.10096702989702637
6794,31,1,10,102296,-0.08486328125000009,1098,-0.0541015625000002,0.11042832601593326
6794,31,1,11,102295,-0.04296874999999989,1366,-0.058300781250000266,0.0825676071136071
6794,31,1,12,102294,-0.08935546874999944,1341,-0.06650390624999925,0.08460509459935539
6794,31,1,13,102293,-0.022167968749999822,1511,0.07529296875000002,0.07213578638060858
6794,31,1,14,102292,-0.07890624999999984,1613,-0.06923828124999976,0.0661414195530559
6794,31,1,15,102291,0.0031249999999991562,1552,0.009472656249999156,0.06961431100657259
6794,31,1,16,102290,0.2500000000000003,1728,0.008203124999999756,0.06035853638520855
6794,31,1,17,102289,0.01816406249999991,1671,0.029980468750000377,0.06307775196869787
6794,31,1,18,102288,-0.03076171875,1841,-0.014648437499999556,0.05545941012236433
6794,31,1,19,102287,0.06464843749999982,1677,0.0137695312499998,0.06280743696418682
6794,31,1,20,102286,-0.004589843750000155,1760,-0.0240234374999998,0.05888153475996826
6794,31,1,21,102285,0.030468750000000155,1816,-0.007031250000000155,0.05648188361863172
6794,31,1,22,102284,0.0012695312499998446,1942,0.005468750000000022,0.05164938516241166
6794,31,1,23,102283,0.048925781250000466,1887,0.21347656250000047,0.05365849071270385
6794,31,1,24,102282,0.009472656249999933,1730,-0.0127929687499998,0.06025399328676228
6794,31,2,5,102301,-0.053808593750000355,1000,0.02744140624999969,0.1247678706548268
6794,31,2,6,102300,0.21611328125000018,1211,0.22822265625000016,0.09664207320303911
6794,31,2,7,102299,0.04150390625,1133,-0.0022460937500000666,0.10566914295970717
6794,31,2,8,102298,0.003027343749999911,1266,0.09960937499999956,0.09109625673289262
6794,31,2,9,102297,-0.032714843749999556,1547,0.0173828125000004,0.0697197429893915
6794,31,2,10,102296,-0.018359374999999845,1577,-0.05761718749999978,0.06794715398251464
6794,31,2,11,102295,0.40566406250000003,1487,0.39003906250000014,0.07352551793156298
6794,31,2,12,102294,0.16650390625,1212,-0.04257812500000002,0.09657049975308059
6794,31,2,13,102293,-0.01318359375,1315,-0.010449218750000044,0.0866465265069116
6794,31,2,14,102292,0.040917968749999645,1256,-0.05820312500000013,0.09203379417805824
6794,31,2,15,102291,-0.0910156249999996,1398,-0.06445312499999922,0.07980634532364972
6794,31,2,16,102290,-0.03544921875000018,1343,-0.08583984375000031,0.084216190292543
6794,31,2,17,102289,0.0008789062499998668,1423,-0.10986328125,0.07792973024641436
6794,31,2,18,102288,-0.04218749999999993,1343,-0.06826171874999931,0.08419444920433711
6794,31,2,19,102287,-0.07353515625000029,1484,0.0032226562499999556,0.07370431539937491
6794,31,2,20,102286,-0.006933593750000022,1633,-0.015722656250000022,0.06485610100209052
6794,31,2,21,102285,-0.007226562500000422,1573,-0.0140625000000002,0.06822305191337835
6794,31,2,22,102284,-0.13330078125,1683,-0.12304687499999989,0.06231231979849424
6794,31,2,23,102283,-0.09091796874999991,1643,-0.11542968749999993,0.06437917911903619
6794,31,2,24,102282,-0.0334960937499994,1780,0.03525390625000013,0.05782270782146409
5527,146064,0,5,44785,-0.18263876447530558,1000,-0.18263876447530558,0.22999038958915097
5527,146064,0,6,44784,0.5085938923784757,1099,0.5085938923784757,0.20272583890736154
5527,146064,0,7,44783,0.48246558398534667,1068,0.13524357626930206,0.21076704366533883
5527,146064,0,8,44782,-0.24579083376062938,1123,-0.24579083376062938,0.1970357997124697
5527,146064,0,9,44781,0.05985279803145116,1126,0.02374214167343658,0.19625852655190906
5527,146064,0,10,44780,-0.1105032166917378,1327,-0.1105032166917378,0.15770414116841996
5527,146064,0,11,44779,0.3140623986458311,1225,-0.17204841215663147,0.17549252568444876
5527,146064,0,12,44778,-0.23407091336129837,1360,-0.23407091336129837,0.15266032483513403
5527,146064,0,13,44777,-0.1445310690104129,1648,-0.1445310690104129,0.1181282702053273
5527,146064,0,14,44776,0.3699216976302041,1644,-0.11618911317225844,0.11857727894479414
5527,146064,0,15,44775,0.1483511076369688,1484,-0.08311681347898492,0.13588967307366573
5527,146064,0,16,44774,-0.13784717181327077,1657,-0.016318889945975523,0.11731194721302349
5527,146064,0,17,44773,-0.11232631273919602,1631,-0.10095476109760593,0.11977164879222993
5527,146064,0,18,44772,-0.1098520885522688,1612,-0.1098520885522688,0.12163637696496778
5527,146064,0,19,44771,-0.20381937258487526,1538,-0.20381937258487526,0.12949682471122945
5527,146064,0,20,44770,-0.09947911679398058,1487,-0.09457461269193601,0.1355517756075449
5527,146064,0,21,44769,-0.07855903716242307,1663,0.06358555141301236,0.11673213028785835
5527,146064,0,22,44768,-0.07825593993346502,1594,-0.05872412283275774,0.12346768168353668
5527,146064,0,23,44767,-0.08515581803818517,1665,-0.08003465733410331,0.11650552416928474
5527,146064,0,24,44766,-0.05408041266011998,1696,0.3523438682465303,0.11373786731692599
5527,146064,1,5,44785,-0.16601571549479288,1000,-0.16601571549479288,0.1738917556021673
5527,146064,1,6,44784,-0.021962386599163608,1000,-0.021962386599163608,0.21598831189829854
5527,146064,1,7,44783,-0.3460073503973847,1000,-0.3460073503973847,0.18103441769443654
5527,146064,1,8,44782,-0.13888829631557287,1000,-0.1222221959452151,0.17528461684833493
5527,146064,1,9,44781,-0.1037763646325297,1026,-0.1037763646325297,0.16812321686155296
5527,146064,1,10,44780,-0.11306434001254062,1000,-0.08732682433642891,0.1852214015787751
5527,146064,1,11,44779,-0.13315975868827212,1068,-0.13315975868827212,0.15934836831367202
5527,146064,1,12,44778,-0.05655439552759689,1000,-0.05655439552759689,0.1999305434041643
5527,146064,1,13,44777,-0.10533844956307614,1004,0.30894075530285026,0.17290455681793743
5527,146064,1,14,44776,-0.11666678089120541,1044,-0.050781286197917,0.16419166971818017
5527,146064,1,15,44775,-0.10464414937403577,1033,-0.193880389725119,0.16651606331654678
5527,146064,1,16,44774,-0.10607647683642107,1009,-0.10607647683642107,0.17191097357489693
5527,146064,1,17,44773,-0.08355034387056282,1122,-0.2546440480198672,0.14914724828901604
5527,146064,1,18,44772,-0.11614586872685251,1041,-0.2835503535233408,0.16474896676009151
5527,146064,1,19,44771,-0.10156249999999978,1053,-0.2736549046923308,0.16237166917705895
5527,146064,1,20,44770,-0.10590279922839507,1087,0.30755184120948564,0.15549919056053907
5527,146064,1,21,44769,-0.24448773286361603,1026,-0.24605054175251173,0.1680379642361358
5527,146064,1,22,44768,0.03402780405478523,1000,0.04791699325232268,0.17885946192642904
5527,146064,1,23,44767,-0.09830729367766189,1048,-0.09830729367766189,0.16330462299715126
5527,146064,1,24,44766,-0.13315995174383155,1026,-0.13315995174383155,0.16802347218588626
5527,146064,2,5,44785,-0.15894083252507396,1000,-0.17838538851273078,0.2750370959208387
5527,146064,2,6,44784,-0.16801217543499236,1098,-0.16801217543499236,0.24291175760656417
5527,146064,2,7,44783,0.23424449444154472,1144,0.23424449444154472,0.229926958526388
5527,146064,2,8,44782,-0.003341260838138793,1087,-0.0005643496653185975,0.24597118947183003
5527,146064,2,9,44781,-0.13719614020158066,1310,-0.13719614020158066,0.19182887882252356
5527,146064,2,10,44780,-0.06948781491222922,1279,-0.06948781491222922,0.19800858611999994
5527,146064,2,11,44779,0.22712663247781395,1298,0.22712663247781395,0.1941611294647615
5527,146064,2,12,44778,-0.216884455861321,1402,-0.21410600024402193,0.1753594536795692
5527,146064,2,13,44777,-0.04075511462094705,1305,-0.037976659003648106,0.1927858333022499
5527,146064,2,14,44776,0.03541683880787472,1436,0.021527649610337152,0.16984250428701317
5527,146064,2,15,44775,-0.1745217675935391,1477,-0.1745217675935391,0.1635723760385782
5527,146064,2,16,44774,-0.1455299143451093,1445,-0.1098524505314431,0.1682840679409078
5527,146064,2,17,44773,-0.08775994448494384,1523,-0.08775994448494384,0.15695838330656348
5527,146064,2,18,44772,-0.14795988054494202,1411,-0.0692708445949074,0.17371003567120463
5527,146064,2,19,44771,-0.12300440880982033,1544,0.5204851737191151,0.15405574522357587
5527,146064,2,20,44770,-0.15399351835263408,1449,-0.032291245162027415,0.16781161384888083
5527,146064,2,21,44769,-0.15703148890625462,1565,-0.023003462837577038,0.1513193171536965
5527,146064,2,22,44768,-0.17855921091242632,1517,-0.07526044160300949,0.1578555693523304
5527,146064,2,23,44767,-0.1686199626012762,1581,-0.1686199626012762,0.14928323243183178
5527,146064,2,24,44766,-0.03671873310763851,1495,-0.07118057432484604,0.16089390337477447
5527,146065,0,5,55622,0.20805688717702409,1000,0.4252691337840834,0.14510072902646112
5527,146065,0,6,55621,-0.15311237653636822,1294,-0.15311237653636822,0.10292466097646367
5527,146065,0,7,55620,0.3673153895416142,1128,0.3673153895416142,0.12360071028595973
5527,146065,0,8,55619,-0.09970581171950044,1363,-0.06474205029680569,0.09604313551669824
5527,146065,0,9,55618,0.40087198114485567,1484,0.34759234371536246,0.0856855931681974
5527,146065,0,10,55617,-0.12090203114608761,1542,-0.19467232105470617,0.08144215132019235
5527,146065,0,11,55616,0.03470752050543119,1557,0.0142808320401977,0.08037248464508369
5527,146065,0,12,55615,-0.038486092637749714,1741,-0.038486092637749714,0.06929062185566444
5527,146065,0,13,55614,-0.1661109263774972,1816,-0.1658547624325724,0.0654759498873127
5527,146065,0,14,55613,-0.10239476341781811,2141,-0.10239476341781811,0.052576544037406185
5527,146065,0,15,55612,-0.0722334986699178,1834,-0.07710026724796165,0.06461824060830389
5527,146065,0,16,55611,-0.07870156130692846,1899,0.35854315993004726,0.06172105164255417
5527,146065,0,17,55610,-0.15708264827951424,1935,0.3831967459173872,0.06017516963077744
5527,146065,0,18,55609,-0.08984330740904939,1946,-0.07357789754673744,0.05973205857658361
5527,146065,0,19,55608,0.2947610316756568,2005,0.2988596547944528,0.05739206368218595
5527,146065,0,20,55607,-0.09330148217936396,2153,-0.028240189105642965,0.05218643037528214
5527,146065,0,21,55606,-0.0779973798615729,2010,-0.020619812064336385,0.057201013042595256
5527,146065,0,22,55605,0.31089901383038976,1836,-0.05244610396807825,0.06453361450141008
5527,146065,0,23,55604,-0.05846549483977437,2069,-0.027663897201901433,0.055047879706622185
5527,146065,0,24,55603,-0.01440825974777693,2430,-0.01440825974777693,0.044421223027828464
5527,146065,1,5,55622,-0.014600382706470488,1000,-0.014600382706470488,0.012461465051239212
5527,146065,1,6,55621,-0.008644955848666147,1073,-0.008644955848666147,0.011349361057080067
5527,146065,1,7,55620,-0.008644955848666175,1192,-0.008644955848666175,0.009854859838467112
5527,146065,1,8,55619,-0.007492295068843996,1174,-0.007492295068843996,0.010062802163654414
5527,146065,1,9,55618,0.014153481304958276,1144,-0.006339634289021873,0.010418908023585274
5527,146065,1,10,55617,0.027599548326313436,1274,-0.037973495344712754,0.009025145046932295
5527,146065,1,11,55616,-0.0030095414911696927,1184,0.0010890816276263315,0.009943818097803314
5527,146065,1,12,55615,-0.008645032821005427,1304,-0.008645032821005427,0.008744307948745745
5527,146065,1,13,55614,0.004804113093918705,1505,-0.015689002500061444,0.007226231152605466
5527,146065,1,14,55613,0.01600843770782523,1361,0.03240293018300934,0.008261908630709682
5527,146065,1,15,55612,-0.00044809447277016634,1410,-0.004738879036429389,0.007884361048414407
5527,146065,1,16,55611,-0.0076205309859847525,1337,-0.007108203096135274,0.008456452465712307
5527,146065,1,17,55610,0.014471377065937596,1444,0.06954393119288668,0.007636138869966367
5527,146065,1,18,55609,-0.007428292568782496,1440,-0.008068702431094366,0.007663898559902728
5527,146065,1,19,55608,0.02932923224709967,1481,0.02151623192689474,0.007380883453190613
5527,146065,1,20,55607,-0.010694305894233674,1503,-0.010694305894233674,0.0072364487175426125
5527,146065,1,21,55606,-0.008196784403556645,1572,-0.008196784403556645,0.006817379171311882
5527,146065,1,22,55605,0.021259837064952367,1645,0.03707799915022539,0.00641477097456642
5527,146065,1,23,55604,0.03477275456292031,1561,-0.7474393227049927,0.006883070188413418
5527,146065,1,24,55603,0.04565722062119777,1598,0.019018748922387266,0.006668619142929992
5527,146065,2,5,55622,0.44672294114387107,1000,0.454917724266608,0.2315602919713086
5527,146065,2,6,55621,0.5804312067415456,1107,0.5763325836227495,0.20224011901772979
5527,146065,2,7,55620,-0.1489493275696443,1684,-0.23501548683465057,0.11561599362222093
5527,146065,2,8,55619,0.12724116511490513,1414,0.6190439188773129,0.14596006344603576
5527,146065,2,9,55618,0.4604895594719081,1570,0.4685582234168328,0.126905744250222
5527,146065,2,10,55617,-0.28387417947486415,1485,-0.2879728025936601,0.13673167028844266
5527,146065,2,11,55616,-0.12839567323086798,2005,-0.12634555346190834,0.09158868153626545
5527,146065,2,12,55615,-0.143378762407941,1243,-0.143378762407941,0.1731774506711299
5527,146065,2,13,55614,0.022860553831374864,1846,0.059745698785684254,0.10224353196832885
5527,146065,2,14,55613,-0.11616349848518437,1918,-0.07127388451686023,0.09715936159928378
5527,146065,2,15,55612,-0.08779403433582045,1888,-0.15388017562008893,0.09926561087722735
5527,146065,2,16,55611,-0.07101702782088237,1777,-0.07101702782088237,0.10761001156602165
5527,146065,2,17,55610,0.4259101594251091,1924,0.6636155216261486,0.09677455252095801
5527,146065,2,18,55609,-0.15189532839478792,1619,-0.13345275591763328,0.12177149045009321
5527,146065,2,19,55608,-0.08299180706421327,1661,-0.06352457880735962,0.11771802862214804
5527,146065,2,20,55607,-0.07287390853222997,1835,-0.11302495135348178,0.1031080948685623
5527,146065,2,21,55606,-0.05532779440380309,2105,-0.05532779440380309,0.08584545259090874
5527,146065,2,22,55605,0.2711322554126948,2012,0.2711322554126948,0.0911789926732849
5527,146065,2,23,55604,-0.043416902202024654,1805,0.005634837064951936,0.10539362999493701
5527,146065,2,24,55603,-0.029456929357866035,1988,-0.029456929357866035,0.09260809463620619
5527,9914,0,5,59350,0.08609483568579646,1000,0.08609483568579646,0.042865499939629965
5527,9914,0,6,59349,0.05448842562030498,1000,0.07035335114696073,0.045556924224680655
5527,9914,0,7,59348,-0.03502711192034025,1000,-0.05049489617331904,0.0498465341765131
5527,9914,0,8,59347,-0.0222594853340774,1000,-0.020612869871992734,0.047319357810334244
5527,9914,0,9,59346,0.014325487354423183,1000,0.016229155600316014,0.048564177667782545
5527,9914,0,10,59345,-0.03642516626392711,1000,-0.0378026870891367,0.0464233403243346
5527,9914,0,11,59344,-0.024983822657949517,1000,-0.03375868740539112,0.04843841152563041
5527,9914,0,12,59343,-0.037336652982772,1000,-0.027185802626448208,0.046099309007158265
5527,9914,0,13,59342,-0.03488894245087992,1000,-0.03251146806596439,0.04556796565989454
5527,9914,0,14,59341,-0.011214947173205148,1076,-0.003351329267056058,0.0388756080110304
5527,9914,0,15,59340,0.047894863396451104,1067,0.04587226386070031,0.03932838540879755
5527,9914,0,16,59339,-0.008724394510679634,1270,0.005413604549767914,0.0311730515555725
5527,9914,0,17,59338,0.0016951666784372765,1279,0.004619130100372848,0.03087287218728229
5527,9914,0,18,59337,-0.02078937177412621,1394,-0.006722568370858273,0.027526307111064848
5527,9914,0,19,59336,-0.008884968543416472,1383,-0.010945084928167703,0.02782372238357102
5527,9914,0,20,59335,-0.0025094070380453637,1550,-0.010180835050217052,0.02390064242325473
5527,9914,0,21,59334,0.004998568410775617,1586,0.004998568410775617,0.02318288529719532
5527,9914,0,22,59333,-0.0035208747202069013,1422,-0.005829600198963836,0.026803874434845932
5527,9914,0,23,59332,0.01216702117370394,1631,0.011462021050886673,0.022328632670531975
5527,9914,0,24,59331,-0.003381265985439641,1645,-0.00715866575884172,0.022071662711730326
5527,9914,1,5,59350,-0.02018502427176916,1000,-0.029067785941716218,0.023016490590081384
5527,9914,1,6,59349,-0.021483961211223535,1000,-0.019580292965331147,0.024572549625757376
5527,9914,1,7,59348,0.024150248167719823,1000,0.012728238692364835,0.02302466576736017
5527,9914,1,8,59347,-0.03827879605265161,1070,-0.03827879605265161,0.021025129596879126
5527,9914,1,9,59346,-0.005781240884653482,1181,-0.0007058157064916415,0.018439275255209494
5527,9914,1,10,59345,-0.0022013083113550103,1050,-0.009220077482368971,0.021568304321336804
5527,9914,1,11,59344,0.008694217914745783,1112,0.009329797474261436,0.019973041139286725
5527,9914,1,12,59343,0.006363567627813871,1320,0.0025562311360287637,0.01589946079853424
5527,9914,1,13,59342,-0.0028277245484169544,1368,-0.005583150002917758,0.015156497395382891
5527,9914,1,14,59341,-0.009903536601093554,1312,-0.00709850446901561,0.01602809744825437
5527,9914,1,15,59340,0.0016149036498231961,1568,0.0020810337072101337,0.012631745864905067
5527,9914,1,16,59339,-0.004809161096390624,1528,0.015187991077322271,0.013076768800139896
5527,9914,1,17,59338,-0.002629057960557568,1476,-0.0027678511116505655,0.013696303864103334
5527,9914,1,18,59337,0.0008115057555254657,1597,0.016802894727145357,0.012329255507756709
5527,9914,1,19,59336,0.013642220137739303,1420,0.01554588838363169,0.01442034783636493
5527,9914,1,20,59335,0.0013756977558208039,1485,0.0013756977558208039,0.013583269040682395
5527,9914,1,21,59334,0.0213151833662375,1540,-0.0006750634044349058,0.012938791065159235
5527,9914,1,22,59333,-0.002923771519895202,1614,-0.00393739810001692,0.012157675763755928
5527,9914,1,23,59332,-0.0011986681230758967,1559,-0.002150166417450139,0.012735675966500996
5527,9914,1,24,59331,0.014305337640126647,1690,0.013156372145648687,0.011438272407071914
5527,9914,2,5,59350,-0.024419630657656288,1000,0.02380458461651802,0.03594008034749878
5527,9914,2,6,59349,-0.02424912569430182,1034,-0.021712948321548242,0.03435915405523478
5527,9914,2,7,59348,-0.03165697625327324,1093,-0.02531039195608009,0.03192705999387434
5527,9914,2,8,59347,0.05221736091707807,1042,0.06046761346016383,0.03403188735103728
5527,9914,2,9,59346,-0.035997464590234896,1084,-0.011888427385802092,0.03228529908710889
5527,9914,2,10,59345,0.006860210109705944,1108,0.004956541863813557,0.0313504986062152
5527,9914,2,11,59344,0.0535169215381639,1083,0.05288441241130304,0.03232470344292318
5527,9914,2,12,59343,-0.006770447930067536,1176,-0.005502359243690691,0.028964969518109313
5527,9914,2,13,59342,0.02772965301040542,1309,0.03353013207466082,0.025095765897108366
5527,9914,2,14,59341,-0.009052738902689428,1338,0.020156286941143575,0.024378449031778243
5527,9914,2,15,59340,0.02793988169622974,1386,0.0228644565180679,0.023246516346513396
5527,9914,2,16,59339,0.008010039163368843,1306,0.008645618722884718,0.025167500315278393
5527,9914,2,17,59338,0.010428676536061499,1495,0.006136835366470472,0.021019408801031925
5527,9914,2,18,59337,-0.00022922698787608553,1456,-0.006771023636191753,0.021775265452575215
5527,9914,2,19,59336,-0.010955351687356951,1481,-0.029356454586766167,0.021284639906605035
5527,9914,2,20,59335,0.00041474828593113244,1782,-0.0016473350947381338,0.016633780911011947
5527,9914,2,21,59334,0.005491852606950953,1709,-0.013810278350071314,0.017587609565923885
5527,9914,2,22,59333,-0.003736620589706474,1578,-0.01081679841381411,0.01955623473149115
5527,9914,2,23,59332,0.0056017645008863415,1978,-0.013841078627638503,0.01447226117505173
5527,9914,2,24,59331,-0.01616971394314093,1721,-0.016268879322784535,0.01742294920854285
5527,145804,0,5,59434,-0.027579226241145283,1000,-0.030591735078126514,0.05406785895863319
5527,145804,0,6,59433,-0.033131916290343955,1000,0.7861435233945546,0.059712994646713285
5527,145804,0,7,59432,0.9352399871593252,1000,-0.028615677886627,0.05429288153137239
5527,145804,0,8,59431,0.6786043611403672,1000,0.702606774177259,0.12182425822328374
5527,145804,0,9,59430,0.497975745191961,1000,-0.1384125986495649,0.13012585521844658
5527,145804,0,10,59429,-0.16227515293387762,1000,-0.13808481878778234,0.110928943362216
5527,145804,0,11,59428,-0.18378328295652924,1000,-0.24708330026979863,0.11021843425071266
5527,145804,0,12,59427,0.08137281600323198,1000,-0.03063993269466625,0.10630413612225152
5527,145804,0,13,59426,-0.059911530997965645,1000,-0.059911530997965645,0.09124357224122702
5527,145804,0,14,59425,0.22293818802210263,1000,0.11582157774379176,0.06114126376234719
5527,145804,0,15,59424,0.0732766083305677,1000,-0.05722959739435263,0.0776690740540677
5527,145804,0,16,59423,-0.027862505590742992,1000,-0.000330439973452612,0.0658386576189764
5527,145804,0,17,59422,-0.028990933978733424,1000,-0.015766166265095083,0.07303527225301819
5527,145804,0,18,59421,-0.06593488046630436,1000,0.12556448471382586,0.07207057015073878
5527,145804,0,19,59420,-0.08052581841266193,1000,-0.08603197905094462,0.05731521485713874
5527,145804,0,20,59419,-0.027297074057508586,1000,-0.0753013590916305,0.05669570282484242
5527,145804,0,21,59418,-0.0027307173464532486,1000,-0.01779037598649591,0.061737092178808003
5527,145804,0,22,59417,-0.01694337839592608,1000,0.07417243475061652,0.058502730736355105
5527,145804,0,23,59416,-0.012848519715484508,1086,-0.007530054753213666,0.0484445039390121
5527,145804,0,24,59415,-0.024613878028018066,1000,-0.00621230757022706,0.05709065766530834
5527,145804,1,5,59434,0.39025023986091634,1000,0.3751905812208738,0.2514247366569128
5527,145804,1,6,59433,-0.10048053339296825,1000,-0.10048053339296825,0.2971205707747837
5527,145804,1,7,59432,-0.19295936070753572,1000,-0.1899468518705545,0.2732973744217516
5527,145804,1,8,59431,-0.3768833139761365,1000,-0.39796510474527835,0.2846335295436626
5527,145804,1,9,59430,-0.258470201338893,1006,-0.23173869407453396,0.24937875546320906
5527,145804,1,10,59429,-0.33052491667989214,1000,-0.33052491667989214,0.27014734193486506
5527,145804,1,11,59428,-0.27423650286390333,1000,0.42342800926259916,0.2628154663676712
5527,145804,1,12,59427,0.7379985229617231,1076,0.7076906533594953,0.2279828462190358
5527,145804,1,13,59426,-0.24854054551225657,1247,-0.2733437874219101,0.18734078397516146
5527,145804,1,14,59425,-0.04221660342514144,1296,0.20557194204383156,0.17793321868924258
5527,145804,1,15,59424,-0.21404200812280905,1369,-0.22307953463375252,0.16547689811209848
5527,145804,1,16,59423,-0.14415510344678373,1430,-0.14716761228376496,0.15604958872648808
5527,145804,1,17,59422,0.4578302415922435,1526,-0.09647895896755221,0.14310061977575492
5527,145804,1,18,59421,-0.12961254346351958,1847,-0.12961254346351958,0.11095655326511705
5527,145804,1,19,59420,-0.09577321781535375,1827,-0.09577321781535375,0.11259877713865418
5527,145804,1,20,59419,-0.19460655595792864,2195,0.37989586789975643,0.08814042435156819
5527,145804,1,21,59418,-0.14095435789412925,2211,-0.13577660833056793,0.08729710273339326
5527,145804,1,22,59417,-0.12339978502690763,2496,0.08005403182755966,0.07427585161112588
5527,145804,1,23,59416,-0.14961396820129547,2494,0.3673749927861375,0.07431963160424311
5527,145804,1,24,59415,-0.1411897101470183,2000,-0.09351600034626528,0.09980345896571116
5527,145804,2,5,59434,0.7226570277445138,1000,0.7226570277445138,0.30832582085509264
5527,145804,2,6,59433,-0.1663206868318161,1000,-0.1663206868318161,0.32065699323031926
5527,145804,2,7,59432,-0.46432700076466926,1083,-0.46432700076466926,0.2772854361095155
5527,145804,2,8,59431,-0.2133370334434651,1080,-0.1977120334434651,0.2781942893637553
5527,145804,2,9,59430,-0.2315977983292694,1100,-0.2315977983292694,0.2715107792358802
5527,145804,2,10,59429,-0.23555122022478392,1193,-0.23555122022478392,0.2435986467989162
5527,145804,2,11,59428,-0.2470354633463664,1200,-0.22162179343827115,0.24178719068078974
5527,145804,2,12,59427,0.6609571352310601,1325,0.7871798848667602,0.21190562731379817
5527,145804,2,13,59426,-0.2824268063510841,1352,-0.28327245134249934,0.20620525339454612
5527,145804,2,14,59425,-0.1764405631862188,1327,-0.18208843112925832,0.2114058412898981
5527,145804,2,15,59424,-0.18731248467054284,1437,0.430724334881909,0.1901290830001646
5527,145804,2,16,59423,-0.27381390580138787,1285,-0.19526576769921078,0.22074384082314452
5527,145804,2,17,59422,-0.2408704065732712,1444,0.41142765939028436,0.18891674078714762
5527,145804,2,18,59421,0.32191233173666556,1618,0.32191233173666556,0.1623521362175512
5527,145804,2,19,59420,0.015200915078415034,1654,0.11055333929679334,0.15767940538361583
5527,145804,2,20,59419,-0.06362829312807472,2282,0.4303481319703944,0.10264235965871897
5527,145804,2,21,59418,0.49835424752203833,1973,0.3909082342629595,0.1245868032870534
5527,145804,2,22,59417,0.4164644681219425,1845,0.4556213119129712,0.13627151234932844
5527,145804,2,23,59416,-0.22585587965835086,1555,-0.14039009861349516,0.17110427387137378
5527,145804,2,24,59415,-0.05897124915237184,1562,-0.05930074230641669,0.17016926843290814
5527,31,0,5,60569,-0.18621575342465746,1000,-0.10402397260273966,0.22753952904207025
5527,31,0,6,60568,-0.12885273972602718,1079,-0.12885273972602718,0.2056690371311477
5527,31,0,7,60567,-0.10295376712328796,1135,-0.07555650684931536,0.19214041130662396
5527,31,0,8,60566,-0.2041952054794519,1166,-0.12200342465753411,0.1853121290705089
5527,31,0,9,60565,0.032106164383561286,1152,-0.008989726027397671,0.18850217441532904
5527,31,0,10,60564,-0.05864726027397282,1236,-0.07234589041095907,0.17155193950040357
5527,31,0,11,60563,-0.06528253424657593,1248,-0.06528253424657593,0.1693216905169955
5527,31,0,12,60562,-0.13142123287671253,1347,-0.02183219178082213,0.15297463135528191
5527,31,0,13,60561,0.08946917808219113,1340,0.062071917808218524,0.15406550258354393
5527,31,0,14,60560,0.35488013698630144,1528,0.32020547945205496,0.12926483021446397
5527,31,0,15,60559,-0.29922945205479434,1489,-0.2414383561643832,0.1338465446552507
5527,31,0,16,60558,-0.1243578767123289,1394,0.09482020547945191,0.1461309066818385
5527,31,0,17,60557,0.31720890410958924,1375,-0.08454623287671226,0.14879446006099867
5527,31,0,18,60556,0.03167808219178103,1509,0.05907534246575363,0.13144354310921946
5527,31,0,19,60555,-0.09310787671232856,1582,-0.03082191780821908,0.12344442457604676
5527,31,0,20,60554,-0.04880136986301353,1732,0.0059931506849315586,0.10941094733246784
5527,31,0,21,60553,0.005779109589040932,1661,-0.0044948630136988355,0.11565963067372176
5527,31,0,22,60552,0.08797089041095874,1571,-0.07341609589041109,0.12457415710601072
5527,31,0,23,60551,0.04238013698630139,1901,-0.03831335616438414,0.09663836060953271
5527,31,0,24,60550,0.06421232876712313,1820,0.11879280821917793,0.10239307299915366
5527,31,1,5,60569,-0.09974315068493189,1000,-0.05008561643835663,0.19633622452716729
5527,31,1,6,60568,0.421232876712328,1133,0.421232876712328,0.16616065540364833
5527,31,1,7,60567,-0.2324486301369867,1000,-0.2482876712328771,0.19842301976558535
